survey_type,province,city,county,gender,nationality,religion,edu,edu_status,edu_yr,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_yr,work_type,insur_1,insur_2,family_income,family_m,family_status,house,car,invest_1,invest_2,invest_3,invest_4,invest_5,invest_8,daughter,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,quarter,hour,month,hour_cut,birth_s,income_cut,happiness
1,6,16,35,1,1,1,11,4.0,1994.268098616675,78659,3,120.0,0,0,0,0,0,0,0,0,0,177,158,4,4,4,4,1.06702465416874,3,2,1,1,4,3,2,4,3,1,3,4,4,4,2,4,1,2,3,3,5.86595069166252,3.0,3,2,4,4,4,4,21.731901383325038,1.0,1,1,152010.7396250622,3,3,1,1,1,0,0,0,0,0,1,3,1996.6702465416874,1972.3351232708437,1996.6702465416874,11.93297534583126,1.0,2.0,73351.232708437,1.0,3.0,1.0,1941,10,8,1948,12,1,1,2,2,3,3,4,4,4,4,4,4,4,3,3,3,4,3,2,59,59,59,59,59.329753458312595,59,60,60,60,3,9,8,2,5,5,2
2,18,53,86,2,1,1,3,2.9884668997276598,975.5937638306555,0,1,105.0576655013617,0,0,0,0,0,0,0,0,0,154,124,3,4,4,1,1.0,1,1,1,3,1,1,1,5,3,2,5,3,3,3,3,5,5,4,4,1,1.5057665501361701,1.5057665501361701,1,2,2,2,-1,4,0.0,0.0,1,0,20000.0,3,2,1,2,1,0,0,0,0,0,1,3,1977.4365679485022,1954.9769337994553,1977.9423344986383,4.98846689972766,1.0,1.4942334498638299,20000.0,2.9769337994553196,2.5288327506808503,0.5057665501361701,947,1,2,954,1,1,2,3,1,-1,-2,3,3,3,3,3,-3,3,3,2,3,-3,1,5,65,84,70,89,34.415191609804246,33,33,28,60,3,16,7,4,2,1,2
1,18,52,83,2,1,1,4,4.0,-2.0,40000,1,147.31331190067766,0,0,1,0,0,0,0,0,0,163,122,5,5,3,2,1.4390557341610197,1,1,1,3,4,1,2,4,3,4,4,3,3,1,4,5,1,2,3,2,2.0,3.4390557341610197,1,2,3,3,-2,2,4.487554126711843,1.1218885316779608,1,1,51218.885316779604,3,2,1,1,1,0,0,0,0,0,0,3,1999.8296130757712,1976.5124458732882,1999.8296130757712,4.0,1.0,2.3171672024830587,34390.5573416102,1.0,2.0,1.0,1085,3,2,1086,3,1,-3,2,2,3,2,2,2,2,2,4,3,1,4,3,2,-2,1,3,71,71,50,55,55.6094426583898,68,55,55,68,3,12,7,2,5,5,2
1,6,13,31,1,2,0,6,2.9251270630118853,918.0388641653196,14722,2,89.00824338910185,0,1,0,0,0,0,0,0,0,165,141,1,1,2,3,1.0,1,1,2,4,2,1,1,5,3,4,4,4,4,3,3,5,3,1,2,1,6.925127063011885,7.462563531505943,2,1,2,7,4,2,0.0,0.0,1,1,14722.461881096435,3,1,1,1,0,0,0,0,0,0,1,6,1982.9251270630118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1932,6,2,1933,5,1,8,3,2,4,2,2,2,-2,-3,3,-2,1,3,3,2,-2,2,4,74,70,50,46,46.12309405482172,54,40,65,71,3,15,8,4,3,3,2
2,16,48,80,1,2,0,2,4.580487005122666,837.0259897546691,209,1,83.21948020490662,0,0,0,0,0,0,0,0,0,165,93,1,1,1,1,1.0,1,1,1,2,1,1,3,5,5,5,5,4,4,3,3,5,3,2,2,1,4.741461015367996,7.0,1,3,1,1,2,1,0.0,0.0,1,1,10839.02598975467,3,1,1,2,1,0,0,0,0,0,2,3,1994.068311877056,1974.809772892424,1994.068311877056,1.839025989754669,1.0,1.0,209.75649743866728,2.7414610153679964,1.2585389846320036,0.4195129948773345,1950,1,2,1952,1,1,2,3,2,3,2,4,3,3,4,4,3,2,4,3,-1,-1,2,2,74,74,64,34,34.82922030735993,34,55,34,34,3,10,8,2,4,1,2
1,19,56,90,1,1,1,3,4.0,1661.0319316589685,11144,3,70.0,0,0,0,0,0,0,0,0,0,163,121,2,3,3,1,1.289061798704765,2,1,1,1,1,1,4,5,3,3,5,4,4,5,4,5,5,2,4,2,2.8671853961142952,2.8671853961142952,1,4,2,4,2,1,0.0,0.0,1,1,11144.530899352383,1,1,0,2,1,0,0,0,0,0,1,6,1965.7812359740954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,2,-2,1,1,2,3,2,4,3,3,2,3,3,3,4,3,3,3,2,2,2,4,80,71,78,70,80.0,80,78,78,71,3,9,7,2,0,3,2
1,27,76,116,2,1,1,1,5.0,-2.0,6803,1,71.6258095003916,0,1,0,0,0,0,0,0,0,153,103,3,4,3,1,1.0,1,1,1,3,1,1,2,5,5,5,5,4,4,5,4,5,5,3,3,1,2.196598268185378,5.803401731814622,1,3,3,2,3,1,4.718358436449076,0.39319653637075636,1,2,6803.401731814622,1,2,1,2,1,0,0,0,0,0,0,7,1968.589794804556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547,1,2,1546,1,-6,2,3,2,3,2,3,2,2,2,4,1,2,0,2,-8,-8,1,4,76,70,8,8,66.06803463629244,74,70,-2,55,3,10,8,2,2,2,2
1,21,60,93,1,1,1,4,3.250282509723639,2001.74067717912,52502,1,57.519775680654746,0,0,0,0,0,0,0,0,0,169,118,4,4,4,1,1.2502825097236392,2,1,1,2,5,3,3,4,4,3,4,4,1,1,2,5,1,2,3,2,3.0,1.2502825097236392,1,2,1,3,4,4,12.259322820880094,1.0,1,1,52502.82509723639,1,2,0,2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961,4,3,1963,4,1,1,2,2,3,2,4,4,4,4,4,4,3,4,3,3,4,-1,3,57,81,59,80,58.75988784032737,81,81,22,74,3,11,7,2,5,5,2
1,17,50,85,1,1,1,5,2.9731489242858293,1025.3645012520278,49731,1,71.07404302856683,0,0,0,0,0,0,0,0,1,168,120,2,3,2,1,3.0,1,2,1,3,5,1,2,4,4,3,4,3,3,3,3,4,1,1,2,2,5.432872310714573,5.432872310714573,1,1,2,2,3,2,17.865744621429144,1.0,1,1,80000.0,2,2,0,1,0,0,0,0,0,0,0,3,1995.0,1979.5939787649995,1995.0,4.5402766135712564,1.0,1.0,2919.4467728574873,1.0,5.053702151428341,1.0,1948,2,6,1951,1,1,2,2,2,3,3,3,3,3,3,4,3,3,3,3,3,3,1,3,74,69,40,70,70.26851075714171,65,65,65,75,3,15,7,3,5,5,2
1,15,41,68,1,1,1,4,4.0,1985.2496551588042,30000,1,40.74988505293476,0,0,0,0,0,0,0,0,0,166,118,3,4,3,1,1.0,3,1,1,4,2,1,1,4,4,1,5,4,3,4,2,5,3,2,2,1,4.249655158804272,4.874712632336893,1,1,3,2,0,2,9.748505688151843,0.3749425264673786,1,2,50000.0,4,2,0,2,1,0,0,0,0,0,0,3,1992.999540211739,1972.2496551588042,1992.999540211739,3.0,1.0,1.3749425264673785,20000.0,1.0,2.3749425264673785,1.0,1939,1,1,1941,1,1,1,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,71,67,65,65,66.25149431184816,63,75,69,70,3,15,8,4,4,4,2
1,19,57,92,2,1,1,3,4.0,1981.5623469025097,0,1,184.8851044343556,0,0,0,0,0,0,0,0,0,155,85,4,3,3,1,1.0,1,1,1,4,1,1,1,4,2,4,4,3,3,3,2,3,5,4,2,1,1.0,1.0,1,2,-2,-2,-2,-2,0.0,0.0,1,1,24520.78230083659,2,2,1,2,1,0,0,0,0,0,1,3,1990.4792176991634,1966.5207823008366,1990.4792176991634,3.4792176991634123,1.0,1.0,4166.258406692703,2.9168707966536487,1.5623469025097636,1.0415646016731757,1928,1,2,1939,1,1,2,3,1,3,-2,4,4,5,5,5,-2,2,4,2,-1,-1,1,5,84,79,84,84,30.288502651868445,77,25,79,73,3,15,7,3,4,1,2
1,17,48,81,2,1,1,6,4.0,1994.408635062613,11647,1,120.6677927101886,0,1,0,0,0,0,0,0,0,160,104,3,4,3,3,1.17607938282663,1,2,1,4,4,1,1,4,3,3,4,3,3,1,3,5,1,2,3,2,6.119603085866849,3.0,1,2,1,3,3,4,19.704317531306522,1.0,1,1,40000.0,2,2,1,2,0,0,0,0,0,0,0,3,1997.0,1969.0,1997.0,9.11960308586685,4.0,3.64784123434674,30000.0,1.0,3.0,1.0,1940,3,1,1945,3,1,12,2,2,3,3,4,4,4,2,4,2,1,2,2,4,4,1,4,40,71,61,61,68.2392061717337,74,68,71,70,3,17,7,4,5,2,2
2,31,89,134,1,1,1,3,2.0,-2.0,8379,1,50.94960457799993,0,0,0,0,0,0,0,0,0,169,118,1,1,2,1,1.0,1,1,1,4,1,1,1,4,4,5,5,4,4,4,5,4,5,3,4,1,2.0,5.0,1,2,1,1,1,2,0.0,0.0,1,1,8379.841831199972,1,1,1,2,1,0,0,0,0,0,0,3,1976.1395254935999,1955.1899209156,1976.1395254935999,1.3798418311999718,1.0,1.0,0.0,4.189920915599986,0.0,0.0,-2,-6,2,-2,-6,1,2,2,2,3,3,4,4,4,3,4,4,3,4,3,-8,-8,1,4,58,29,43,35,27.596836623999437,33,41,19,35,3,11,8,2,3,2,2
2,27,78,119,2,1,1,1,4.4220663933210895,-2.0,4192,1,113.64273032653199,0,0,1,0,0,0,0,0,0,154,102,2,3,2,1,1.0,1,1,1,3,1,1,1,5,3,5,5,4,2,5,5,4,5,2,2,1,1.7705781422385471,1.9632226777981838,1,2,5,3,6,1,0.0,0.0,1,1,10807.355464440363,2,2,1,2,1,0,0,0,0,0,1,3,1980.3117344267157,1956.7338008200368,1980.3117344267157,1.5779336066789105,1.0,1.0,7422.066393321089,2.8073554644403633,0.0,0.0,1940,1,1,1942,1,1,2,2,1,2,2,4,4,4,4,4,4,2,-5,3,3,4,1,4,83,83,66,60,60.36777322201816,73,67,91,74,3,16,8,4,3,2,2
2,26,76,118,2,1,1,3,3.2751204320958838,1266.1072697193563,5000,1,69.78587416670557,0,0,1,0,0,0,0,0,0,161,119,2,3,3,1,1.0,1,1,1,4,1,1,1,5,4,5,5,4,4,5,5,4,5,2,2,1,6.275120432095884,6.637560216047942,1,2,5,2,7,1,0.0,0.0,1,1,10000.0,2,1,1,2,1,0,0,0,0,0,0,3,1992.5502408641917,1969.1004817283836,1992.5502408641917,3.362439783952058,1.0,1.0,5000.0,2.637560216047942,0.0,0.0,1943,3,1,1943,1,1,2,3,1,3,2,4,4,4,4,4,-3,2,-3,2,-3,-3,1,4,93,93,75,58,58.25361296287651,83,93,93,75,3,17,8,4,4,2,2
2,24,72,112,2,1,1,1,5.0,-2.0,710,1,53.14242500522887,0,0,0,0,0,0,0,0,0,157,94,1,2,2,1,1.0,1,1,1,4,1,1,1,5,4,5,5,4,4,5,5,5,5,1,3,1,5.978755584716998,7.422501595633428,1,2,3,2,3,2,0.0,0.0,1,1,-0.7112507978167141,1,2,1,2,1,0,0,0,0,0,0,4,-2.0,1387.650306540409,-1.4225015956334282,0.7112507978167141,0.7112507978167141,0.7112507978167141,-1.4225015956334282,4.267504786900284,0.0,0.0,-2,1,11,-2,1,1,11,2,2,-4,0,4,4,4,4,4,-4,2,-4,2,-5,-5,1,5,48,35,25,52,40.0,32,50,65,67,3,12,8,2,1,0,2
1,1,1,2,1,1,1,7,4.0,-2.0,48695,1,53.65987999352808,0,1,0,0,0,0,0,0,0,160,110,3,3,3,2,1.69532425559455,3,2,3,3,1,1,1,4,1,1,4,4,4,2,2,4,3,2,3,1,4.6093514888108995,3.3046757444054498,1,4,4,4,4,4,0.0,0.0,1,1,48695.32425559455,1,2,1,2,1,0,0,0,0,0,-2,4,1282.4962567505572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248,-1,-2,1246,0,1,-2,2,2,3,2,3,2,0,0,4,4,3,4,2,3,0,1,2,70,70,70,70,70.42986383391825,70,70,70,70,3,10,9,2,1,5,2
2,4,8,23,1,1,0,3,2.0,160.4571748283645,10162,1,114.18437546488633,0,1,1,0,0,0,0,0,0,169,128,2,1,2,1,1.0,1,1,2,4,1,2,1,5,3,4,5,4,4,3,5,5,4,2,1,1,5.837217259691018,6.755825889536526,1,2,3,2,4,2,0.0,0.0,1,1,10162.782740308983,4,1,1,2,1,0,0,0,0,0,0,3,1979.62782740309,1955.8720015135532,1979.62782740309,3.0,1.0,1.325565480617965,-0.9186086298455087,4.162782740308982,0.0,0.0,1930,1,2,1934,1,1,13,2,2,4,-7,4,4,3,3,4,-6,2,-6,-6,-6,3,1,2,81,63,72,70,61.627827403089825,71,81,79,79,3,8,7,2,3,2,2
1,13,36,65,1,1,1,5,4.0,1975.6192556713158,3742,1,77.64113280121045,0,0,0,0,0,0,0,0,0,163,119,2,1,1,1,1.0,1,1,1,4,1,1,1,5,3,4,5,4,4,5,5,5,5,2,3,1,2.3238511342631565,2.1619255671315782,3,4,1,1,1,4,14.247265358763167,0.8380744328684216,1,1,3742.8883506973675,1,1,0,2,1,0,0,0,0,0,0,6,1979.1050323727104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1927,2,0,1929,1,1,2,3,1,2,-6,5,4,3,3,5,4,2,4,2,-8,-8,1,5,71,54,41,66,78.38074432868422,88,88,11,11,3,10,7,2,3,2,2
1,26,77,116,2,1,0,3,2.0564469664161082,53.910720235155,24858,1,80.0,0,0,1,0,0,0,0,0,0,159,129,3,4,2,2,1.0,1,1,2,5,1,1,1,5,2,5,5,3,3,5,4,4,4,1,3,1,7.85888258395973,7.85888258395973,1,2,4,3,4,2,30.633094718295297,1.0,1,1,60000.0,1,2,1,2,1,0,0,0,0,0,0,3,1981.1411174160403,1958.8871060671677,1981.4515757313288,4.0,1.0,2.0,35141.11741604027,1.112893932832216,2.915329550375838,0.971776516791946,1879,2,1,1883,2,1,2,2,2,4,2,3,2,3,1,3,3,2,3,2,-7,2,1,2,90,89,60,60,50.56446966416108,50,79,60,60,3,12,7,2,3,3,2
1,22,64,99,2,1,1,4,4.0,-1.7655286717084047,20937,1,43.1583692224151,0,1,0,0,0,0,0,0,0,156,117,1,3,3,2,1.2344713282915953,1,1,4,3,1,1,2,5,5,3,5,3,4,5,5,5,5,1,2,1,8.0,8.0,1,2,2,2,2,1,0.0,0.0,1,1,20937.885313166382,1,2,1,2,1,0,0,0,0,0,1,7,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,12,-2,1,1,11,2,2,3,3,4,3,0,0,4,3,3,3,1,1,1,1,3,80,50,65,72,72.96586015125214,65,68,72,18,3,11,7,2,1,3,2
1,12,34,58,1,4,1,7,4.0,1999.0895216736885,89273,1,62.45778276139342,0,0,0,0,0,0,0,0,0,170,127,3,5,4,1,2.536317389122951,4,2,1,2,3,2,3,3,3,2,4,3,2,2,3,5,1,2,2,4,5.536317389122951,4.0,5,3,4,2,5,2,2.290539112983609,1.0,1,1,89273.65221754098,1,2,0,2,1,0,0,0,0,0,0,3,922.7283956453273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951,2,2,1953,2,1,2,2,1,3,2,4,4,4,4,5,3,3,4,3,-2,-1,2,3,63,63,63,63,63.91047832631146,58,69,58,58,3,12,8,3,5,5,2
1,15,44,75,2,1,1,4,2.3457879613540085,343.75059746994623,10345,1,113.45787961354009,0,0,0,0,0,0,0,0,0,160,117,2,5,2,1,1.8271060193229958,1,1,1,4,1,1,1,4,4,4,4,3,3,4,4,5,4,2,1,1,2.0373638840620245,3.0,1,2,3,3,4,2,3.284985632863078,0.17289398067700412,1,1,48271.06019322996,3,2,1,2,1,0,0,0,0,0,1,3,1997.0,1975.616848154584,1997.0,5.0373638840620245,1.5186819420310123,1.5186819420310123,30000.0,1.0,4.6542120386459915,1.8271060193229958,1953,1,1,1959,3,1,4,3,2,3,3,2,1,2,2,3,-6,-6,-6,2,-5,-5,1,4,46,36,18,26,28.644699033850205,30,20,20,20,3,19,7,5,5,2,2
1,27,78,119,2,1,1,3,3.1706514993259685,333.1595446762021,1109,1,85.95711479954132,0,0,0,1,0,0,0,0,0,163,73,2,3,3,1,1.0,1,1,1,2,1,1,1,5,4,5,5,4,5,5,5,4,5,2,3,1,6.658697001348063,7.0,1,3,5,3,5,1,0.0,0.0,1,1,30000.0,4,2,1,2,1,0,0,0,0,0,0,3,1976.4402275101104,1952.2934850067404,1976.4402275101104,4.0,3.4880455020220946,1.0,9317.394002696126,4.658697001348063,0.0,0.0,1920,1,1,1919,1,1,2,2,2,1,1,5,3,3,2,4,1,2,1,2,1,3,1,2,70,71,74,74,66.58697001348062,72,53,61,70,3,16,7,4,2,1,2
1,8,20,39,1,1,0,1,2.27103271529057,-2.135516357645285,5072,1,86.47657470122259,0,0,0,0,0,0,0,0,0,167,109,2,4,3,4,2.0,2,2,1,4,4,4,2,4,3,4,4,1,1,2,2,5,1,4,4,1,2.4065490729358547,2.5420654305811397,5,2,3,5,2,4,0.0,0.0,1,1,25677.581788226424,2,2,1,2,1,0,0,0,0,0,0,1,-0.40654907293585474,263.71483197772454,-0.2710327152905698,-1.0841308611622793,0.1355163576452849,0.2710327152905698,0.0,0.8130981458717095,0.0,0.0,1688,2,3,-2,0,1,1,3,2,2,2,1,1,1,2,3,2,2,1,2,2,2,1,3,61,60,50,51,48.64483642354715,60,60,60,64,3,9,7,2,5,2,2
2,16,47,80,2,1,0,1,5.0,-2.0,662,1,150.2856410331914,0,0,0,0,0,0,0,0,0,152,116,3,3,2,1,1.0,1,1,1,2,1,1,3,5,4,5,5,4,5,5,5,5,5,2,2,1,3.662858119557448,-3.6914222228765894,1,3,3,2,3,2,0.0,0.0,1,2,5000.0,1,1,1,2,1,0,0,0,0,0,3,3,1964.9600102553532,1944.640006836902,1964.9600102553532,5.337141880442552,1.0,1.0,-0.668570940221276,5.337141880442552,0.0,0.0,-2,1,2,-2,1,1,6,3,2,4,-4,1,1,2,1,4,0,-4,0,0,0,0,2,3,29,33,26,29,33.25716239114896,33,23,32,29,3,10,7,2,1,0,2
1,9,25,43,2,1,1,3,4.0,1113.011887615494,19125,1,70.38276705075259,0,0,1,0,0,0,0,0,0,153,108,4,5,3,2,1.0,2,1,1,5,1,1,1,4,3,4,4,3,3,5,1,3,4,2,3,1,3.874293904477038,3.874293904477038,1,2,5,5,5,3,10.131354859706661,0.5628530477614812,1,1,57377.11828656889,2,3,1,2,1,0,0,0,0,0,0,3,1977.2570609552297,1948.8799426686608,1983.448444480606,4.0,1.0,2.0,38251.41219104592,5.0,0.0,0.0,-2,1,9,-2,1,1,2,2,1,3,-2,3,2,-2,-2,4,3,2,-1,2,2,2,1,1,85,80,80,82,74.37146952238518,84,83,80,84,3,12,7,2,3,3,2
1,18,54,87,2,1,1,3,2.19522119301487,193.0259718218553,15527,1,79.92628343841821,0,0,0,0,0,0,0,0,0,162,124,4,5,3,1,1.902389403492565,1,1,1,3,1,1,2,4,4,4,5,4,4,5,4,5,4,1,2,1,6.19522119301487,6.19522119301487,1,2,3,4,5,4,19.511947017462823,1.0,1,2,39843.823045588106,2,2,0,2,1,0,0,0,0,0,0,3,1980.049822526656,1958.8546013336413,1980.049822526656,6.0,2.828672841910779,1.0,23414.33642095539,1.0,4.80477880698513,1.0,188,1,2,188,1,1,2,3,2,3,3,3,3,3,2,4,2,2,2,2,2,3,1,3,79,39,55,60,57.07168210477695,31,40,58,64,3,17,7,4,3,3,2
1,4,12,26,1,1,0,1,5.0,-2.0,10000,1,120.0,0,0,0,0,0,0,0,0,0,159,105,2,3,3,1,1.0,1,1,1,1,1,1,2,5,3,5,5,4,3,5,4,5,5,2,2,1,3.593934411464167,3.593934411464167,1,2,0,0,0,0,0.0,0.0,1,1,10000.0,2,1,1,2,1,0,0,0,0,0,1,3,519.4822082840267,1950.2181967656074,519.4822082840267,1.0,1.0,1.0,-0.26565573524402786,4.0,0.0,0.0,-2,1,12,-2,1,1,12,3,2,3,-5,0,0,0,0,0,0,0,0,0,0,0,0,3,52,52,52,55,53.98483602866042,50,50,52,52,3,13,7,3,2,2,2
1,12,33,62,2,1,0,0,3.8124310717216066,-2.0,0,1,87.3081164817132,0,0,0,0,0,0,0,0,0,155,106,2,2,3,1,1.0,1,1,1,3,1,1,1,5,5,5,5,4,4,5,5,5,5,2,4,1,3.274054368064245,3.274054368064245,1,2,3,1,5,1,0.0,0.0,1,1,-2.0,3,2,1,2,1,0,0,0,0,0,2,7,-2.908648543978585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0,13,-2,0,1,13,2,2,3,-8,3,3,3,3,3,1,2,1,3,-8,-8,2,2,72,63,54,63,54.33620972667227,58,63,54,54,3,15,8,4,2,0,2
1,16,46,77,2,1,1,4,4.0,1984.9193726498092,38080,1,140.4031367509536,0,0,1,0,0,0,0,0,0,168,120,3,3,3,1,2.0,1,1,1,4,3,-6,1,4,1,4,3,3,4,2,4,4,4,3,3,-5,1.0,5.04031367509536,1,1,6,5,7,4,20.0,1.0,1,1,144241.88205057217,4,3,1,1,1,0,0,0,0,0,0,3,1993.1516235898855,1968.3435608548664,1993.1516235898855,3.191937264980928,1.0,1.0,106161.25470038144,1.0,2.808062735019072,1.0,1943,2,2,1948,1,1,2,2,1,4,3,4,3,3,3,4,4,2,4,3,3,2,1,3,80,72,61,71,61.919372649809276,61,63,81,70,3,11,7,2,4,4,2
1,6,18,35,1,1,1,3,4.0,106.71385925074595,12434,1,77.05581712561008,0,0,0,0,0,0,0,0,0,160,120,3,3,4,1,1.0,2,2,2,4,2,1,1,4,3,4,3,4,1,5,5,-7,2,3,3,1,1.9457244836491534,2.217102065403387,1,2,4,3,5,2,1.0855103270169342,0.05427551635084671,1,1,78914.48967298307,1,2,1,2,1,0,0,0,0,0,0,6,105.84545098913242,106.54283859671209,107.73689995643072,0.21710206540338683,0.05427551635084671,0.05427551635084671,0.0,0.32565309810508025,0.0,0.0,103,1,2,103,1,1,2,3,2,4,-7,4,4,-7,-7,4,4,3,3,3,3,-7,1,2,78,80,70,79,60.0,70,79,78,78,3,9,7,2,3,3,2
1,19,56,88,2,1,1,5,4.0,1022.7738231965209,40000,1,154.697498669666,0,0,1,0,0,0,0,0,0,159,114,3,3,3,1,1.520718406095793,2,2,3,3,2,1,2,4,3,2,4,3,3,1,2,5,3,3,3,3,2.0,2.479281593904207,3,3,5,4,0,3,3.834252751233655,0.9585631878084138,1,1,65207.18406095793,2,3,1,1,1,0,0,0,0,0,1,3,1983.0234766597969,1955.295574192743,1989.2720975329462,5.56215521828738,2.5621552182873795,1.520718406095793,30000.0,3.0828736243831725,0.9585631878084138,0.4792815939042069,927,1,2,927,1,1,-2,1,1,3,2,2,2,2,2,4,3,2,3,2,3,-1,1,4,55,55,50,65,49.585631878084136,65,70,60,54,3,9,7,2,3,5,2
2,5,14,27,1,5,1,2,4.634544521725331,-2.0,-1,1,116.54554782746683,0,0,0,0,0,0,0,0,0,168,123,2,3,4,1,1.0,1,1,1,4,2,1,1,4,3,3,5,5,3,3,5,5,3,3,2,1,2.0,4.096366434824005,1,3,2,1,-3,2,0.0,0.0,1,1,10000.0,3,2,1,2,1,0,0,0,0,0,3,2,-1.2690890434506632,1231.0163721471433,-1.2690890434506632,0.6345445217253316,0.6345445217253316,0.6345445217253316,0.0,2.5381780869013264,0.0,0.0,-2,2,2,715,1,-4,2,2,1,4,2,4,3,4,4,4,-3,3,-3,4,4,3,2,4,66,76,67,60,55.38178086901326,59,65,63,56,3,10,7,2,2,0,2
1,26,76,116,1,1,1,1,5.0,-2.0,0,1,192.7350693169466,0,0,0,1,0,0,0,0,0,156,105,3,2,3,1,1.0,1,1,1,2,1,1,3,5,4,5,5,4,4,5,5,5,5,3,4,1,2.0,4.052128026564885,2,2,2,2,4,2,0.0,0.0,1,1,31895.74394687023,5,2,1,2,1,0,0,0,0,0,0,5,1969.475530569262,617.06465470626,624.6476304937407,0.9478719734351149,0.31595732447837166,0.31595732447837166,0.0,1.2638292979134866,0.0,0.0,-2,1,2,-2,1,1,2,3,2,3,3,4,4,4,3,4,-4,2,-4,3,-4,-4,2,4,66,60,56,56,55.26064013282443,58,60,62,50,3,10,7,2,2,1,2
2,17,50,82,1,1,1,3,4.0,1946.574121665926,10857,3,63.64705324176958,0,1,0,0,0,0,0,0,0,166,109,2,2,2,1,1.254117870329217,1,1,1,1,1,1,4,4,2,4,5,4,4,4,3,4,5,2,3,1,2.508235740658434,3.016471481316868,1,3,2,3,2,2,0.0,0.0,1,1,11620.047603603289,1,2,1,2,1,0,0,0,0,0,1,7,1964.3200037955967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,2,-2,1,1,2,3,2,3,0,3,3,3,4,4,4,3,4,4,3,3,2,4,77,72,77,70,77.45882129670782,77,80,77,72,3,9,7,2,0,3,2
1,13,37,67,2,4,1,4,4.0,1987.3850983983623,0,1,168.36887027012045,0,0,0,0,0,0,0,0,0,159,98,4,3,2,4,1.707119169167782,1,1,1,3,1,1,2,4,4,4,4,4,4,4,3,5,5,2,2,1,3.828476676671128,3.828476676671128,4,3,3,3,-3,5,0.707119169167782,0.707119169167782,1,2,-0.29288083083221805,1,2,1,2,1,0,0,0,0,0,0,3,1994.9708600600268,1963.8495025525235,1994.9708600600268,4.585761661664436,1.0,4.121357507503346,-0.29288083083221805,5.0,0.0,0.0,-2,3,3,-2,3,1,5,3,3,4,0,3,3,0,0,4,4,2,4,2,0,-8,1,4,68,71,22,19,13.229803203275338,16,70,71,80,3,14,8,3,4,0,2
1,13,35,65,1,6,0,4,4.0,1977.6859888813412,1038,1,251.94203335597618,0,0,0,0,0,0,0,0,0,167,91,2,1,1,1,1.1342994440670635,1,1,1,4,1,1,1,5,5,5,5,4,4,2,5,5,5,3,3,1,1.537197776268254,6.731401111865873,1,2,3,3,3,1,0.1342994440670635,0.1342994440670635,1,1,-1.731401111865873,1,2,1,2,1,0,0,0,0,0,0,3,1984.6859888813412,1957.880192216939,1984.6859888813412,4.0,1.0,1.537197776268254,1038.840667119524,4.1342994440670635,0.0,0.0,-2,1,1,-2,1,1,2,3,2,3,2,3,3,4,4,4,-6,2,4,3,-6,-8,1,4,80,62,51,51,43.016428908512694,51,61,9,67,3,18,9,4,3,5,2
1,27,79,120,1,1,1,2,2.392199022633913,-2.0,7869,1,53.66052421124985,0,0,0,0,0,0,0,0,0,169,120,2,2,3,1,1.0,1,1,1,4,1,1,1,5,4,5,5,4,4,5,5,5,5,2,3,1,2.392199022633913,5.130733007544638,1,1,1,1,1,2,0.0,0.0,1,1,8261.466015089276,1,1,1,2,1,0,0,0,0,0,0,3,1976.830262105625,1956.3073300754463,1976.830262105625,1.0,1.0,1.0,392.19902263391305,3.8692669924553624,0.0,0.0,-2,-6,2,-2,-6,1,2,3,2,4,2,4,3,4,2,4,3,2,3,2,-6,-6,1,4,61,27,43,33,26.536650377231886,36,42,15,33,3,12,8,3,3,2,2
