edu,edu_yr,political,property_8,weight_jin,health,health_problem,depression,hukou,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_3,leisure_4,leisure_6,leisure_7,leisure_8,leisure_9,leisure_12,socialize,relax,learn,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,family_income,family_m,family_status,house,car,invest_1,invest_2,s_birth,marital_now,s_edu,s_political,s_hukou,status_peer,status_3_before,view,trust_1,trust_2,trust_5,trust_7,trust_8,trust_10,trust_12,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,income_cut,happiness
1,-2.0,1,0,120,1,2,2,1,1,1,1,4,1,1,1,5,5,5,5,5,5,5,3,4,1,7.0,1,2,-8,-8,-8,-8,5000.0,2,1,1,2,1,0,1964.0,1998.0,1.0,1.0,1.0,2,-8,4,3,3,4,3,-8,-8,-8,4,100,100,100,100,100.0,100,0,100,100,2,2
3,-2.0,1,0,114,4,5,4,1,1,1,1,4,1,1,1,5,5,4,5,5,5,5,2,4,1,2.0,1,3,2,5,-8,1,1400.0,2,2,1,2,1,0,1943.0,1962.0,1.0,1.0,1.0,3,2,3,4,4,5,2,-8,-8,4,4,-2,70,-2,-2,-2.0,70,70,-2,-2,1,4
4,1962.0,1,0,100,4,2,4,2,3,2,2,5,1,1,1,4,2,4,4,4,3,5,3,4,2,6.0,2,4,5,5,5,5,70000.0,4,4,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,4,5,4,5,3,4,4,5,1,50,50,50,60,40.0,70,60,50,50,5,5
6,2013.0,2,0,100,4,4,3,1,4,1,1,2,2,1,3,4,1,4,4,2,1,3,2,4,4,6.0,2,4,3,1,7,3,19000.0,6,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,1,4,4,3,5,4,5,2,2,3,50,60,50,60,50.0,70,90,50,90,0,5
1,-2.0,1,0,100,2,2,3,1,1,1,1,3,1,1,2,4,5,4,4,4,5,5,2,3,1,5.0,1,4,4,3,4,3,6000.0,2,2,1,2,1,0,1944.0,1964.0,1.0,1.0,1.0,3,2,4,4,4,4,3,3,3,3,4,70,70,70,70,70.0,70,50,70,70,2,4
3,1952.0,1,0,130,3,3,4,5,2,2,4,3,1,1,2,5,3,4,5,5,4,5,3,3,2,2.0,1,4,4,4,4,2,80000.0,3,2,1,2,1,0,1937.0,1960.0,3.0,1.0,5.0,3,2,4,4,4,4,4,4,4,4,4,80,80,80,80,80.0,60,60,70,70,5,4
7,1993.0,1,0,120,2,2,1,4,4,1,1,3,3,2,2,1,1,4,5,5,1,2,2,3,3,6.0,1,4,5,5,7,1,60000.0,4,2,1,1,0,1,1969.0,1995.0,10.0,1.0,4.0,3,2,3,4,2,4,3,4,2,4,4,90,90,80,80,70.0,70,70,90,90,4,3
4,-2.0,1,0,90,3,4,5,1,3,2,4,5,1,2,1,4,2,3,3,4,5,5,4,4,2,2.0,3,4,-8,-8,-8,-8,150000.0,6,5,2,1,1,0,1944.0,1963.0,1.0,1.0,1.0,1,1,4,5,4,4,3,4,2,2,5,95,90,100,80,70.0,90,90,90,90,1,5
6,-1.0,2,0,140,5,5,5,1,2,2,1,2,1,3,4,4,4,3,3,3,3,5,3,2,1,3.0,1,1,5,3,6,2,30000.0,5,3,0,1,1,0,0.0,0.0,0.0,0.0,0.0,2,2,3,3,3,4,3,3,3,3,4,80,50,80,60,60.0,70,80,60,60,1,4
1,-2.0,1,0,144,2,2,5,1,1,1,3,5,1,1,1,5,5,5,5,5,5,5,1,5,1,8.0,1,5,1,1,1,1,3000.0,2,3,1,2,1,0,1952.0,1974.0,1.0,1.0,1.0,3,1,3,5,5,5,4,-8,2,2,5,100,70,100,100,100.0,100,100,80,100,1,5
1,-2.0,1,0,120,4,4,4,1,1,1,1,4,1,1,1,4,5,3,4,5,5,5,4,4,1,1.0,3,2,5,1,5,1,3000.0,2,3,1,2,1,0,1944.0,1962.0,2.0,1.0,1.0,2,1,4,3,3,5,4,-8,3,3,5,100,100,70,100,80.0,90,100,100,100,2,5
12,1997.0,1,0,152,4,5,3,5,3,3,5,4,5,1,1,3,3,4,4,4,4,1,3,4,3,5.0,6,3,5,3,5,5,200000.0,3,3,1,1,1,0,1969.0,1997.0,13.0,4.0,5.0,2,3,3,5,5,5,3,5,3,3,5,60,80,60,70,70.0,70,80,80,50,5,4
1,-2.0,1,0,110,2,2,3,1,2,2,2,4,1,1,1,4,4,4,3,3,2,5,3,4,1,4.0,2,4,3,2,5,3,14000.0,2,3,1,2,1,0,1958.0,-2.0,4.0,1.0,1.0,2,2,4,5,4,5,3,5,4,4,4,80,90,80,90,80.0,90,80,70,80,2,4
3,1970.0,1,0,152,3,4,5,1,1,1,1,5,1,1,1,5,5,5,2,5,5,5,3,3,3,1.0,1,4,4,4,4,3,30000.0,1,4,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,4,4,4,2,4,-8,-8,4,80,80,80,80,80.0,80,80,80,80,6,4
1,-2.0,1,0,94,3,3,3,1,1,1,1,4,1,1,2,5,5,5,1,5,5,5,4,4,1,1.0,1,4,2,2,3,1,-2.0,1,2,3,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,4,4,3,3,2,-8,4,-8,5,70,69,79,56,87.0,71,80,90,90,0,4
10,2009.0,1,0,104,4,5,4,1,1,2,1,3,5,1,2,5,5,3,2,2,5,1,2,4,1,2.0,2,3,3,3,6,5,200000.0,5,3,3,1,0,0,1990.0,2014.0,10.0,1.0,1.0,2,2,4,1,1,4,1,3,1,3,1,100,80,100,50,50.0,100,60,80,60,5,4
4,1978.0,1,1,92,3,2,1,2,1,1,1,5,1,3,1,5,5,5,5,2,5,5,1,4,1,8.0,1,4,4,2,7,1,40000.0,1,2,0,2,1,0,1958.0,1987.0,4.0,1.0,2.0,3,1,4,5,4,4,3,4,3,4,4,100,0,0,60,50.0,60,60,60,60,4,4
4,2002.0,1,0,130,5,5,4,1,1,1,4,3,5,1,2,4,4,4,4,2,3,1,4,3,3,4.0,6,2,5,4,6,5,12000.0,1,3,2,2,0,1,1984.0,2010.0,12.0,1.0,2.0,2,2,3,5,4,5,4,4,3,3,2,60,50,40,50,60.0,50,65,70,60,5,5
4,1977.0,1,0,100,4,4,4,1,3,3,3,4,1,4,1,5,5,4,4,5,5,3,5,4,2,1.0,4,4,7,4,9,1,40000.0,2,3,1,2,1,0,1960.0,1983.0,6.0,1.0,1.0,2,1,3,4,4,4,4,4,4,4,5,100,100,100,100,100.0,100,100,100,100,2,5
10,-2.0,1,0,130,4,5,3,1,2,3,3,4,3,1,1,3,3,4,4,2,5,2,3,3,3,7.0,3,3,2,2,6,2,13000.0,4,2,1,2,1,0,1985.0,2012.0,4.0,1.0,1.0,3,3,4,4,5,4,3,4,5,3,5,60,60,70,70,60.0,55,55,55,60,1,3
4,1978.0,1,0,140,4,5,5,1,3,2,2,5,1,1,1,5,2,4,3,5,3,5,4,1,1,5.0,1,4,2,1,3,1,70000.0,4,3,1,2,1,0,1967.0,1993.0,3.0,1.0,1.0,2,2,5,5,5,5,4,4,-8,-8,5,50,50,50,60,40.0,30,20,40,50,5,4
4,2013.0,1,1,97,5,5,4,1,2,3,1,4,5,2,1,3,4,4,3,1,4,1,3,3,4,3.0,2,4,3,1,5,2,35000.0,1,2,0,2,1,0,0.0,0.0,0.0,0.0,0.0,3,1,4,4,4,4,3,4,3,3,2,60,40,10,30,30.0,40,60,70,70,4,3
3,-2.0,1,0,148,3,3,2,1,1,1,1,3,1,1,1,4,5,5,5,4,2,5,4,4,1,1.0,1,3,4,1,4,1,20000.0,5,1,1,1,1,0,1963.0,1987.0,3.0,1.0,1.0,3,2,2,3,3,5,3,4,3,3,3,50,80,50,60,60.0,100,100,50,50,3,2
4,-2.0,1,0,146,4,4,4,1,1,1,1,4,2,1,2,5,5,4,3,-8,5,4,2,2,1,3.0,1,2,-8,-8,-8,-8,-2.0,3,3,1,2,1,0,1982.0,2006.0,3.0,3.0,1.0,3,2,-8,-8,-8,-8,-8,-8,-8,-8,3,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,0,2
10,1970.0,1,0,150,4,5,5,5,5,3,4,5,1,3,1,4,1,2,2,4,1,4,4,4,5,2.0,4,4,8,7,8,5,200000.0,5,3,1,1,1,0,1958.0,1977.0,6.0,1.0,5.0,2,2,4,4,4,5,4,4,4,4,4,90,85,85,85,80.0,90,85,90,85,5,4
6,1998.0,1,1,97,5,5,5,1,1,1,1,5,3,1,1,3,5,4,4,1,2,3,4,4,1,3.0,3,4,5,4,6,5,70000.0,3,1,3,1,0,0,1980.0,2001.0,6.0,1.0,1.0,2,1,5,4,2,3,3,3,3,3,4,60,50,70,60,50.0,60,60,50,70,5,4
4,2003.0,1,0,150,4,4,4,1,1,2,2,4,3,1,1,4,4,4,3,3,2,2,2,4,2,2.0,1,2,3,3,4,2,20000.0,3,3,0,1,1,0,1987.0,2006.0,3.0,1.0,1.0,3,2,4,4,3,4,3,3,3,3,4,40,50,50,40,0.0,30,40,40,40,3,4
10,2011.0,1,0,84,3,5,3,1,2,3,2,4,4,3,1,4,4,4,4,3,4,1,3,3,3,5.0,3,4,7,6,9,5,100000.0,3,4,2,1,1,0,1989.0,2011.0,10.0,1.0,2.0,1,1,4,4,4,4,3,4,3,3,4,7,7,7,7,7.0,8,7,8,7,1,4
13,2010.0,1,1,80,3,5,4,2,2,2,3,2,5,5,3,3,3,4,3,3,3,2,2,4,3,5.0,2,4,5,3,6,5,200000.0,5,3,1,2,0,1,1980.0,2011.0,12.0,1.0,1.0,2,2,4,4,4,4,3,4,4,4,2,80,80,60,80,80.0,80,60,80,80,5,4
4,1979.0,1,0,120,4,5,4,1,2,1,1,4,1,1,1,4,4,4,5,1,5,5,2,3,1,6.0,1,2,6,3,7,4,-3.0,4,4,2,2,1,0,1963.0,1986.0,6.0,1.0,1.0,2,2,3,3,3,3,3,4,3,3,5,60,60,60,65,-2.0,58,-2,58,50,3,5
1,-2.0,1,0,120,4,4,5,1,1,1,4,4,1,1,1,2,5,3,4,2,1,5,5,4,1,2.0,1,3,6,4,7,3,100000.0,4,3,1,2,1,0,1937.0,1961.0,1.0,1.0,1.0,2,1,3,5,5,4,3,3,3,4,5,70,70,70,80,60.0,80,80,80,80,2,4
3,-2.0,1,0,80,2,2,3,1,1,1,1,3,5,5,3,5,5,3,4,5,5,5,3,4,1,2.0,1,4,3,2,4,1,11000.0,1,2,2,2,1,0,1947.0,1970.0,3.0,2.0,1.0,3,1,3,4,4,4,3,4,-8,-8,4,70,80,60,80,60.0,80,70,-2,70,1,3
6,1973.0,1,0,152,3,3,4,4,2,2,3,5,1,1,1,4,4,4,4,4,1,5,3,4,3,6.0,6,4,3,3,3,2,36000.0,1,1,1,2,1,0,1959.0,1981.0,4.0,1.0,5.0,3,2,4,3,3,3,2,3,3,-8,4,90,75,80,80,80.0,85,80,85,80,3,4
4,1986.0,1,0,110,5,5,5,5,1,1,1,4,1,4,1,1,5,4,3,2,5,2,4,4,4,2.0,1,2,3,5,5,5,40000.0,3,2,1,2,1,0,1969.0,1997.0,7.0,1.0,5.0,3,3,3,4,4,4,3,4,4,3,2,80,80,90,80,90.0,80,90,-2,80,2,5
4,-2.0,1,1,118,4,5,5,1,1,1,1,5,1,1,1,5,5,5,5,5,5,5,2,4,1,7.0,1,3,1,1,3,1,10000.0,2,2,0,2,1,0,1963.0,1993.0,4.0,1.0,2.0,3,2,4,5,4,4,2,4,4,-8,5,60,50,50,60,60.0,50,40,60,60,2,2
12,1985.0,1,0,115,4,4,4,2,5,5,4,5,5,5,1,3,1,4,4,1,4,5,5,3,5,6.0,1,2,4,2,4,2,150000.0,2,3,1,1,0,1,1963.0,2000.0,10.0,1.0,2.0,2,2,4,3,3,4,3,4,3,3,4,60,60,50,60,60.0,60,70,50,60,5,4
3,-2.0,1,0,90,2,2,4,1,2,2,2,4,3,1,1,3,5,4,2,2,1,2,3,2,2,3.0,2,1,1,1,2,1,20000.0,6,2,1,2,1,0,1980.0,2005.0,3.0,1.0,1.0,3,2,3,4,2,4,2,3,3,3,5,100,50,50,50,50.0,50,50,30,60,3,2
3,-2.0,1,0,100,3,3,3,1,2,2,2,3,1,1,2,5,5,2,3,5,5,5,3,4,2,2.0,1,3,5,4,5,3,10000.0,2,2,1,2,1,0,1947.0,1965.0,1.0,1.0,1.0,2,2,4,4,3,4,1,4,-8,-8,4,80,80,80,80,80.0,80,85,70,80,5,4
1,-2.0,1,0,130,3,3,2,1,1,1,1,2,1,1,4,4,5,4,5,5,5,5,3,4,1,7.0,2,1,5,7,4,10,40000.0,5,3,1,2,1,0,1967.0,1985.0,4.0,1.0,1.0,2,2,2,2,2,2,3,-8,3,4,3,70,80,60,80,60.0,80,80,70,100,2,4
4,-2.0,1,0,118,2,3,4,1,1,1,2,5,1,1,1,4,5,4,4,5,4,5,4,3,1,3.0,3,3,3,2,4,2,10000.0,2,3,1,2,1,0,1959.0,1980.0,4.0,1.0,1.0,2,2,4,4,4,4,3,4,3,3,4,80,70,70,70,65.0,80,80,70,75,2,4
1,-2.0,1,0,110,5,5,4,1,1,1,1,4,1,1,2,5,5,5,5,5,5,5,3,4,1,7.0,1,2,1,1,1,1,36000.0,4,3,1,2,1,0,1977.0,1997.0,3.0,1.0,1.0,3,2,4,5,2,5,1,4,2,2,4,70,60,70,70,70.0,70,70,80,70,1,2
4,1995.0,1,0,140,4,5,4,4,2,2,2,4,2,3,2,4,4,4,4,3,4,4,4,2,2,5.0,2,2,4,4,6,4,30000.0,3,2,2,2,1,0,1980.0,2004.0,4.0,1.0,1.0,3,1,4,5,3,5,3,3,3,3,4,60,60,60,60,60.0,60,60,60,60,4,4
7,2001.0,1,0,99,3,5,3,2,1,1,1,1,5,5,4,4,5,4,3,1,5,1,3,4,3,2.0,1,4,7,9,8,9,30000.0,3,3,1,1,1,0,1979.0,2000.0,6.0,1.0,2.0,2,3,3,5,4,5,2,4,2,-8,5,60,60,60,60,40.0,50,30,50,60,1,4
7,1978.0,1,0,100,2,1,3,5,3,1,1,5,1,1,2,4,4,2,3,2,5,5,5,4,5,4.0,1,3,4,3,3,2,100000.0,1,2,1,1,1,0,1951.0,1978.0,7.0,1.0,5.0,2,2,2,3,3,5,3,5,-8,-8,3,35,50,50,60,60.0,70,60,40,-2,5,4
4,-2.0,1,1,110,3,3,3,1,2,2,1,4,1,1,2,3,4,4,4,3,2,5,3,3,2,3.0,3,2,3,2,4,1,100000.0,2,2,1,2,1,0,1948.0,1985.0,1.0,1.0,1.0,3,2,4,3,4,4,3,3,2,-8,3,60,50,60,60,60.0,30,50,60,60,3,2
1,-2.0,1,0,107,3,3,3,1,1,1,1,5,1,1,1,3,5,5,5,4,1,5,5,3,1,6.0,1,3,5,4,6,3,13000.0,3,2,1,2,1,0,1957.0,1981.0,6.0,1.0,1.0,3,1,4,5,4,4,2,-8,-8,-8,5,100,100,90,90,90.0,100,100,80,90,2,3
4,2004.0,1,0,106,3,4,4,1,1,2,1,5,3,1,2,3,5,5,2,1,5,3,4,2,2,6.0,1,3,9,3,9,2,30000.0,2,3,1,2,1,0,1988.0,0.0,3.0,1.0,1.0,2,1,3,2,4,4,4,4,4,4,2,90,80,90,70,91.0,98,98,75,95,1,4
3,1968.0,1,0,140,5,5,5,4,1,1,1,5,1,1,1,5,5,3,4,1,5,5,5,5,1,1.0,1,4,4,3,5,1,48000.0,2,3,1,2,1,0,1956.0,1980.0,4.0,1.0,4.0,2,2,4,5,4,5,4,4,5,-8,5,80,90,80,80,80.0,70,70,80,90,4,5
4,1954.0,1,0,110,3,3,4,2,3,3,3,4,1,1,1,3,4,3,3,3,2,5,3,3,2,3.0,6,3,5,5,5,4,58750.0,2,3,1,2,1,0,1935.0,-2.0,11.0,1.0,2.0,2,2,3,4,3,4,3,4,3,4,4,65,70,65,70,70.0,75,70,75,70,4,4
4,2000.0,1,0,170,5,5,4,1,2,2,1,5,5,1,1,4,4,3,3,2,5,1,3,4,2,4.0,2,2,5,4,6,3,100000.0,4,4,1,2,1,0,1986.0,2008.0,4.0,1.0,1.0,1,1,4,2,4,5,3,4,3,3,4,60,30,50,0,10.0,60,40,20,0,3,4
3,-2.0,1,0,98,1,1,1,1,1,1,1,3,1,1,1,4,5,4,-8,5,1,5,2,1,1,7.0,2,1,1,1,1,1,8000.0,4,1,1,2,1,0,1962.0,1988.0,4.0,1.0,1.0,3,3,4,5,4,5,1,4,4,5,5,80,70,40,70,40.0,60,40,60,50,2,1
4,1970.0,1,0,160,3,4,5,5,4,2,3,3,1,1,2,4,1,4,4,4,1,5,3,4,4,5.0,1,4,5,5,-8,4,60000.0,3,3,1,2,1,0,1953.0,1978.0,4.0,1.0,5.0,2,2,4,3,3,5,4,3,4,3,4,95,60,80,70,80.0,90,70,80,80,6,4
1,-2.0,1,0,124,1,2,2,1,1,1,1,2,1,1,3,4,5,4,5,5,4,5,2,4,1,7.0,2,1,1,1,1,1,10000.0,3,1,1,2,1,0,1967.0,1993.0,4.0,1.0,1.0,3,2,4,2,2,4,2,3,2,2,5,90,80,0,80,80.0,80,30,70,70,2,2
3,1963.0,1,0,120,3,2,5,5,5,5,1,5,1,1,1,1,1,4,4,4,1,5,5,5,1,5.0,1,3,5,5,5,7,66000.0,2,2,1,2,1,0,1938.0,1968.0,3.0,1.0,5.0,3,2,5,5,5,5,2,-8,5,-8,5,100,90,90,100,90.0,90,90,90,90,4,5
3,-2.0,1,0,70,2,2,4,1,4,4,4,4,2,2,3,4,4,3,3,5,2,5,2,1,1,2.0,2,3,5,3,8,6,20000.0,3,2,1,2,1,0,1949.0,1977.0,3.0,4.0,2.0,2,2,3,5,4,2,4,4,3,4,4,60,90,85,70,90.0,50,60,88,70,2,4
4,1987.0,1,0,119,1,3,4,2,2,2,1,5,5,1,1,3,3,3,3,2,1,1,3,-8,-8,2.0,1,2,6,3,9,3,-2.0,4,2,1,2,1,0,1991.0,1991.0,4.0,1.0,2.0,2,2,3,3,3,4,1,1,4,4,5,90,92,80,95,85.0,80,98,90,98,3,4
3,-2.0,1,0,90,4,4,4,1,1,1,1,5,1,1,1,3,5,4,5,5,5,5,4,3,1,7.0,2,3,1,1,3,1,6000.0,4,2,1,2,1,0,1966.0,1998.0,3.0,1.0,1.0,2,2,3,3,3,3,3,3,3,3,5,60,60,60,60,70.0,70,60,60,60,2,4
4,-2.0,1,0,130,2,5,5,1,1,2,3,5,1,1,1,2,2,4,4,5,5,5,2,5,1,6.0,2,3,1,1,2,8,10000.0,1,1,1,2,1,0,1974.0,-2.0,1.0,1.0,1.0,3,1,4,4,5,5,5,5,3,5,1,70,80,60,70,80.0,70,70,80,80,2,3
3,-2.0,1,0,112,4,4,4,1,2,2,2,4,1,1,1,5,5,5,2,5,5,5,4,3,1,2.0,1,4,4,3,6,3,10000.0,3,2,-1,2,1,0,1973.0,1998.0,3.0,1.0,1.0,3,2,3,4,4,4,4,4,4,4,4,70,70,50,70,70.0,70,70,70,70,2,4
3,-2.0,1,0,135,4,4,4,1,1,1,1,4,1,1,5,5,5,4,4,5,4,5,2,2,1,3.0,1,3,2,2,2,1,20000.0,2,3,1,2,1,0,1965.0,1994.0,3.0,1.0,1.0,2,1,4,3,3,4,2,2,2,2,3,40,40,50,50,50.0,40,40,60,60,2,5
3,1980.0,1,0,128,2,1,2,4,1,1,1,3,1,1,2,4,5,4,5,5,4,5,2,3,2,5.0,1,4,1,2,1,5,300000.0,1,2,1,1,1,0,1965.0,-2.0,3.0,1.0,2.0,3,2,4,3,3,4,3,3,3,3,3,50,50,50,50,50.0,50,50,50,50,3,4
4,-2.0,1,1,120,3,4,4,1,1,1,1,5,2,3,2,5,5,4,4,5,5,3,2,2,1,4.0,1,4,2,2,2,2,-3.0,4,1,1,2,1,0,1980.0,2003.0,4.0,1.0,1.0,3,2,4,4,4,4,3,4,3,2,4,-2,80,-2,-2,-2.0,-2,-2,-2,80,1,4
1,-2.0,1,0,110,4,3,4,1,1,1,1,4,1,1,1,5,5,4,4,5,5,5,2,3,1,7.0,1,4,2,2,-8,2,2000.0,1,2,-2,2,1,0,1951.0,1969.0,1.0,1.0,1.0,3,3,4,4,4,4,3,3,4,4,4,50,80,70,80,80.0,90,87,70,60,2,3
4,2006.0,1,0,96,5,4,4,1,2,2,2,5,5,5,1,1,4,4,4,1,1,1,5,3,2,6.0,1,4,5,2,7,2,50000.0,4,3,1,2,1,0,1984.0,2010.0,4.0,1.0,1.0,2,1,4,4,3,3,3,3,3,3,4,80,60,70,70,70.0,80,70,80,80,1,4
3,1970.0,1,0,110,4,5,4,1,1,1,5,5,1,1,1,4,5,4,-8,5,-8,5,1,5,1,8.0,1,4,1,10,3,1,5000.0,2,2,1,2,1,0,1953.0,1977.0,3.0,1.0,1.0,2,1,5,-8,-8,-8,-8,-8,-8,-8,3,90,90,-2,-2,-2.0,80,-2,-2,70,2,4
4,-2.0,1,0,120,3,5,5,1,1,1,1,5,1,1,1,5,5,4,4,5,3,5,3,2,1,2.0,1,2,5,4,6,2,20000.0,7,3,1,2,1,0,1968.0,1989.0,1.0,1.0,1.0,3,1,3,4,3,4,3,3,3,2,5,70,80,70,80,70.0,70,80,70,80,2,3
13,1991.0,1,0,130,5,5,5,2,2,2,1,5,5,1,1,3,3,4,4,5,5,1,1,3,1,8.0,1,4,6,5,7,4,130000.0,4,3,2,2,1,0,1968.0,1997.0,12.0,4.0,2.0,2,2,4,2,-8,4,2,4,-8,-8,2,80,70,80,80,80.0,80,80,80,80,5,4
9,2000.0,4,0,130,4,4,4,2,4,4,4,4,4,4,1,3,1,4,4,1,1,1,4,4,2,4.0,3,4,5,5,5,6,200000.0,3,3,1,1,1,0,1966.0,1991.0,13.0,4.0,2.0,3,2,3,3,3,4,3,4,3,4,3,60,60,60,60,60.0,60,60,60,60,4,4
3,-2.0,1,0,140,4,5,4,1,1,1,1,4,1,1,1,4,5,4,4,5,5,5,3,4,1,5.0,1,1,4,2,5,1,2600.0,4,2,1,2,1,0,1955.0,1976.0,1.0,1.0,1.0,3,1,4,2,1,5,1,5,-8,-8,5,60,60,-2,80,80.0,80,90,80,80,2,3
3,-2.0,1,0,100,4,4,4,1,1,1,1,3,1,1,2,5,5,3,5,5,5,5,2,2,1,6.0,1,4,3,2,3,1,6000.0,4,2,3,2,1,0,1952.0,-2.0,1.0,1.0,1.0,3,1,4,5,5,5,2,3,-8,-8,5,-2,-2,-2,-2,-2.0,-2,-2,-2,-3,0,4
3,-2.0,1,0,115,4,4,4,1,1,1,1,3,1,1,2,3,5,4,1,5,1,5,4,4,2,3.0,3,3,5,4,-8,5,18000.0,4,2,1,2,1,0,1966.0,1988.0,3.0,1.0,1.0,2,3,4,4,4,4,3,-8,-8,-8,5,50,30,50,60,0.0,70,50,50,80,1,4
6,1971.0,1,0,102,3,4,4,5,4,1,1,5,1,3,1,3,1,5,5,2,1,5,1,4,2,8.0,-8,4,5,5,5,5,36000.0,1,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,-8,-8,3,3,3,3,3,3,3,3,3,70,70,70,70,70.0,80,60,50,50,4,4
10,-2.0,1,0,180,4,4,4,5,2,2,1,4,2,1,1,4,5,4,4,5,5,4,2,3,2,6.0,-8,3,5,4,5,4,100000.0,3,3,2,2,1,0,1970.0,1996.0,7.0,1.0,5.0,3,2,4,4,3,4,3,4,-8,-8,3,80,75,80,80,70.0,80,80,80,90,5,3
6,1992.0,1,0,90,5,4,5,1,3,3,3,4,4,2,1,3,2,4,4,4,5,2,2,3,3,3.0,2,4,5,4,5,3,62400.0,4,4,2,1,1,0,1975.0,1996.0,4.0,1.0,1.0,2,1,5,5,5,5,4,4,-8,-8,5,89,88,90,90,89.0,89,91,80,80,3,4
4,-2.0,1,0,120,2,5,2,2,1,1,4,3,1,1,1,5,1,5,4,2,5,5,1,5,1,8.0,1,1,1,1,1,1,10000.0,2,1,0,2,1,0,1968.0,1986.0,4.0,1.0,2.0,3,2,1,2,1,4,2,3,4,-8,5,10,70,0,0,0.0,60,80,0,0,2,1
4,2005.0,1,1,110,4,5,5,2,2,2,1,4,4,1,1,3,3,3,3,5,3,1,3,3,3,3.0,2,4,5,3,5,3,24000.0,4,2,1,2,1,0,1991.0,2013.0,4.0,1.0,1.0,3,3,4,4,4,4,4,4,4,4,4,80,80,80,80,80.0,80,80,80,80,6,4
6,1979.0,1,0,100,3,2,3,1,3,1,1,3,1,1,2,5,2,4,4,5,2,5,2,4,2,4.0,1,4,4,2,-8,2,-3.0,5,3,2,2,1,0,1960.0,-2.0,-8.0,1.0,1.0,3,2,4,4,4,4,3,-8,-8,-8,5,60,60,-2,80,60.0,60,60,70,70,0,4
3,-2.0,1,1,103,2,5,2,2,1,1,4,5,1,1,1,5,5,5,5,5,5,5,1,5,1,8.0,1,5,5,5,4,4,14000.0,1,3,0,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,-8,4,3,-8,3,-8,2,80,80,80,90,80.0,80,90,80,80,3,5
6,1994.0,1,0,150,4,5,4,4,3,2,1,4,5,4,1,3,3,4,4,5,4,1,2,4,2,5.0,1,1,3,2,3,2,8000.0,3,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,3,3,3,4,3,3,3,3,3,40,50,50,55,20.0,25,30,40,45,1,2
3,-2.0,1,0,110,2,4,4,1,1,1,1,5,1,1,1,5,5,5,4,5,5,5,4,2,1,1.0,1,4,5,4,5,2,1000.0,1,3,1,2,1,0,1960.0,1984.0,3.0,1.0,1.0,2,2,4,4,4,4,2,3,3,2,5,30,70,80,80,70.0,60,60,20,20,2,4
3,-2.0,1,0,120,4,4,5,5,4,2,3,4,3,1,1,4,1,3,3,5,1,1,3,4,2,3.0,2,4,5,7,4,1,70000.0,3,3,1,2,1,0,1949.0,1976.0,9.0,1.0,5.0,2,2,3,4,2,4,3,4,4,-8,4,90,90,80,80,90.0,80,70,80,80,5,4
7,2009.0,1,1,120,4,4,3,1,1,1,1,2,4,1,4,3,5,4,4,2,4,1,2,3,2,5.0,1,4,3,3,3,2,50000.0,3,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,3,3,2,5,1,3,2,2,2,80,70,70,70,70.0,70,80,90,90,3,3
3,-2.0,1,0,105,2,2,3,2,1,1,1,4,3,2,1,3,5,5,5,1,5,2,3,3,1,7.0,2,4,3,3,3,2,20000.0,3,2,1,2,1,0,1967.0,1985.0,8.0,1.0,2.0,3,3,4,3,3,2,2,-8,3,-8,3,80,80,50,80,-2.0,-2,-2,80,80,2,2
11,2007.0,4,0,140,3,4,3,5,3,2,4,4,4,4,3,4,4,2,3,4,3,2,3,3,3,5.0,1,3,1,1,5,3,40000.0,1,1,0,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,3,5,4,5,2,4,2,2,3,59,69,59,59,59.0,59,-2,60,60,5,3
4,1962.0,1,0,100,4,4,4,1,2,1,1,4,1,1,1,5,4,4,4,5,5,5,4,2,2,2.0,1,4,3,2,3,2,70000.0,4,3,1,2,1,0,1946.0,1966.0,3.0,1.0,1.0,2,1,4,5,5,5,4,4,-8,-8,5,70,70,60,70,60.0,60,50,70,60,3,4
6,1998.0,1,0,100,5,5,3,5,2,3,1,3,4,4,1,4,4,3,3,2,5,1,5,4,3,2.0,1,1,6,1,8,5,70000.0,4,3,1,1,1,0,1977.0,2002.0,4.0,1.0,1.0,2,3,4,4,4,4,4,4,4,4,5,60,40,50,50,50.0,50,50,40,40,1,5
