survey_type,province,city,county,gender,birth,nationality,religion,religion_freq,edu,edu_status,edu_yr,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,weekday,year,quarter,hour,month,hour_cut,birth_s,income_cut,happiness
2,21,64,101,1,1957,1,1,1,3,2.0,-2.0,10000,1,102.0,0,1,1,0,0,0,0,0,0,164,115,3,3,4,1,1.0,1,1,3,4,1,1,2,5,3,5,5,4,3,5,5,5,4,5,4,4,1,1.0,2.0,1,4,5,4,5,3,4,0.0,0.0,0.0,0.0,1,1,2,2,30000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1981.0,1964.0,1981.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,-2,2,1,2,-2,1,1,16,2,2,4,2,20000.0,5,5,5,4,5,4,3,3,4,3,3,3,3,4,85,80,80,80,80.0,85,85,80,80,0,2015,3,10,7,2,3,2,4
2,2,5,12,1,1978,1,1,1,5,4.0,-2.0,100000,1,100.0,0,1,0,0,0,0,0,0,0,170,120,4,4,4,1,1.0,2,2,2,4,2,2,1,5,3,4,5,3,3,3,3,5,5,5,3,2,2,2.0,5.0,1,4,7,5,7,4,1,1.0,6.0,1.0,1.0,1,1,2,2,130000.0,5,4,2,1,0,1,0,0,0,0,0,0,0,1,1,2.0,3,2000.0,1977.0,2000.0,4.0,1.0,1.0,30000.0,1.0,3.0,1.0,-2,1,1,2,1939,1,1,2,1,1,4,2,-2.0,4,4,4,3,4,4,3,4,3,-8,-8,4,1,4,80,80,80,80,85.0,75,70,90,85,5,2015,3,11,8,2,5,5,4
2,21,64,100,1,1956,1,1,1,4,4.0,1971.0,20000,1,150.0,0,0,0,1,0,0,0,0,0,175,140,5,4,4,1,1.0,2,1,1,4,1,1,1,5,5,4,5,4,4,5,2,5,5,5,3,3,1,3.0,5.0,2,3,4,3,4,1,3,0.0,0.0,0.0,0.0,1,1,2,2,50000.0,5,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0.0,3,1979.0,1956.0,1979.0,4.0,1.0,1.0,8000.0,3.0,0.0,0.0,1933,2,1,2,1933,2,1,15,2,2,4,2,50000.0,5,4,5,4,4,-8,3,-8,-8,-8,-8,-8,3,5,80,80,80,80,80.0,80,80,80,80,6,2015,3,7,7,1,3,3,4
2,18,52,86,1,1951,1,1,1,4,2.0,1963.0,500,1,175.0,0,1,0,0,0,0,0,0,0,170,140,5,5,5,1,1.0,1,1,3,5,1,1,1,4,4,5,5,4,4,5,5,5,5,5,4,2,1,2.0,4.0,1,5,5,4,6,3,3,0.0,0.0,0.0,0.0,1,1,2,2,2440.0,2,3,2,2,0,1,0,0,0,0,0,0,0,1,3,0.0,4,1975.0,1951.0,1975.0,3.0,1.0,1.0,1220.0,3.0,0.0,0.0,-2,1,1,2,-2,1,1,2,3,1,4,2,20000.0,4,4,4,4,5,-8,3,-8,3,2,2,2,2,5,80,90,90,90,90.0,90,90,80,60,6,2015,3,10,7,2,3,1,5
1,21,61,97,2,1955,1,1,1,4,4.0,1970.0,27600,1,109.0,0,1,1,0,0,0,0,0,0,156,98,2,4,5,2,1.0,2,2,1,5,1,1,1,5,3,4,5,4,4,5,1,5,5,5,3,4,2,2.0,2.0,1,3,6,5,6,4,5,0.0,0.0,0.0,0.0,1,2,2,2,42600.0,2,4,1,2,0,1,0,0,0,0,0,0,0,0,1,0.0,3,1983.0,1955.0,1983.0,4.0,1.0,2.0,15000.0,1.0,3.0,1.0,-2,1,1,-8,-2,1,1,2,2,1,4,1,-3.0,4,3,-8,-8,5,4,3,4,4,-8,-8,-8,3,4,70,75,80,75,80.0,75,75,70,80,6,2015,3,17,7,4,3,4,4
2,23,69,109,1,1962,1,1,3,6,4.0,1986.0,20000,1,120.0,0,1,1,1,0,0,0,0,0,174,110,5,4,3,1,1.0,1,1,1,5,1,1,1,3,3,5,5,4,4,1,1,5,1,5,3,5,4,1.0,7.0,1,4,5,1,8,1,1,5.0,12.0,1.0,4.0,1,1,2,2,20000.0,2,3,1,1,0,1,0,0,0,0,0,0,0,2,0,0.0,3,1984.0,1963.0,1984.0,3.0,1.0,1.0,10000.0,1.0,2.0,1.0,1936,1,4,1,1936,1,1,2,3,3,1,3,100000.0,5,2,4,4,5,4,5,5,5,4,1,5,4,5,80,90,70,50,50.0,90,60,80,60,3,2015,3,13,9,3,4,3,5
1,1,1,2,2,1958,1,1,1,4,4.0,1976.0,38400,1,37.0,0,1,1,0,0,0,0,0,0,158,98,4,5,5,2,1.0,1,1,4,5,4,1,1,5,2,5,5,4,3,1,1,5,1,1,3,5,4,2.0,3.0,1,3,4,4,6,3,5,0.0,0.0,0.0,0.0,1,1,2,2,110400.0,3,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1984.0,1957.0,1984.0,6.0,1.0,2.0,0.0,5.0,0.0,0.0,1927,3,4,1,1937,1,1,1,2,3,3,4,60000.0,5,5,-8,-8,5,5,2,5,1,1,1,5,1,1,50,50,20,40,0.0,20,0,50,50,6,2015,3,14,8,4,3,4,4
1,10,26,48,2,1945,1,0,4,1,5.0,-2.0,20000,1,70.0,0,1,0,0,0,0,0,0,0,170,150,4,3,4,1,1.0,2,2,4,4,1,1,2,4,4,4,4,4,4,4,3,3,3,4,3,4,1,2.0,4.0,2,4,4,3,6,2,4,0.0,0.0,0.0,0.0,1,1,2,2,30000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,-2.0,1943.0,-2.0,3.0,1.0,1.0,10000.0,3.0,0.0,0.0,-2,2,1,2,1920,3,1,1,2,2,3,2,100000.0,4,4,3,4,4,3,4,4,3,3,3,4,4,3,90,80,78,79,90.0,88,90,78,90,4,2015,3,19,7,5,2,3,4
1,27,78,118,1,1977,1,1,1,10,4.0,1999.0,60000,1,131.0,0,1,0,0,0,0,0,0,0,174,144,5,4,4,5,1.0,4,2,1,2,5,1,3,3,4,1,4,3,2,5,1,4,5,1,4,3,2,7.0,2.0,5,2,3,5,5,5,1,2.0,16.0,1.0,1.0,1,1,1,1,100000.0,5,3,1,1,0,0,1,1,0,0,0,0,0,1,0,1.0,3,2002.0,1980.0,2002.0,11.0,1.0,5.0,40000.0,1.0,3.0,1.0,1945,4,4,1,1945,6,1,1,2,1,4,3,100000.0,4,4,-8,-8,4,4,3,3,3,4,-8,-8,2,3,30,40,60,60,50.0,60,60,60,40,1,2015,3,19,8,5,5,5,4
2,28,81,121,2,1967,1,0,4,2,5.0,-2.0,20000,1,90.0,0,0,1,0,0,0,0,0,0,160,140,3,3,3,1,1.0,2,2,3,5,1,1,1,4,2,4,4,3,2,4,4,2,4,5,5,4,2,2.0,3.0,1,2,2,2,5,1,5,0.0,0.0,0.0,0.0,1,1,2,2,30000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1986.0,1964.0,1986.0,4.0,1.0,1.0,10000.0,1.0,5.0,1.0,-2,1,1,5,-2,1,1,2,3,2,3,2,100000.0,4,4,4,4,3,2,3,-8,3,5,5,3,1,3,90,80,90,70,70.0,70,60,70,70,3,2015,3,14,7,4,4,3,3
2,13,36,66,1,1955,6,1,1,4,4.0,1972.0,7500,1,250.0,0,1,0,0,0,0,0,0,0,167,160,3,4,5,1,1.0,1,1,1,5,-8,5,1,5,2,2,5,4,4,2,5,5,4,-8,4,4,1,2.0,2.0,5,5,5,5,6,3,3,0.0,0.0,0.0,0.0,1,1,2,2,15000.0,6,3,1,2,0,1,0,0,0,0,0,0,0,2,2,0.0,3,1976.0,1956.0,1976.0,3.0,1.0,1.0,2000.0,3.0,0.0,0.0,1922,3,1,2,1927,1,1,2,3,1,2,2,8000.0,5,5,5,5,5,4,4,4,4,-8,-8,-8,2,4,70,70,70,70,80.0,80,60,70,70,0,2015,3,12,9,3,3,2,4
2,27,77,117,1,1982,1,1,1,4,4.0,1998.0,20000,1,220.0,0,0,0,0,1,0,0,0,0,175,160,5,5,5,1,1.0,2,3,1,4,3,1,1,5,4,3,5,4,4,5,5,5,4,4,4,4,2,3.0,2.0,2,4,3,1,4,2,3,0.0,0.0,0.0,0.0,1,1,2,2,35000.0,7,3,1,2,0,1,0,0,0,0,0,0,0,0,3,3.0,3,2000.0,1979.0,2000.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,1954,3,1,2,1956,3,1,2,2,1,4,2,25000.0,4,3,3,3,4,4,3,4,4,3,1,1,1,5,80,65,80,70,60.0,60,80,80,70,5,2015,3,13,7,3,6,3,4
2,6,15,31,1,1986,1,1,1,7,4.0,2000.0,80000,1,200.0,0,0,0,0,0,0,0,0,1,175,160,4,3,3,1,1.0,2,2,2,4,4,1,2,3,3,3,4,4,3,2,5,5,5,1,3,3,3,4.0,3.0,2,3,4,4,5,4,1,2.0,5.0,1.0,4.0,1,2,2,2,100000.0,3,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1.0,3,2010.0,1987.0,2010.0,13.0,1.0,1.0,20000.0,1.0,6.0,1.0,1955,3,1,2,-2,-8,1,2,2,2,3,2,100000.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,80,80,88,80,80.0,80,80,80,80,6,2015,3,10,8,2,6,5,3
1,22,67,107,1,1989,1,1,1,10,4.0,2014.0,20000,4,120.0,0,0,0,0,1,0,0,0,0,176,120,4,5,5,2,1.0,1,1,3,4,5,4,1,4,4,4,4,4,4,4,4,5,5,1,1,2,4,8.0,8.0,2,3,5,5,5,5,1,3.0,1.0,1.0,3.0,1,1,2,2,40000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,3,2014.0,1990.0,2014.0,10.0,1.0,2.0,10000.0,1.0,3.0,1.0,1965,10,1,11,1967,3,1,2,2,1,4,2,50000.0,3,2,-8,-8,4,3,2,4,1,3,-8,3,1,1,90,85,90,80,80.0,80,70,80,90,3,2015,3,9,7,2,6,3,4
2,9,23,45,2,1968,1,1,1,1,5.0,-2.0,20000,1,90.0,0,0,1,0,0,0,0,0,0,153,102,2,3,4,1,1.0,1,1,1,4,1,1,1,5,3,2,4,3,3,2,3,5,4,5,2,4,1,5.0,5.0,6,4,10,5,10,2,1,3.0,10.0,2.0,3.0,1,1,2,2,70000.0,1,4,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1991.0,1966.0,1991.0,4.0,1.0,1.0,50000.0,1.0,5.0,2.0,1940,1,1,2,1943,1,1,2,2,2,5,2,3000.0,4,4,4,4,4,4,1,-8,3,-8,-8,-8,1,5,70,80,60,70,65.0,80,75,70,85,5,2015,3,12,7,3,4,3,5
1,12,32,55,2,1942,1,-8,1,12,4.0,1968.0,21600,1,55.0,0,0,0,0,0,0,0,0,1,150,130,-8,4,5,5,3.0,1,1,2,5,1,3,1,5,1,4,5,4,5,1,1,5,5,5,1,5,2,8.0,8.0,1,3,1,1,1,1,5,0.0,0.0,0.0,0.0,1,1,2,2,63600.0,3,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,7,1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,2,1,2,-2,1,1,2,3,1,2,-8,360000.0,3,3,4,3,5,3,3,-8,4,-8,-8,-8,1,-8,60,60,-2,60,-2.0,60,60,60,60,2,2015,3,20,9,5,2,3,3
2,10,24,46,1,1960,4,0,6,6,4.0,1976.0,5000,1,50.0,0,1,0,0,0,0,0,0,0,175,140,5,4,4,1,1.0,1,1,2,5,1,1,1,5,3,5,5,4,4,4,4,5,5,5,2,4,1,3.0,3.0,2,4,5,3,6,3,2,0.0,0.0,0.0,0.0,1,1,2,2,60000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,2,0,0.0,3,1982.0,1957.0,1982.0,1.0,1.0,1.0,1000.0,3.0,0.0,0.0,1956,1,1,2,1956,1,1,2,2,2,3,2,10000.0,5,4,5,5,5,5,5,4,4,4,5,5,3,5,95,95,95,95,95.0,95,95,95,95,0,2015,3,9,7,2,3,2,4
2,6,13,29,1,1963,1,1,1,3,4.0,1976.0,30000,1,175.0,0,1,0,0,0,0,0,0,0,170,140,4,4,4,1,1.0,1,1,2,4,2,2,1,5,3,5,5,4,4,5,5,5,5,5,4,3,2,2.0,2.0,1,4,3,2,4,2,3,0.0,0.0,0.0,0.0,1,2,2,2,60000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1984.0,1964.0,1984.0,3.0,1.0,1.0,30000.0,3.0,0.0,0.0,1940,1,1,2,1940,1,1,2,2,1,4,2,70000.0,4,4,4,3,5,-8,3,3,3,-8,-8,-8,2,4,80,80,80,80,80.0,80,80,80,80,3,2015,3,12,8,3,4,4,4
1,5,8,23,2,1933,1,1,1,3,2.0,-2.0,1000,1,47.0,0,1,0,0,0,0,0,0,0,158,114,4,4,4,2,2.0,1,1,1,3,1,1,1,5,5,5,5,4,5,5,5,5,5,5,2,3,1,6.0,6.0,2,3,4,3,4,6,5,0.0,0.0,0.0,0.0,1,1,2,2,13000.0,1,2,1,2,0,1,0,0,0,0,0,0,0,1,2,0.0,7,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,1,1,2,-3,1,1,2,2,3,3,2,20000.0,5,4,4,4,5,4,4,3,3,3,3,4,1,4,20,30,30,20,40.0,30,20,20,30,5,2015,3,12,8,3,1,1,4
2,29,84,127,2,1968,1,1,1,3,4.0,-2.0,20000,1,40.0,0,1,0,0,0,0,0,0,0,150,90,5,4,5,1,1.0,1,1,1,4,1,1,1,4,4,5,5,4,4,4,5,5,5,5,4,2,2,1.0,1.0,1,4,5,3,6,1,3,0.0,0.0,0.0,0.0,1,1,2,2,20000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,0,2,0.0,3,1991.0,1955.0,1991.0,4.0,2.0,1.0,-1.0,2.0,0.0,0.0,-2,3,1,2,-2,3,1,2,2,1,4,3,40000.0,4,4,4,4,4,4,4,4,4,-8,-8,-8,2,4,90,100,60,80,70.0,80,60,-2,70,4,2015,3,9,7,2,4,3,3
1,21,64,102,2,1964,1,0,4,4,2.0,1977.0,30000,1,110.0,0,0,0,1,0,0,0,0,0,163,184,2,3,3,4,1.0,4,4,1,5,1,1,1,5,3,1,5,4,4,1,2,5,5,5,2,4,4,5.0,5.0,1,4,5,3,6,7,5,0.0,0.0,0.0,0.0,1,2,2,2,30000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,2,0,0.0,7,1984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,1,4,-2,3,1,2,2,2,4,-8,3000.0,4,4,-8,-8,5,4,2,4,3,-8,4,-8,2,2,80,60,60,40,30.0,50,40,30,60,5,2015,3,10,7,2,4,4,4
1,4,7,15,2,1961,1,1,1,6,4.0,1976.0,45000,1,60.0,0,1,0,0,0,0,0,0,0,155,100,1,2,3,5,1.0,1,1,1,5,4,1,1,5,1,5,5,3,4,5,4,5,5,1,2,5,4,7.0,5.0,1,1,3,5,2,5,5,0.0,0.0,0.0,0.0,1,1,2,2,80000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1983.0,1958.0,1983.0,6.0,1.0,5.0,12000.0,1.0,5.0,2.0,-2,1,4,1,-2,1,1,12,3,2,3,3,50000.0,4,3,-8,-8,5,1,2,3,2,-8,-8,-8,2,3,70,60,60,40,50.0,60,70,80,80,2,2015,4,15,10,4,4,5,2
1,4,7,17,1,1945,1,1,1,7,4.0,1980.0,45000,4,90.0,0,1,0,0,0,0,0,0,0,169,135,4,5,5,5,3.0,3,4,5,3,1,1,1,5,1,1,5,4,4,1,1,5,5,5,1,5,5,8.0,8.0,1,2,5,5,6,1,5,0.0,0.0,0.0,0.0,1,1,2,2,60000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,3,0,0.0,3,1969.0,1946.0,1969.0,3.0,1.0,4.0,20000.0,5.0,0.0,0.0,-2,1,1,2,-2,1,1,2,2,1,4,4,6000.0,5,4,5,5,5,5,4,5,4,4,-8,5,4,5,95,90,95,90,90.0,95,90,90,90,5,2015,4,11,10,2,2,5,4
2,18,55,89,2,1974,1,1,1,4,3.0,-1.0,29000,1,216.0,0,1,0,0,0,0,0,0,0,155,110,5,5,4,1,1.0,2,2,1,5,1,1,1,5,5,2,5,3,3,5,3,5,2,5,3,2,5,2.0,2.0,1,4,6,3,-8,3,2,0.0,0.0,0.0,0.0,1,1,2,2,50000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,1,1.0,7,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949,6,-8,17,1950,-8,-8,16,2,1,3,2,60000.0,4,4,4,4,4,4,2,4,2,-8,-8,-8,1,4,60,60,70,70,70.0,60,80,60,80,4,2015,3,10,7,2,5,4,4
1,16,47,79,2,1945,1,1,1,1,5.0,-2.0,1000,1,300.0,0,0,0,1,0,0,0,0,0,160,108,3,3,3,1,1.0,1,1,1,4,1,1,1,5,2,5,5,3,4,5,5,5,5,5,4,4,1,1.0,7.0,4,3,4,2,5,1,4,0.0,0.0,0.0,0.0,1,2,2,2,60000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,2,2,0.0,7,1964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,1,2,-2,1,1,2,3,2,3,-8,3000.0,4,4,4,4,4,-8,3,-8,3,2,2,2,1,4,60,60,60,60,60.0,60,60,60,60,4,2015,3,18,7,5,2,1,4
2,18,54,88,2,1976,1,1,1,4,4.0,1991.0,45000,1,200.0,0,0,0,0,1,0,0,0,0,156,105,5,5,5,1,1.0,1,1,1,3,5,2,2,5,2,5,3,3,4,1,2,5,5,1,4,4,3,1.0,1.0,1,4,6,3,8,3,1,3.0,1.0,1.0,3.0,1,1,2,2,50000.0,5,3,2,2,0,1,0,0,0,0,0,0,0,0,2,2.0,3,2008.0,1978.0,2008.0,4.0,1.0,1.0,45000.0,1.0,1.0,1.0,1941,4,1,3,1942,3,1,2,2,1,4,2,50000.0,4,4,4,4,4,4,3,5,5,5,-8,5,3,5,80,100,60,80,60.0,90,100,60,60,6,2015,3,10,7,2,5,5,5
2,11,30,53,1,1984,1,1,1,12,4.0,2008.0,60000,2,150.0,0,0,0,0,1,0,0,0,0,180,150,5,5,4,2,1.0,2,2,1,5,2,1,1,5,3,4,5,3,5,5,4,5,5,4,3,4,2,2.0,2.0,1,4,5,5,5,5,5,0.0,0.0,0.0,0.0,1,1,2,2,100000.0,2,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1.0,3,2010.0,1985.0,2010.0,12.0,2.0,2.0,100000.0,1.0,3.0,1.0,1958,7,2,1,1961,4,1,15,2,1,4,2,60000.0,5,5,5,5,5,5,4,5,5,3,2,2,1,4,80,90,60,60,70.0,60,80,80,70,4,2015,3,9,7,2,6,5,4
1,16,46,78,1,1993,1,1,1,12,1.0,2011.0,15000,2,60.0,0,0,0,0,0,0,0,0,1,170,130,5,5,4,2,2.0,1,2,1,2,5,1,4,3,3,4,4,4,3,2,1,5,5,1,3,4,5,3.0,3.0,1,4,7,3,9,4,1,3.0,1.0,1.0,3.0,2,2,2,2,15000.0,1,3,-2,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960,4,1,2,1963,4,1,2,2,2,3,2,50000.0,4,4,4,4,4,4,4,4,4,4,-8,-8,5,3,60,80,70,70,70.0,70,65,65,60,0,2015,3,19,7,5,7,3,4
1,1,1,4,1,1978,1,1,1,13,4.0,2004.0,208000,1,57.2,0,1,1,0,0,0,0,0,0,171,136,4,5,5,2,2.0,3,3,3,3,3,3,2,3,3,3,3,4,4,3,3,4,-8,2,3,3,3,5.0,5.0,2,3,5,3,5,2,1,4.0,11.0,1.0,2.0,1,2,2,2,280000.0,3,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0.0,3,2006.0,1978.0,2006.0,13.0,4.0,2.0,72000.0,1.0,4.0,1.0,1945,3,4,16,1946,4,1,12,3,2,3,3,500000.0,4,4,4,4,4,4,4,4,4,4,4,4,2,3,60,60,50,60,60.0,60,50,40,70,2,2015,3,16,9,4,5,5,3
2,18,52,86,1,1997,1,1,1,6,1.0,2013.0,0,1,120.0,0,0,0,0,1,0,0,0,0,175,100,5,3,3,1,1.0,1,1,2,2,3,1,4,5,4,1,5,5,4,4,1,5,5,5,2,3,5,5.0,6.0,1,4,3,2,5,2,6,0.0,0.0,0.0,0.0,2,2,2,2,30000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975,3,1,2,1975,3,1,2,3,2,3,-8,-2.0,5,5,5,-8,5,-8,3,4,2,4,-8,-8,2,5,60,60,60,60,60.0,60,60,60,40,5,2015,3,14,7,4,7,1,4
1,10,24,46,1,1954,1,1,1,3,2.0,-2.0,0,1,100.0,0,0,0,0,0,0,0,0,1,172,170,5,4,4,4,1.0,2,1,1,4,1,1,2,5,5,3,5,4,4,5,5,5,5,5,2,3,2,4.0,5.0,1,4,4,4,7,4,1,3.0,1.0,1.0,3.0,1,1,2,2,2100.0,2,2,1,2,0,1,0,0,0,0,0,0,0,1,2,0.0,3,1975.0,1951.0,1975.0,2.0,1.0,4.0,2100.0,5.0,0.0,0.0,1917,1,1,2,-2,1,1,2,2,3,4,2,35000.0,3,3,4,4,5,4,3,4,3,4,4,4,1,2,80,80,75,80,80.0,78,80,80,80,0,2015,3,9,7,2,3,1,4
2,18,51,84,1,1971,1,1,1,4,4.0,1986.0,45000,1,140.0,0,1,0,0,0,0,0,0,0,170,160,3,1,5,1,1.0,3,5,1,5,2,1,1,3,3,1,2,4,4,1,4,4,5,2,4,4,4,2.0,2.0,1,3,6,5,7,4,5,0.0,0.0,0.0,0.0,1,2,2,2,90000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1990.0,1972.0,1990.0,4.0,1.0,1.0,60000.0,1.0,3.0,1.0,1933,3,1,2,1935,1,1,2,2,1,4,2,100000.0,5,5,4,4,5,2,2,4,2,-8,4,3,1,5,90,80,70,80,90.0,80,70,80,80,1,2015,3,10,7,2,5,5,4
1,22,65,103,2,1948,1,0,4,3,4.0,1974.0,0,1,60.0,0,0,0,0,0,0,0,0,1,160,120,2,2,4,4,2.0,1,1,1,4,1,1,1,5,5,5,5,5,5,5,4,5,5,5,1,1,1,8.0,8.0,1,1,2,1,3,1,4,0.0,0.0,0.0,0.0,1,1,2,2,30000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1967.0,1943.0,1967.0,3.0,1.0,4.0,30000.0,1.0,3.0,1.0,1920,1,1,2,1927,1,1,2,3,2,4,4,3000.0,2,2,3,3,4,3,2,3,3,2,3,3,1,3,80,80,80,80,60.0,80,70,70,80,4,2015,3,20,7,5,2,1,3
2,31,86,129,2,1973,1,1,1,4,4.0,1992.0,-1,1,40.0,0,0,1,0,0,0,0,0,0,155,126,4,5,5,1,1.0,1,1,1,5,1,1,1,-8,4,5,5,4,3,3,2,5,4,5,3,3,1,3.0,3.0,3,3,4,4,6,3,6,0.0,0.0,0.0,0.0,1,1,-1,-1,-3.0,3,3,1,2,0,1,0,0,0,0,0,0,0,1,1,1.0,3,1996.0,1973.0,1996.0,6.0,4.0,1.0,-3.0,3.0,0.0,0.0,1946,1,1,2,1951,1,1,2,2,2,4,-8,-2.0,3,3,4,4,5,-8,1,2,2,-8,-8,-8,1,4,70,80,-2,-2,60.0,60,60,70,70,2,2015,3,9,8,2,5,0,4
1,15,42,73,2,1956,1,1,1,3,2.0,-2.0,0,1,120.0,0,1,0,0,0,0,0,0,0,157,123,4,3,4,1,1.0,2,1,1,4,1,1,2,5,2,5,3,3,3,5,5,5,5,5,3,2,1,2.0,2.0,1,2,6,6,4,7,4,0.0,0.0,0.0,0.0,1,2,2,2,70000.0,5,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1975.0,1957.0,1975.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,1923,1,1,2,1923,1,1,2,2,2,4,-8,10000.0,4,4,5,4,5,3,3,4,4,3,3,3,2,4,40,50,45,45,45.0,55,45,45,45,5,2015,3,10,7,2,3,1,4
1,21,63,99,2,1967,1,0,3,3,4.0,1979.0,10000,1,70.0,0,0,0,0,0,0,0,0,1,169,130,4,3,4,1,3.0,1,1,1,3,1,1,2,5,3,5,4,3,4,5,4,5,3,5,3,3,2,1.0,3.0,4,1,2,2,3,2,3,0.0,0.0,0.0,0.0,1,1,2,2,20000.0,4,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1982.0,1963.0,1982.0,3.0,1.0,1.0,10000.0,3.0,0.0,0.0,-2,2,1,1,1941,1,1,2,3,1,4,3,40000.0,4,3,3,3,4,3,2,2,4,3,3,3,1,4,80,80,80,70,75.0,75,75,80,80,3,2015,3,12,7,3,4,2,4
1,6,17,33,2,1980,1,1,1,10,4.0,2001.0,60000,1,140.0,0,1,1,0,0,0,0,0,0,153,90,5,5,5,5,1.0,1,3,1,4,4,1,1,3,3,5,5,4,3,5,5,5,5,1,1,4,2,8.0,8.0,1,4,6,5,7,4,1,3.0,14.0,1.0,3.0,1,1,2,2,60000.0,4,4,1,2,0,1,0,0,0,0,0,0,0,0,1,1.0,3,2007.0,1976.0,2007.0,12.0,1.0,5.0,-2.0,1.0,3.0,1.0,-2,4,1,1,1952,3,1,1,2,1,4,2,60000.0,4,3,-8,-8,3,4,3,4,3,-8,-8,-8,1,3,90,85,90,90,85.0,90,90,85,90,2,2015,3,15,8,4,5,5,4
1,4,7,15,1,1987,1,1,1,7,4.0,2008.0,60000,1,50.0,0,0,0,0,0,0,0,0,1,170,120,5,5,4,2,3.0,3,3,1,3,5,5,2,4,4,2,4,4,3,1,5,5,5,1,3,3,3,7.0,3.0,2,2,4,3,5,3,1,3.0,5.0,1.0,3.0,1,1,2,2,100000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961,4,1,2,1964,3,1,2,2,1,5,2,100000.0,4,3,4,4,5,4,4,4,3,3,3,3,2,1,70,70,10,60,60.0,50,70,80,80,2,2015,4,16,10,4,6,5,4
