survey_type,province,city,county,gender,nationality,religion,edu,edu_yr,income,political,floor_area,property_0,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_type,insur_1,insur_2,family_income,family_m,family_status,house,car,invest_1,invest_2,invest_3,invest_4,invest_5,invest_8,daughter,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_work_14,m_birth,m_edu,m_work_14,status_peer,status_3_before,view,inc_ability,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,quarter,hour,month,hour_cut,income_cut,happiness
2,6,16,32,2,1,1,1,-2.0,14000,1,280.0,0,0,1,0,0,0,0,0,145,100,4,3,3,5,1.0,1,1,1,4,1,1,1,5,5,5,5,4,5,5,5,5,5,2,3,1,4.0,4.0,1,4,6,6,6,6,0.0,1,1,30000.0,5,3,1,2,1,0,0,0,0,0,1,3,1970.0,1944.0,1970.0,1.0,1.0,4.0,14000.0,4.0,0.0,0.0,-2,1,2,-2,1,2,2,2,4,2,5,5,5,5,5,5,2,5,5,5,-8,2,5,70,70,70,70,70.0,70,70,70,70,3,10,8,2,3,3
2,16,46,77,2,1,1,3,-2.0,70000,1,120.0,0,0,0,0,0,0,0,1,168,155,4,4,4,1,2.0,1,1,1,3,2,1,2,5,4,5,5,4,4,2,5,1,3,3,3,2,4.0,5.0,1,2,5,4,6,4,1.0,1,2,80000.0,3,3,0,2,1,0,0,0,0,0,1,3,2005.0,1984.0,2005.0,4.0,1.0,1.0,10000.0,1.0,3.0,1.0,1958,3,2,1958,1,2,3,2,4,3,4,3,4,3,5,4,2,3,3,3,3,2,3,85,70,60,70,60.0,55,60,70,80,3,20,7,5,5,3
2,22,66,105,1,1,1,4,2000.0,23000,1,350.0,0,0,0,1,0,0,0,0,162,110,3,5,4,1,1.0,1,1,1,2,5,1,1,5,1,5,5,4,3,2,5,5,1,4,4,2,3.0,4.0,2,3,1,1,4,4,1.0,1,-1,108000.0,4,3,2,2,1,0,0,0,0,0,0,3,2014.0,1992.0,2014.0,3.0,1.0,1.0,25000.0,5.0,0.0,0.0,-2,4,5,-2,3,5,3,2,2,3,3,3,2,2,3,3,3,3,2,3,3,2,3,70,80,60,50,60.0,75,80,50,50,3,9,7,2,3,4
2,17,50,83,2,1,1,4,1997.0,0,1,200.0,0,1,0,0,0,0,0,0,160,120,4,5,4,1,1.0,1,1,1,4,1,1,2,5,4,5,5,4,4,1,5,5,5,4,2,1,1.0,1.0,1,4,5,5,6,5,0.0,1,1,20000.0,5,3,1,2,1,0,0,0,0,0,1,3,2005.0,1978.0,2005.0,4.0,1.0,1.0,20000.0,1.0,5.0,2.0,1944,4,3,1947,4,2,2,3,3,-8,4,4,4,4,4,-8,2,4,4,-8,-8,1,4,80,90,50,80,60.0,60,80,80,80,3,16,7,4,1,3
1,22,65,103,2,1,1,4,2002.0,40000,1,120.0,0,1,0,0,0,0,0,0,161,135,3,5,5,1,1.0,1,1,1,5,4,1,1,5,4,5,5,5,2,5,5,5,2,2,4,1,1.0,1.0,1,2,5,4,8,3,1.0,1,2,400000.0,4,4,1,2,1,0,0,0,0,0,2,3,2007.0,1982.0,2007.0,7.0,1.0,1.0,40000.0,1.0,2.0,1.0,1958,3,2,1957,6,2,2,3,3,2,3,3,3,3,5,3,2,4,3,3,3,1,4,50,60,50,30,50.0,40,60,30,40,3,12,7,3,5,3
2,23,68,108,2,1,1,3,1978.0,3000,1,40.0,0,0,0,0,0,0,0,0,158,89,1,2,1,1,1.0,1,1,1,5,1,1,1,5,4,5,4,5,2,1,4,5,5,2,2,1,3.0,7.0,2,2,1,1,4,1,0.0,1,1,12000.0,2,2,1,2,1,0,0,0,0,0,0,7,1981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935,1,2,1941,1,2,3,2,1,3,5,5,3,1,5,-8,5,5,4,1,5,1,2,100,100,100,100,60.0,70,100,100,100,3,7,7,1,2,1
2,9,20,42,1,1,1,11,1998.0,200000,1,300.0,0,0,0,0,0,0,0,0,170,120,5,5,5,1,1.0,2,2,3,4,5,4,1,3,3,4,4,2,2,3,3,5,1,3,3,3,1.0,2.0,2,4,6,5,8,4,1.0,1,1,300000.0,4,4,2,1,0,1,0,0,0,0,0,3,2003.0,1980.0,2003.0,10.0,2.0,2.0,500000.0,1.0,3.0,1.0,1963,1,2,1947,3,2,2,1,4,2,5,4,4,4,4,5,4,4,4,4,-8,-8,5,100,90,100,90,90.0,90,100,100,100,3,13,7,3,5,5
1,18,55,89,2,1,1,10,2000.0,40000,4,180.0,0,1,0,0,0,0,0,0,163,100,5,4,4,2,2.0,3,3,1,4,4,2,1,4,2,3,4,4,4,3,4,5,2,3,2,2,3.0,3.0,2,2,4,3,5,3,1.0,1,1,100000.0,4,4,2,1,1,0,0,0,0,0,0,3,2003.0,1980.0,2003.0,4.0,4.0,4.0,50000.0,1.0,8.0,2.0,1955,10,1,-2,-8,16,2,1,4,2,5,3,-8,-8,5,5,3,4,3,-8,5,-8,5,70,80,80,60,70.0,70,-2,70,80,3,10,7,2,5,4
2,23,68,108,1,1,1,3,1992.0,0,1,110.0,0,0,0,0,0,0,0,0,176,150,3,4,3,1,1.0,1,1,2,4,3,3,1,5,3,5,4,4,4,2,5,5,2,3,1,1,3.0,5.0,1,4,1,5,5,5,0.0,1,1,0.0,5,2,1,2,1,0,0,0,0,0,2,3,2007.0,1987.0,2007.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,1942,3,2,1945,1,2,3,1,2,2,3,3,3,3,3,1,4,5,4,4,3,1,5,0,0,0,0,50.0,60,60,60,60,4,9,10,2,1,4
1,6,14,30,2,1,1,3,-2.0,10000,1,100.0,0,1,0,0,0,0,0,0,164,130,4,3,4,1,1.0,2,1,2,4,1,2,2,4,4,4,5,3,2,4,5,3,4,3,3,2,4.0,4.0,1,4,3,3,2,2,0.0,1,1,80000.0,2,3,1,2,1,0,0,0,0,0,0,3,1987.0,1958.0,1987.0,1.0,1.0,1.0,50000.0,2.0,0.0,0.0,1940,1,2,1942,1,15,3,1,4,2,4,4,3,4,3,3,3,4,4,3,2,2,4,80,79,78,68,68.0,70,80,70,70,3,11,8,2,2,4
1,19,57,93,2,1,0,3,-2.0,28000,1,124.0,0,1,0,0,0,0,0,0,157,150,3,5,5,4,1.0,1,1,2,5,1,1,1,5,3,5,5,4,4,5,1,5,5,2,3,1,4.0,6.0,1,4,7,5,8,2,0.0,1,1,150000.0,5,3,3,1,1,0,0,0,0,0,0,3,1978.0,1953.0,1978.0,10.0,4.0,4.0,60000.0,5.0,0.0,0.0,-2,-8,2,-2,1,2,2,2,4,-8,5,5,5,5,5,5,2,2,2,-8,-8,1,3,60,70,80,60,70.0,80,60,50,70,3,17,7,4,4,5
1,15,39,70,2,1,1,1,-2.0,3000,1,200.0,0,1,0,0,0,0,0,0,158,120,4,3,4,1,1.0,2,2,2,3,1,1,2,5,5,5,5,4,5,5,5,4,5,3,3,1,2.0,3.0,1,4,6,5,7,3,0.0,1,1,4000.0,2,3,1,2,1,0,0,0,0,0,3,3,-2.0,1939.0,-2.0,1.0,1.0,1.0,-1.0,4.0,0.0,0.0,-2,1,2,-2,1,2,2,2,4,-8,4,4,4,3,4,-8,1,-8,4,-8,-8,1,3,80,80,80,80,90.0,90,80,80,80,3,18,7,5,2,4
2,18,51,84,2,1,1,4,-2.0,4000,1,200.0,0,1,0,0,0,0,0,0,158,90,4,4,4,1,1.0,3,3,3,5,1,1,1,5,3,3,5,4,4,5,1,1,5,4,3,3,1.0,1.0,1,4,5,4,8,2,0.0,1,2,20000.0,4,3,1,2,1,0,0,0,0,0,0,3,1995.0,1970.0,1995.0,4.0,1.0,1.0,15000.0,3.0,0.0,0.0,-2,1,2,-2,1,2,2,2,3,3,4,4,4,4,5,5,3,3,3,4,4,3,4,90,95,80,80,60.0,80,80,60,80,3,8,7,2,2,4
1,31,88,133,2,1,1,4,1963.0,20000,1,40.0,0,0,0,0,0,0,0,0,164,140,3,3,5,2,1.0,1,1,1,5,1,1,1,5,3,5,5,4,4,5,5,5,5,2,4,1,5.0,6.0,1,3,5,2,5,2,0.0,1,2,20000.0,1,3,1,2,1,0,0,0,0,0,1,7,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,2,5,-2,2,15,3,1,4,2,4,4,2,2,4,-8,4,4,3,2,2,2,3,70,40,50,-2,50.0,50,80,80,80,3,13,8,3,3,5
2,19,56,90,2,1,1,12,2013.0,-2,2,105.0,0,0,0,1,0,0,0,0,163,120,2,3,3,1,2.0,2,3,1,3,5,2,2,3,3,3,3,4,4,1,2,3,1,2,2,2,6.0,2.0,1,2,5,4,7,3,2.0,2,1,110000.0,3,2,1,2,0,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968,3,1,1968,3,1,2,2,2,3,4,3,2,3,4,2,2,3,3,2,2,1,3,80,70,60,80,70.0,70,80,70,80,3,17,7,4,0,4
1,19,57,91,2,1,1,1,-2.0,50000,1,80.0,0,0,0,0,0,0,0,0,160,95,3,4,4,2,1.0,2,2,4,5,1,1,4,4,4,4,4,4,4,3,4,4,5,3,4,3,4.0,3.0,3,4,5,6,4,5,0.0,2,2,-1.0,1,3,1,2,1,0,0,0,0,0,2,3,1948.0,1948.0,-2.0,3.0,1.0,2.0,-1.0,6.0,0.0,0.0,-2,2,2,-2,-8,-8,2,1,3,2,4,4,4,3,3,4,4,4,3,4,3,4,3,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,3,10,7,2,5,4
1,4,7,20,1,1,1,12,1986.0,84000,4,90.0,0,0,0,0,0,0,0,1,168,136,4,2,5,5,2.0,5,5,2,5,5,1,1,4,3,1,4,4,-8,2,2,5,1,2,5,5,5.0,3.0,2,4,5,5,5,4,0.0,1,2,200000.0,3,-8,0,1,0,1,1,0,0,0,1,3,1995.0,1972.0,1995.0,12.0,4.0,5.0,100000.0,1.0,3.0,1.0,1937,3,1,1940,1,5,2,2,4,2,4,3,4,4,5,5,4,5,4,4,3,3,5,80,80,50,50,80.0,80,80,80,60,4,11,10,2,5,4
1,4,7,16,1,1,1,4,1965.0,48000,1,70.0,0,0,0,0,0,0,0,0,170,140,5,5,5,2,1.0,3,3,5,5,3,3,1,5,2,2,2,2,3,3,1,5,2,2,2,2,3.0,3.0,4,4,6,6,6,6,0.0,1,1,100000.0,2,2,1,2,1,0,0,0,0,0,0,3,1975.0,1952.0,1975.0,4.0,1.0,2.0,50000.0,5.0,0.0,0.0,1926,2,2,1928,1,2,3,2,3,3,4,4,4,4,5,5,3,3,4,4,4,4,4,80,80,70,70,70.0,70,70,80,80,4,20,10,5,5,4
1,1,1,4,2,1,1,7,2013.0,0,2,43.2,0,0,0,1,0,0,0,0,162,130,5,5,5,2,2.0,1,1,1,2,5,5,5,5,4,4,5,5,4,4,5,5,1,3,2,2,4.0,4.0,4,3,3,4,4,4,0.0,2,2,18000.0,2,1,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1967,4,1,-2,4,-8,3,2,3,-8,1,1,1,1,3,3,1,1,1,1,1,1,3,70,80,90,80,70.0,80,80,90,60,3,10,9,2,1,3
1,18,55,89,2,1,1,10,1992.0,36000,1,100.0,0,1,0,0,0,0,0,0,168,140,4,4,5,2,2.0,2,2,1,5,5,1,1,4,2,3,4,4,3,2,3,3,1,4,4,3,7.0,4.0,3,4,6,5,7,2,1.0,1,1,90000.0,3,3,2,2,1,0,0,0,0,0,1,3,1993.0,1970.0,1993.0,13.0,4.0,2.0,-3.0,1.0,3.0,2.0,-2,1,2,-2,1,2,2,1,3,2,5,4,5,4,4,4,4,5,3,3,3,3,4,80,70,60,65,70.0,70,60,80,70,3,15,7,4,4,4
1,29,82,125,2,1,1,10,2013.0,32000,1,126.0,0,1,0,0,0,0,0,0,160,110,5,4,4,4,2.0,1,3,1,5,5,1,1,4,3,3,3,3,3,2,4,5,1,3,4,2,7.0,3.0,2,2,5,3,7,3,0.0,2,2,32000.0,2,2,1,2,1,0,0,0,0,0,0,3,2015.0,1990.0,2015.0,8.0,1.0,5.0,32000.0,1.0,3.0,1.0,1967,3,2,1969,1,2,3,1,3,-8,3,3,3,3,5,-8,3,3,3,3,3,3,2,90,70,60,90,90.0,80,70,80,90,3,8,7,2,4,4
1,27,80,120,2,1,1,3,-2.0,15600,4,60.0,0,0,0,0,0,0,0,0,160,90,3,4,4,2,1.0,2,1,2,4,1,1,1,5,4,4,5,4,4,4,5,4,5,4,2,1,1.0,3.0,1,4,3,4,5,3,0.0,1,1,42000.0,3,3,1,2,1,0,0,0,0,0,1,7,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,2,-2,1,15,2,3,4,2,4,3,4,3,5,3,2,2,2,4,2,1,4,70,60,80,70,50.0,60,60,60,60,3,17,7,4,3,4
1,1,1,4,2,1,1,4,1972.0,30000,4,90.0,0,0,0,0,0,0,0,1,165,160,2,4,4,2,3.0,2,2,2,4,2,2,1,5,3,5,5,5,5,5,5,5,5,2,2,2,4.0,4.0,1,3,6,4,6,4,0.0,2,2,50000.0,3,2,0,2,0,1,0,0,0,0,1,3,1984.0,1955.0,1984.0,4.0,1.0,2.0,20000.0,5.0,0.0,0.0,1931,3,5,1932,2,15,2,2,3,2,3,3,1,1,3,2,1,1,1,1,1,1,3,70,70,70,70,70.0,70,70,70,70,3,15,9,4,4,3
1,27,77,117,2,1,1,9,1990.0,20000,1,58.0,0,0,0,0,0,0,0,0,158,112,3,4,3,2,1.0,2,1,3,4,4,1,2,4,4,4,4,4,4,4,3,4,1,2,3,2,4.0,6.0,1,3,4,4,5,6,1.0,1,1,40000.0,1,2,1,1,1,0,0,0,0,0,1,3,1992.0,1966.0,1992.0,9.0,1.0,2.0,20000.0,1.0,3.0,1.0,1942,4,4,1939,4,4,3,2,4,2,5,4,5,4,5,5,3,5,3,3,4,1,4,80,80,70,80,50.0,50,80,50,80,3,10,7,2,3,4
2,2,4,11,1,1,1,3,-2.0,3000,1,100.0,0,0,0,0,0,0,0,0,172,121,4,4,4,1,1.0,1,1,1,4,3,3,1,5,5,5,5,3,4,3,5,5,4,3,3,1,4.0,4.0,6,4,1,1,2,1,0.0,1,1,6000.0,4,2,1,2,1,0,0,0,0,0,3,3,1997.0,1980.0,1997.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1936,1,2,1938,1,2,3,2,3,3,4,3,3,3,3,3,3,3,2,2,2,2,3,100,50,50,50,70.0,50,80,50,60,3,15,7,4,2,4
1,16,45,76,2,1,-8,3,-2.0,-1,1,60.0,0,0,0,0,0,0,0,1,156,91,3,4,4,1,1.0,1,1,2,3,1,2,2,5,3,5,5,4,4,5,5,4,5,4,3,1,1.0,1.0,2,3,3,3,4,3,0.0,1,1,-2.0,3,2,1,2,1,0,0,0,0,0,0,2,1984.0,1962.0,0.0,4.0,1.0,1.0,-2.0,1.0,5.0,1.0,1938,1,2,1937,1,2,3,2,3,-8,5,4,4,4,5,4,3,5,5,4,3,3,5,80,90,80,80,70.0,80,90,80,70,3,14,7,4,0,2
1,10,27,50,2,1,1,4,-2.0,0,1,500.0,0,0,0,0,0,0,0,1,165,132,5,5,5,1,1.0,1,1,1,5,1,1,5,5,4,5,5,5,4,5,5,5,4,1,3,1,8.0,8.0,1,3,3,1,5,1,0.0,1,2,20000.0,3,2,1,2,1,0,0,0,0,0,2,3,2007.0,1988.0,2007.0,4.0,1.0,1.0,20000.0,1.0,5.0,2.0,1965,3,2,1965,3,2,3,1,4,2,3,2,2,2,4,3,2,3,3,-8,-8,2,3,75,70,80,70,70.0,80,80,80,60,3,15,7,4,1,3
2,8,19,41,2,4,0,10,2013.0,0,2,90.0,0,0,0,1,0,0,0,0,150,120,3,4,3,1,1.0,2,3,3,4,4,1,2,5,3,2,5,5,4,1,5,5,2,2,2,3,7.0,7.0,1,2,3,6,6,5,0.0,2,2,5000.0,4,3,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968,3,2,1968,1,15,2,2,3,2,4,3,3,2,4,4,2,5,5,4,3,1,4,60,50,60,60,60.0,50,40,60,60,3,16,8,4,1,3
1,31,88,133,1,3,1,4,1986.0,30000,1,88.0,0,0,0,0,0,0,0,1,172,180,2,5,5,1,1.0,3,3,4,5,1,1,1,5,5,2,5,3,3,1,5,5,5,2,4,4,1.0,2.0,1,4,3,2,4,5,2.0,1,1,60000.0,3,3,1,1,1,0,0,0,0,0,0,3,1995.0,1971.0,1995.0,6.0,1.0,1.0,30000.0,6.0,0.0,0.0,1941,3,2,1948,3,2,2,1,5,2,5,4,4,4,5,4,3,4,3,2,2,2,5,70,70,80,70,50.0,50,30,40,70,3,18,8,5,4,5
1,1,1,1,1,1,1,6,1955.0,48000,1,44.0,0,0,0,0,0,0,0,0,166,128,3,4,4,2,1.0,3,2,3,5,3,2,1,4,4,2,4,4,4,4,4,4,3,2,2,2,6.0,6.0,2,4,6,6,6,5,0.0,1,1,48000.0,1,3,1,2,1,0,0,0,0,0,0,3,1963.0,1938.0,1963.0,12.0,1.0,2.0,52000.0,5.0,0.0,0.0,1912,3,1,1914,1,12,2,2,4,2,4,3,3,2,4,4,2,4,2,4,4,1,3,60,60,50,60,50.0,60,60,60,60,3,16,9,4,5,4
2,15,40,71,2,1,1,4,1988.0,36000,1,79.0,0,0,0,0,0,0,0,1,160,123,5,4,4,1,3.0,3,2,2,4,3,2,1,5,2,2,5,3,2,2,2,3,5,3,4,1,4.0,3.0,2,4,5,4,6,4,0.0,1,2,100000.0,3,3,2,2,1,0,0,0,0,0,0,3,1995.0,1974.0,1995.0,4.0,1.0,1.0,100000.0,1.0,5.0,1.0,1971,1,2,1972,1,2,2,1,4,3,4,4,3,4,5,4,3,3,4,4,3,2,3,80,90,80,90,70.0,90,78,88,90,3,16,7,4,4,5
2,6,17,33,1,1,1,1,-2.0,0,1,150.0,0,0,0,0,0,0,0,0,168,130,2,3,4,1,1.0,1,1,1,4,1,1,1,5,5,5,5,4,4,5,5,5,5,3,3,1,2.0,3.0,3,4,2,2,2,2,0.0,1,1,10000.0,5,2,1,2,1,0,0,0,0,0,2,3,1968.0,1954.0,1968.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,-2,1,16,-2,1,16,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,5,100,100,100,100,100.0,100,100,100,100,3,12,8,3,1,4
1,21,61,97,1,1,1,4,1988.0,25000,1,79.0,0,0,0,0,0,0,0,0,176,170,3,5,5,2,1.0,1,1,1,4,5,1,1,5,2,5,5,4,4,5,5,5,1,1,2,1,8.0,8.0,1,3,4,1,4,1,1.0,1,1,25000.0,3,1,1,2,1,0,0,0,0,0,1,3,2013.0,1977.0,2013.0,4.0,1.0,2.0,0.0,5.0,0.0,0.0,-2,1,5,-2,1,5,3,2,4,2,3,3,4,4,5,5,2,4,3,-8,-8,1,4,80,80,70,60,60.0,70,50,70,80,3,15,7,4,4,4
1,22,66,105,1,1,1,6,1979.0,30000,1,80.0,0,0,0,0,0,0,0,0,170,140,4,4,5,1,1.0,2,1,1,5,3,3,1,5,4,4,5,4,4,4,4,5,2,3,4,2,1.0,3.0,1,4,1,1,3,1,0.0,1,1,80000.0,3,3,1,2,1,0,0,0,0,0,0,3,1984.0,1966.0,1984.0,3.0,1.0,1.0,0.0,5.0,0.0,0.0,1931,3,1,1936,1,3,2,1,2,2,4,4,3,3,4,-8,3,3,3,-8,-8,1,5,70,80,80,50,70.0,70,50,50,50,3,14,7,4,4,3
2,9,20,42,2,1,1,4,1983.0,10000,1,130.0,0,0,0,0,0,0,0,0,155,115,5,4,4,1,1.0,2,2,2,4,1,1,1,5,3,2,5,5,2,5,5,4,5,3,4,1,1.0,5.0,2,3,5,5,3,2,0.0,1,1,100000.0,3,2,2,2,1,0,0,0,0,0,0,3,1987.0,1966.0,1987.0,4.0,1.0,1.0,30000.0,1.0,1.0,2.0,1923,1,2,1930,2,2,2,2,4,2,5,5,5,5,5,5,3,5,5,5,5,2,5,80,80,60,80,90.0,90,50,60,90,3,14,7,4,2,4
1,24,70,110,1,1,1,3,-2.0,43200,4,60.0,0,1,0,0,0,0,0,0,168,150,3,5,5,4,1.0,2,3,1,4,3,1,1,5,1,2,4,2,1,4,1,5,5,4,4,3,1.0,5.0,2,4,5,3,7,1,0.0,1,1,75600.0,2,3,1,2,1,0,0,0,0,0,1,3,1964.0,1940.0,1964.0,3.0,1.0,4.0,32400.0,5.0,0.0,0.0,1901,1,2,1904,1,2,2,2,2,-8,4,4,-8,-8,5,5,3,4,-8,4,4,2,5,80,80,80,80,80.0,80,80,80,80,3,11,8,2,5,5
2,24,72,112,2,1,1,3,1959.0,-2,1,120.0,0,1,0,0,0,0,0,0,155,86,3,4,4,1,1.0,1,1,1,4,1,1,1,5,5,5,5,3,5,5,5,4,5,3,3,1,2.0,2.0,3,2,6,3,7,5,0.0,1,1,-2.0,7,3,1,2,1,0,0,0,0,0,4,3,1965.0,1945.0,1965.0,1.0,1.0,1.0,-2.0,3.0,0.0,0.0,-2,1,2,-2,1,2,2,2,3,-8,3,3,3,3,4,3,3,3,3,3,3,1,4,80,60,80,80,80.0,80,50,70,70,3,10,8,2,0,4
2,30,85,128,1,1,1,4,1990.0,0,1,240.0,0,0,0,0,0,0,0,0,168,155,3,2,3,1,1.0,4,2,1,5,1,4,1,5,3,2,5,5,2,4,5,3,3,3,3,1,4.0,3.0,1,3,5,7,7,3,0.0,1,1,10000.0,4,2,1,2,1,0,0,0,0,0,1,3,2002.0,1977.0,2002.0,4.0,1.0,1.0,10000.0,1.0,5.0,1.0,1956,3,2,1956,3,2,3,3,3,-8,4,4,4,4,5,4,4,5,4,4,4,3,5,50,60,50,40,40.0,30,50,50,40,4,13,10,3,1,5
1,13,36,66,2,1,1,3,-2.0,-2,1,150.0,0,0,1,0,0,0,0,0,150,105,3,3,4,2,3.0,1,1,1,4,1,1,1,5,5,5,5,5,2,5,5,5,5,4,4,1,1.0,1.0,3,4,4,3,3,3,0.0,1,2,-2.0,4,3,1,2,1,0,0,0,0,0,0,7,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,-8,-2,1,2,1,3,4,3,4,4,3,3,4,-8,-8,-8,3,-8,-8,2,4,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,3,18,9,5,0,4
2,18,51,84,2,1,1,3,1979.0,2000,1,200.0,0,1,0,0,0,0,0,0,160,110,4,4,4,1,1.0,1,1,1,5,1,1,1,4,3,5,5,4,5,3,5,5,5,3,3,1,4.0,7.0,1,2,4,3,5,3,0.0,1,2,30000.0,2,2,1,2,1,0,0,0,0,0,1,3,1987.0,1967.0,1987.0,4.0,1.0,1.0,10000.0,1.0,5.0,1.0,-2,1,2,-2,1,2,3,2,3,2,5,4,5,4,5,-8,4,4,4,3,3,2,4,70,80,80,70,70.0,80,80,80,80,3,11,7,2,2,2
1,5,8,24,2,1,1,3,1982.0,100000,1,100.0,0,0,0,0,0,0,0,1,162,160,2,3,2,1,2.0,1,1,1,5,1,2,1,5,4,5,5,4,4,5,5,4,5,3,3,1,3.0,3.0,1,3,5,6,6,4,1.0,1,2,100000.0,2,2,0,2,1,0,0,0,0,0,0,3,1991.0,1960.0,1991.0,4.0,1.0,2.0,50000.0,1.0,2.0,1.0,1938,2,2,1942,1,2,2,2,3,3,2,2,-8,-8,4,3,3,-8,2,2,2,2,5,85,95,95,95,60.0,60,60,90,80,3,9,8,2,5,4
2,30,85,128,1,1,0,10,1992.0,0,1,500.0,0,0,0,1,0,0,0,0,178,210,1,2,2,2,3.0,1,1,1,5,3,1,1,5,4,5,4,4,4,5,5,5,2,3,3,2,1.0,1.0,6,1,2,3,3,10,0.0,2,2,0.0,3,2,1,2,1,0,0,0,0,0,2,3,1990.0,1968.0,1990.0,3.0,1.0,4.0,0.0,1.0,5.0,2.0,1934,1,2,1935,1,2,3,3,4,4,5,5,5,5,5,2,2,2,2,3,2,1,5,80,85,50,50,60.0,50,45,80,80,4,8,10,2,1,4
1,19,56,90,1,1,1,9,-2.0,100000,1,100.0,0,0,0,0,0,0,0,0,162,128,2,4,2,2,1.0,3,3,1,4,5,1,2,5,4,4,5,3,3,3,2,5,1,2,4,1,5.0,5.0,1,1,6,6,6,5,1.0,1,1,100000.0,3,3,2,1,1,0,0,0,0,0,0,3,1991.0,1965.0,1991.0,9.0,4.0,2.0,50000.0,1.0,3.0,1.0,-2,3,2,-2,1,2,1,1,2,3,3,3,3,3,4,4,4,4,3,-8,-8,1,3,70,59,40,60,70.0,70,70,65,70,3,16,7,4,5,4
1,4,7,22,2,1,1,4,1968.0,20400,1,137.0,0,1,0,0,0,0,0,0,157,150,3,4,3,4,1.0,2,1,3,4,1,1,1,5,3,4,1,2,1,1,1,5,5,5,5,1,1.0,1.0,1,3,5,5,5,4,0.0,1,1,44400.0,2,3,1,2,1,0,0,0,0,0,2,3,1974.0,1951.0,1974.0,3.0,1.0,2.0,24000.0,5.0,0.0,0.0,-2,-8,2,-2,-8,2,2,2,3,2,3,-8,3,3,3,1,3,3,4,3,4,1,3,50,80,80,30,80.0,80,80,50,80,3,10,9,2,3,5
1,4,7,20,1,1,1,12,1965.0,90000,4,60.0,0,0,1,0,0,0,0,0,173,164,3,5,5,5,1.0,1,1,2,4,5,1,2,5,5,5,5,5,4,2,5,5,1,1,5,1,8.0,8.0,1,1,5,5,5,5,2.0,1,1,130000.0,2,2,0,2,1,0,0,0,0,0,1,3,1967.0,1940.0,1967.0,3.0,1.0,5.0,40000.0,5.0,0.0,0.0,-2,1,2,-2,1,2,2,3,3,4,5,4,4,4,4,4,4,4,4,2,4,1,3,65,50,50,50,60.0,80,60,50,85,4,15,10,4,5,5
2,17,48,81,2,1,1,3,1970.0,10000,1,300.0,0,1,0,0,0,0,0,0,162,117,5,5,5,8,1.0,1,1,1,4,1,1,1,4,4,5,5,4,5,2,5,5,5,3,3,3,5.0,5.0,1,5,5,5,4,1,0.0,1,1,30000.0,2,2,2,1,1,0,0,0,0,0,0,3,1980.0,1955.0,1980.0,3.0,1.0,8.0,20000.0,5.0,0.0,0.0,-2,1,2,-2,1,2,2,2,3,2,5,5,5,5,5,5,3,4,5,3,-8,1,4,100,100,100,100,100.0,100,100,100,100,3,19,7,5,2,5
1,12,32,57,2,1,1,13,2015.0,30000,4,80.0,0,1,0,0,0,0,0,0,155,100,4,5,5,4,1.0,4,2,3,2,4,4,4,4,4,2,3,3,3,3,2,4,1,4,3,4,2.0,3.0,4,3,7,5,8,4,1.0,1,1,150000.0,5,3,1,1,1,0,0,0,0,0,1,3,2011.0,1983.0,2011.0,13.0,4.0,5.0,150000.0,1.0,3.0,1.0,1952,3,3,1962,6,2,2,1,3,2,4,5,3,3,5,3,3,5,3,4,4,3,4,70,70,60,70,70.0,80,90,70,70,3,16,9,4,4,4
