edu,edu_yr,political,property_8,weight_jin,health,health_problem,depression,hukou,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_3,leisure_4,leisure_6,leisure_7,leisure_8,leisure_9,leisure_12,socialize,relax,learn,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,family_income,family_m,family_status,house,car,invest_1,invest_2,s_birth,marital_now,s_edu,s_political,s_hukou,status_peer,status_3_before,view,trust_1,trust_2,trust_5,trust_7,trust_8,trust_10,trust_12,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,income_cut,happiness
4,1970.0,1,0,130,3,2,3,1,1,1,1,4,1,1,1,5,5,3,3,5,2,5,3,3,1,3.0,1,3,3,2,-8,2,60000.0,3,2,1,2,1,0,1958.0,1980.0,3.0,1.0,1.0,2,2,4,3,3,4,3,4,3,3,4,60,80,80,80,80.0,70,70,70,80,2,4
7,2006.0,1,1,140,5,5,5,1,3,3,2,4,4,1,1,3,3,4,4,2,2,1,3,4,4,2.0,2,4,5,6,6,5,60000.0,6,3,2,2,1,0,1987.0,2014.0,7.0,1.0,1.0,2,3,4,4,3,5,3,3,3,3,4,70,80,70,70,70.0,70,80,80,80,2,4
6,2009.0,1,0,120,3,4,4,1,1,1,3,4,5,2,2,4,4,4,4,4,5,1,2,3,2,3.0,1,1,2,1,2,1,60000.0,5,2,1,2,1,0,1990.0,2014.0,9.0,1.0,1.0,3,2,2,4,2,5,1,3,1,-8,3,70,60,60,60,50.0,70,50,70,60,1,5
7,2005.0,1,0,120,5,5,5,1,1,1,1,5,5,1,1,4,5,4,3,5,5,1,2,5,1,4.0,3,3,6,6,8,6,50000.0,5,3,1,2,1,0,1986.0,2014.0,6.0,1.0,2.0,3,2,4,4,4,5,2,3,3,-8,3,50,50,50,30,30.0,50,20,60,60,2,4
6,-2.0,1,0,130,4,3,3,1,2,2,1,4,1,1,1,4,4,4,2,5,5,4,4,3,2,3.0,1,4,3,3,4,4,30000.0,2,3,1,2,1,0,1965.0,1985.0,3.0,1.0,1.0,3,3,4,4,4,5,4,3,3,4,5,100,80,80,80,79.0,80,40,40,30,4,3
3,1959.0,1,0,140,2,2,2,1,1,1,1,3,1,1,2,5,5,5,5,5,5,5,3,2,1,6.0,1,4,4,5,5,4,1000.0,2,3,1,2,1,0,1947.0,1964.0,1.0,1.0,1.0,2,2,4,4,4,4,2,4,4,4,5,70,70,80,60,60.0,70,80,60,70,2,4
7,1992.0,1,0,103,2,5,4,2,3,3,1,4,4,2,1,2,3,3,2,3,2,2,3,2,2,2.0,4,3,5,5,5,4,-3.0,3,4,1,1,0,1,1974.0,2000.0,12.0,1.0,2.0,2,2,5,4,3,5,3,3,2,-8,4,70,70,60,60,60.0,60,60,70,70,4,4
3,-2.0,1,0,110,3,2,3,1,1,1,1,4,1,1,2,3,5,4,4,5,5,5,2,2,1,7.0,1,4,5,4,6,3,2000.0,2,2,1,2,1,0,1947.0,1967.0,3.0,1.0,1.0,3,2,3,5,4,5,3,4,3,3,5,88,60,70,66,70.0,65,72,60,67,1,4
1,-2.0,1,0,85,4,3,3,1,1,1,2,2,1,1,3,2,2,3,3,5,1,5,4,4,1,2.0,1,4,3,2,4,3,40000.0,4,3,2,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,5,5,5,5,5,5,5,5,60,70,60,80,75.0,60,60,-2,80,2,4
3,-2.0,1,0,110,2,3,3,1,1,1,1,2,1,1,4,5,5,5,5,5,5,5,1,1,1,8.0,1,2,4,3,6,3,4000.0,2,2,1,2,1,0,1950.0,1971.0,3.0,1.0,1.0,3,2,3,5,5,3,2,4,4,3,5,60,60,67,50,60.0,60,50,50,50,1,3
6,2005.0,1,1,120,4,5,5,1,1,3,1,4,5,1,1,2,2,3,3,1,5,1,3,4,2,2.0,2,4,1,1,2,1,20000.0,3,3,0,2,1,0,1992.0,2011.0,4.0,1.0,1.0,2,1,4,4,4,5,4,4,5,-8,2,90,90,80,100,90.0,100,90,90,100,1,5
6,-3.0,1,0,130,5,4,4,1,2,2,2,4,4,2,1,3,5,4,5,5,4,2,2,3,1,6.0,1,2,4,3,5,2,-3.0,3,3,1,2,1,0,1974.0,1998.0,4.0,1.0,1.0,2,2,3,2,2,4,1,3,-8,-8,3,50,50,50,50,50.0,50,50,50,50,0,2
13,2000.0,1,0,100,4,5,5,5,2,1,1,4,5,1,1,3,5,4,4,4,3,1,2,3,4,6.0,2,2,2,2,4,2,80000.0,2,2,1,2,1,0,1974.0,2011.0,10.0,1.0,5.0,2,2,3,3,2,4,3,4,2,2,3,60,50,60,70,40.0,50,80,80,80,5,2
1,-2.0,1,0,93,2,2,4,1,1,1,1,3,1,1,2,4,5,4,4,5,5,5,2,3,1,6.0,1,3,2,1,3,1,-2.0,3,2,1,2,1,0,1939.0,-2.0,1.0,1.0,1.0,3,1,4,3,3,3,3,3,3,3,2,95,95,95,95,95.0,95,95,95,95,1,4
4,1971.0,1,0,100,3,4,4,1,1,1,1,4,1,1,1,5,5,5,4,5,5,5,2,4,1,6.0,1,4,5,2,7,1,-2.0,5,3,2,2,1,0,1956.0,1979.0,3.0,1.0,1.0,2,1,4,4,5,5,3,4,-8,-8,5,80,80,80,90,70.0,70,70,60,70,3,4
6,1978.0,1,0,155,4,5,5,2,1,1,1,5,1,1,1,3,4,4,4,5,5,5,2,5,1,5.0,1,4,3,2,3,1,0.0,4,2,1,2,1,0,1964.0,1984.0,3.0,1.0,2.0,3,3,4,4,3,5,3,4,3,-8,2,80,60,60,70,60.0,60,60,60,60,1,3
3,-2.0,1,0,100,5,4,4,1,2,1,1,3,3,3,2,4,4,4,4,4,4,4,2,2,1,6.0,1,5,4,4,5,3,50000.0,3,3,1,2,0,1,1973.0,1998.0,3.0,1.0,1.0,2,2,4,4,4,4,4,3,3,-8,2,10,60,80,80,80.0,80,80,80,80,2,5
4,1984.0,1,0,130,4,5,5,2,3,1,1,4,1,1,1,3,5,3,3,5,5,5,4,3,1,1.0,1,4,3,2,3,2,20000.0,1,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,4,4,3,4,2,4,3,3,4,50,70,60,70,80.0,50,40,60,50,3,4
7,1966.0,1,0,148,3,1,5,2,1,1,1,5,1,1,1,1,5,2,3,5,1,5,4,5,1,1.0,2,1,5,5,3,5,90000.0,2,3,1,2,0,0,1955.0,1974.0,4.0,1.0,2.0,2,2,5,1,1,5,4,5,5,-8,1,60,80,70,50,60.0,80,50,50,50,5,5
6,1997.0,1,1,170,5,5,5,1,1,1,4,4,3,1,1,3,5,4,4,3,5,2,3,4,2,3.0,2,3,2,1,7,6,70000.0,4,2,2,2,1,0,1980.0,2003.0,4.0,1.0,1.0,2,2,4,5,5,5,3,3,4,4,5,100,30,20,80,50.0,60,60,80,80,5,5
1,-2.0,1,0,96,5,5,5,1,1,1,1,3,1,1,2,5,5,5,5,5,5,5,4,2,2,7.0,1,4,2,1,3,1,5000.0,3,2,1,2,1,0,1970.0,1995.0,1.0,1.0,1.0,3,2,4,4,4,4,3,3,2,2,5,90,80,90,100,100.0,90,100,100,90,2,4
4,1968.0,4,0,110,3,5,5,2,5,5,5,5,4,3,1,2,1,4,4,3,1,1,4,4,4,5.0,4,4,6,6,6,6,80000.0,2,3,1,1,0,1,1948.0,1977.0,7.0,4.0,2.0,2,2,3,3,3,3,3,3,3,3,5,80,80,80,80,60.0,80,60,80,80,4,5
1,-2.0,1,0,108,4,3,4,1,1,1,1,3,1,1,2,1,5,4,4,5,5,5,3,3,1,5.0,3,4,3,1,5,1,100000.0,1,2,1,2,1,0,1948.0,1969.0,1.0,1.0,1.0,2,1,3,3,3,4,4,4,4,4,4,70,50,50,50,60.0,50,50,50,60,1,4
7,2008.0,1,0,130,4,5,4,1,2,2,1,4,5,2,3,3,3,3,4,2,1,1,3,4,1,3.0,3,4,4,1,5,1,30000.0,1,3,1,2,1,0,1988.0,2012.0,4.0,1.0,2.0,2,1,4,2,2,5,3,3,2,2,4,60,50,60,50,60.0,60,60,50,60,4,4
3,-2.0,1,0,134,2,5,3,1,1,1,1,4,1,1,1,5,5,3,5,5,1,5,1,2,1,8.0,1,4,5,5,6,1,10000.0,2,3,1,2,1,0,1958.0,1979.0,3.0,1.0,1.0,2,1,5,5,5,5,2,4,2,-8,5,90,90,90,90,90.0,90,90,90,90,1,5
6,-2.0,1,0,120,5,5,5,1,1,1,1,3,4,3,2,5,5,3,3,3,5,1,3,2,2,3.0,1,4,6,4,7,5,100000.0,4,4,1,2,1,0,1974.0,1994.0,3.0,1.0,2.0,2,1,4,5,4,5,4,5,4,-8,4,70,80,70,70,70.0,90,70,70,80,5,4
7,1959.0,4,0,120,4,5,4,2,2,2,5,5,1,1,1,4,3,4,3,5,2,5,4,4,3,2.0,2,4,6,5,6,5,50000.0,2,3,1,2,1,0,1943.0,1963.0,2.0,1.0,2.0,2,2,4,3,3,4,3,3,3,3,3,90,90,90,80,80.0,80,80,90,80,5,4
4,2009.0,2,0,84,5,5,5,2,2,3,4,5,5,2,1,2,3,4,4,3,5,1,2,4,2,3.0,1,4,5,5,8,5,50000.0,3,3,1,1,1,0,1989.0,2014.0,6.0,1.0,2.0,2,2,4,4,2,4,4,4,2,4,3,90,90,60,90,60.0,80,90,90,90,1,3
6,-2.0,1,0,100,4,4,4,5,3,3,3,4,4,3,2,2,2,3,3,3,3,1,2,3,3,4.0,1,3,5,5,5,5,100000.0,4,3,2,1,1,0,1973.0,1998.0,6.0,4.0,5.0,2,2,4,3,3,4,4,3,3,-8,3,80,60,80,70,70.0,80,80,80,80,5,4
3,-2.0,1,0,95,4,5,4,1,1,1,2,5,1,1,1,4,5,4,4,3,5,5,3,4,1,5.0,1,4,5,5,5,1,65000.0,5,3,1,2,1,0,1964.0,1986.0,3.0,1.0,1.0,2,2,3,4,4,5,3,3,-8,-8,4,70,70,60,60,60.0,60,60,6,50,3,5
9,-2.0,1,0,140,4,4,4,2,3,3,3,4,2,1,1,4,2,4,4,4,1,2,2,4,2,3.0,1,3,6,5,7,6,80000.0,2,4,1,2,1,0,1954.0,1981.0,4.0,4.0,2.0,1,1,4,4,3,4,3,4,-8,-8,4,70,70,70,80,80.0,80,80,80,80,5,4
7,2006.0,1,0,130,3,3,5,1,1,1,1,1,4,1,5,3,5,4,4,2,5,1,2,3,2,7.0,3,5,3,3,3,2,60000.0,2,3,1,2,1,0,1989.0,2014.0,10.0,1.0,1.0,2,3,3,3,2,4,4,4,-8,-8,2,65,50,60,60,60.0,80,80,90,60,3,4
6,-2.0,1,0,130,4,4,5,1,2,2,2,2,3,1,2,3,3,4,4,3,5,2,2,2,2,3.0,1,4,3,2,6,-8,100000.0,5,3,1,2,1,0,1983.0,2007.0,4.0,1.0,1.0,2,1,4,3,3,4,3,3,3,3,4,90,90,90,80,80.0,80,80,80,80,5,4
3,-2.0,1,0,120,4,4,4,1,1,1,1,4,2,1,1,3,5,3,3,5,5,5,4,3,1,2.0,1,4,4,3,5,3,50000.0,1,3,2,2,1,0,1975.0,1997.0,3.0,1.0,1.0,2,1,3,5,5,5,3,3,3,3,4,70,70,70,70,70.0,70,70,70,70,4,4
3,1963.0,1,0,135,3,4,4,1,1,1,1,5,1,2,1,4,5,4,4,4,4,5,2,3,1,6.0,1,2,1,1,1,1,50000.0,4,3,1,1,1,0,1951.0,1968.0,1.0,1.0,1.0,2,1,4,3,3,3,2,-8,2,2,4,80,80,70,70,70.0,80,80,80,80,2,4
1,-2.0,1,0,80,2,3,3,1,1,1,1,2,1,1,5,4,5,4,4,5,5,5,2,3,1,5.0,1,4,4,3,4,2,10000.0,4,3,1,2,1,0,1948.0,1988.0,3.0,1.0,1.0,3,2,3,5,4,5,3,4,3,3,4,70,70,70,70,70.0,70,70,70,70,2,3
3,-2.0,1,0,140,1,2,3,1,1,1,1,5,1,1,1,5,5,5,5,5,5,5,1,1,1,8.0,1,4,1,8,8,1,20000.0,2,2,1,2,1,0,1969.0,1993.0,3.0,1.0,1.0,3,3,4,5,5,5,1,5,-8,-8,5,80,20,0,50,0.0,0,100,60,0,1,4
4,-2.0,3,0,130,5,4,4,5,4,2,2,4,1,1,1,2,1,3,3,5,1,5,4,4,4,2.0,1,4,4,3,4,3,140000.0,2,2,0,2,1,0,1934.0,-2.0,4.0,4.0,5.0,3,3,5,5,4,5,4,4,3,3,4,80,70,80,95,80.0,70,60,90,90,5,4
3,-2.0,1,0,120,3,5,4,1,1,1,1,3,1,1,3,3,5,4,4,5,5,5,2,2,1,3.0,1,2,4,4,4,4,20000.0,4,2,1,2,1,0,1974.0,1995.0,3.0,1.0,1.0,3,2,3,3,3,4,2,3,3,3,4,60,80,60,60,60.0,60,70,60,60,3,2
10,2008.0,1,1,100,4,4,4,2,2,2,2,2,5,2,2,3,3,4,4,2,2,1,3,4,4,4.0,6,3,5,5,5,5,320000.0,2,3,1,2,0,0,1990.0,2013.0,12.0,2.0,2.0,2,2,3,2,2,3,2,5,2,2,3,50,50,50,50,50.0,50,50,50,50,5,4
9,2002.0,4,1,120,4,5,3,2,3,3,2,5,5,5,1,3,2,4,3,1,2,1,4,4,3,3.0,4,4,6,4,7,2,600000.0,2,4,2,1,1,0,1974.0,1996.0,9.0,4.0,2.0,2,1,4,5,3,5,3,5,4,5,3,100,100,100,95,100.0,100,100,100,100,4,4
7,1987.0,1,0,140,5,5,5,5,2,2,1,4,5,1,2,3,4,4,4,3,4,1,2,5,4,5.0,2,4,2,3,3,5,40000.0,3,2,1,2,1,0,1969.0,1994.0,6.0,1.0,5.0,2,3,3,3,3,4,3,4,3,3,3,60,60,60,60,30.0,30,20,60,60,3,4
3,-2.0,1,0,124,5,4,4,1,1,1,1,2,5,5,3,3,5,4,3,2,5,1,3,3,1,3.0,6,4,4,2,6,2,130000.0,5,5,2,1,1,0,1989.0,2009.0,4.0,1.0,1.0,2,2,5,4,1,5,1,1,1,-8,4,60,60,50,50,50.0,50,60,-2,60,5,4
6,1987.0,1,0,100,4,5,5,2,2,2,1,5,5,5,1,2,4,4,5,4,1,1,1,4,1,8.0,1,4,6,5,8,5,200000.0,3,3,3,1,0,1,1963.0,1990.0,12.0,1.0,2.0,2,1,4,5,-8,4,2,3,2,4,3,80,60,60,60,60.0,60,60,60,60,5,4
4,1983.0,1,0,200,3,5,5,1,2,1,1,5,5,2,1,3,4,3,5,4,1,1,2,3,1,4.0,2,2,7,4,7,4,60000.0,4,3,1,1,1,0,1971.0,1991.0,4.0,1.0,2.0,2,2,4,3,3,4,3,4,2,2,4,60,60,60,60,60.0,60,50,60,60,3,4
11,1994.0,1,0,150,5,5,4,1,1,1,1,4,4,4,1,3,4,4,3,4,3,1,4,3,3,2.0,1,4,3,2,4,2,50000.0,3,3,1,1,1,0,1973.0,1999.0,5.0,1.0,1.0,2,1,3,3,3,3,3,3,2,2,5,40,50,60,50,50.0,40,40,50,40,4,4
6,2000.0,1,1,150,4,5,4,1,3,3,2,5,3,2,1,3,3,4,4,1,4,3,3,3,2,2.0,1,4,7,4,8,3,70000.0,2,4,1,1,1,0,1977.0,2001.0,6.0,1.0,1.0,1,1,4,4,4,4,3,5,4,4,3,80,80,70,80,80.0,70,70,80,80,5,5
6,1994.0,1,0,120,3,5,5,2,3,3,2,2,5,3,2,3,3,4,3,2,3,1,3,3,3,3.0,1,3,6,5,7,5,150000.0,3,3,2,1,1,0,1971.0,1999.0,8.0,1.0,2.0,2,2,4,4,4,5,4,4,4,4,4,80,70,70,80,80.0,90,70,80,80,5,4
4,1976.0,1,0,178,4,5,5,5,2,3,1,5,1,1,1,3,3,3,3,5,2,5,1,1,4,8.0,1,3,5,1,2,1,15000.0,2,2,1,2,1,0,1960.0,1984.0,6.0,1.0,2.0,2,2,4,4,-8,5,4,4,-8,-8,3,80,80,80,90,60.0,70,80,100,60,3,4
4,2009.0,1,1,160,5,5,5,1,1,1,1,2,5,1,5,4,5,4,4,2,5,1,1,3,1,8.0,1,3,5,5,7,5,13000.0,3,3,2,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,3,4,3,5,3,5,4,3,4,80,85,60,85,60.0,80,80,80,90,5,5
4,-1.0,1,1,100,5,5,5,2,2,2,1,4,4,1,2,5,5,5,4,4,5,5,2,4,1,5.0,1,4,4,2,7,2,40000.0,5,3,0,2,1,0,1984.0,2004.0,4.0,1.0,2.0,2,1,5,3,2,4,1,4,-8,-8,2,70,80,70,60,70.0,90,80,70,60,5,4
1,-2.0,1,0,110,3,3,4,1,1,1,1,3,1,1,2,3,5,4,5,5,5,5,4,2,1,1.0,1,2,3,2,3,2,4000.0,2,2,1,2,1,0,1955.0,1975.0,1.0,1.0,1.0,3,1,3,5,5,5,-8,-8,-8,5,5,80,50,-2,70,79.0,70,60,70,70,2,2
1,-2.0,1,1,75,4,3,4,2,1,1,3,4,1,1,1,5,5,4,5,3,5,5,2,4,1,6.0,1,4,3,3,3,3,4800.0,1,1,0,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,4,4,4,4,3,-8,-8,-8,4,-3,-3,-3,-3,-3.0,-3,-3,-3,-3,2,4
12,-1.0,4,0,130,5,5,5,5,3,3,4,4,5,5,2,3,3,4,3,1,3,1,2,3,3,7.0,2,3,6,4,7,3,110000.0,3,3,2,2,1,0,1967.0,1996.0,6.0,4.0,5.0,2,2,5,4,4,5,3,4,3,3,2,60,60,60,60,70.0,70,70,80,80,5,4
3,-2.0,1,0,82,2,4,4,1,2,2,2,2,1,2,2,4,4,4,4,5,4,5,3,3,2,2.0,2,3,4,4,4,3,4000.0,5,2,1,2,1,0,1959.0,1980.0,3.0,1.0,1.0,2,2,3,4,4,3,3,4,4,4,4,80,70,50,50,50.0,60,60,80,80,2,4
6,1981.0,1,1,105,3,3,3,2,2,2,2,4,5,1,2,4,3,4,4,3,1,1,2,3,2,5.0,2,2,4,4,4,6,-2.0,2,2,0,2,1,0,1961.0,1988.0,6.0,1.0,2.0,2,2,-8,4,3,5,3,4,4,-8,5,60,60,60,60,60.0,60,60,60,60,4,3
1,-2.0,1,0,140,1,1,1,1,1,1,1,2,1,1,3,5,5,4,4,5,5,5,2,1,1,3.0,1,4,1,1,1,1,1000.0,6,2,1,2,1,0,1946.0,1968.0,1.0,1.0,1.0,3,3,4,4,4,4,2,4,3,-8,3,70,70,80,70,70.0,70,70,70,70,1,2
11,2015.0,1,1,105,5,5,2,1,1,2,1,1,4,1,5,2,3,4,3,2,2,1,3,3,4,3.0,2,3,7,7,8,6,-2.0,2,-8,0,2,1,0,1985.0,0.0,12.0,1.0,1.0,1,1,4,5,4,5,3,5,4,4,2,70,60,65,70,80.0,80,80,80,80,5,4
4,-2.0,1,0,110,4,5,5,1,1,1,1,3,1,1,3,5,5,4,4,5,5,5,3,4,1,6.0,1,4,-8,-8,-8,-8,70000.0,5,4,1,1,1,0,1978.0,2000.0,4.0,1.0,1.0,2,3,2,5,4,5,4,-8,-8,-8,4,60,40,60,60,60.0,75,80,75,80,1,4
4,1984.0,1,0,103,5,5,4,2,1,2,3,4,2,3,3,4,4,4,3,2,3,5,2,3,1,3.0,6,1,1,6,1,1,55000.0,3,1,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,3,2,1,2,2,1,4,1,4,3,100,60,0,50,100.0,100,0,30,100,3,1
12,1982.0,1,0,110,4,4,4,2,2,2,2,4,4,3,3,3,3,4,2,2,3,2,2,4,4,2.0,6,2,5,6,4,5,-2.0,1,4,1,2,0,1,0.0,0.0,0.0,0.0,0.0,3,2,4,3,3,4,3,4,2,3,2,80,80,70,60,60.0,70,70,60,60,5,4
1,-2.0,1,0,110,4,4,4,1,1,1,5,5,2,2,1,4,3,5,2,5,5,5,5,3,1,2.0,1,4,5,1,7,2,10000.0,4,3,2,2,1,0,1955.0,1978.0,6.0,2.0,1.0,2,1,5,4,3,5,3,5,3,3,5,80,100,100,100,100.0,100,100,100,100,1,4
1,-2.0,1,0,100,3,2,3,1,1,1,1,4,1,1,2,5,5,5,5,5,5,5,1,3,1,8.0,1,4,3,2,5,1,10000.0,3,3,1,2,1,0,1955.0,1984.0,3.0,1.0,1.0,3,2,4,5,5,5,3,-8,-8,-8,4,70,60,60,60,-2.0,70,60,60,-2,2,4
9,2008.0,1,0,150,3,4,4,5,4,4,4,4,5,5,3,3,2,4,4,2,3,5,2,2,2,5.0,1,3,-8,-8,-8,-8,70000.0,2,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,2,3,1,2,2,1,1,28,10,10,20,10.0,10,30,30,20,5,3
6,1990.0,1,0,110,4,4,4,4,4,3,2,4,4,3,3,3,3,3,4,3,3,1,3,2,3,4.0,1,4,5,5,5,5,100000.0,3,3,1,1,1,0,1973.0,1999.0,6.0,1.0,4.0,2,1,4,4,4,4,4,3,4,3,4,90,90,90,90,90.0,90,90,90,90,5,5
12,2012.0,4,0,160,4,4,4,2,2,2,2,3,5,1,2,2,5,4,3,3,3,1,2,3,2,4.0,4,3,5,5,5,5,100000.0,1,3,2,1,0,0,0.0,0.0,0.0,0.0,0.0,2,2,3,4,4,4,3,5,2,4,3,50,50,50,50,30.0,50,50,60,40,2,3
8,1952.0,1,0,110,4,4,5,2,3,3,4,4,4,2,1,2,2,3,3,3,1,2,3,3,3,5.0,3,4,5,5,5,5,90000.0,3,2,1,2,1,0,1937.0,1961.0,8.0,1.0,5.0,2,2,5,4,3,5,3,3,4,4,5,90,60,60,80,80.0,80,80,80,80,5,4
6,1980.0,1,0,140,3,2,3,4,3,3,3,4,5,1,1,3,4,4,4,4,2,3,1,4,2,8.0,1,2,1,9,5,10,50000.0,4,2,1,1,1,0,1962.0,1984.0,4.0,1.0,4.0,2,3,3,5,4,5,1,5,2,-8,4,70,40,80,60,60.0,60,50,50,50,3,4
4,1982.0,1,1,130,4,3,3,1,2,2,1,5,1,1,1,2,3,4,4,3,2,5,4,3,2,5.0,3,4,2,2,1,2,24000.0,2,2,0,2,1,0,1964.0,1987.0,4.0,1.0,1.0,2,1,4,4,3,4,2,3,3,3,4,70,50,80,70,70.0,80,80,70,70,1,4
1,-2.0,1,0,130,2,3,3,2,1,1,2,2,1,1,2,4,5,5,5,5,5,5,2,4,2,7.0,1,4,5,3,5,3,20000.0,2,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,4,4,4,3,4,3,3,3,70,70,70,70,70.0,70,70,70,70,2,4
7,1989.0,2,0,120,5,5,5,2,1,1,1,4,1,1,1,3,5,4,4,4,4,5,1,2,1,8.0,1,4,5,5,6,4,20000.0,3,3,1,2,1,0,1963.0,1991.0,6.0,1.0,2.0,3,2,3,5,4,5,4,4,3,5,3,90,80,70,70,60.0,70,80,70,60,2,5
10,2006.0,2,0,114,5,5,5,5,2,3,2,4,5,4,1,4,3,4,2,1,4,1,4,4,3,4.0,3,4,6,4,8,7,340000.0,3,4,1,1,1,0,0.0,0.0,0.0,0.0,0.0,2,2,3,3,3,5,3,4,3,3,3,40,50,40,60,60.0,70,75,70,60,5,5
3,-2.0,1,0,98,3,5,5,1,1,1,1,4,4,1,1,4,4,4,4,3,2,2,2,4,1,6.0,1,1,3,3,4,3,80000.0,3,3,1,2,1,0,1973.0,2002.0,7.0,4.0,1.0,2,2,4,4,4,4,3,4,3,-8,3,60,50,80,90,60.0,80,70,70,80,5,3
4,1982.0,1,1,120,5,4,4,2,5,2,1,5,2,3,1,2,3,4,2,4,3,3,5,3,2,2.0,1,3,5,3,7,3,20000.0,2,3,1,2,1,0,1964.0,1988.0,6.0,1.0,1.0,3,1,4,4,3,3,3,2,2,2,5,80,70,80,80,70.0,80,70,80,80,2,5
6,1979.0,1,1,140,3,3,4,2,4,4,4,4,4,4,2,4,3,-8,4,3,3,3,3,4,2,4.0,4,4,6,5,8,5,26640.0,1,2,2,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,-8,4,4,4,5,4,2,4,4,60,60,60,60,70.0,70,60,70,70,4,5
3,-2.0,1,0,114,4,4,4,4,1,1,1,3,1,1,2,3,5,4,5,4,5,5,3,4,1,7.0,1,2,1,1,4,5,90000.0,6,3,1,1,1,0,0.0,0.0,0.0,0.0,0.0,3,1,2,2,4,4,2,-8,-8,4,5,90,98,80,90,60.0,90,90,-2,90,2,5
4,2003.0,1,0,130,5,5,5,1,4,4,4,5,4,4,3,3,3,3,3,3,3,3,2,3,2,6.0,1,2,10,9,9,9,200000.0,2,4,1,1,1,0,1983.0,2010.0,4.0,1.0,1.0,2,2,3,3,3,3,3,4,3,3,2,78,77,80,69,82.0,77,71,75,80,5,3
6,1968.0,1,1,120,3,4,2,1,1,1,1,3,1,1,2,3,5,4,4,5,2,5,2,3,1,5.0,1,4,4,4,-8,6,5000.0,2,2,-1,2,1,0,1950.0,1970.0,4.0,1.0,1.0,3,2,4,5,-8,5,2,4,-8,-8,4,90,60,40,60,30.0,50,50,30,70,2,2
6,1977.0,4,0,140,4,4,4,5,5,1,1,4,5,4,1,4,1,4,4,5,5,1,2,2,4,6.0,1,2,3,3,3,3,40000.0,3,2,1,2,1,0,1960.0,1980.0,7.0,1.0,4.0,3,2,4,4,4,5,2,4,2,-8,2,80,60,50,50,70.0,80,80,80,80,4,3
12,1993.0,1,0,120,5,5,5,2,4,4,4,4,4,4,2,2,2,3,3,3,3,1,2,3,3,2.0,3,2,7,7,6,5,1000000.0,2,4,1,1,0,1,1969.0,1996.0,12.0,1.0,2.0,1,2,3,-8,-8,5,3,5,4,4,2,70,70,70,70,70.0,70,70,70,70,5,5
4,1976.0,1,0,120,2,4,3,1,2,2,2,3,1,2,3,4,3,4,4,4,3,5,2,4,3,5.0,1,4,4,4,5,4,20000.0,2,3,2,2,1,0,1961.0,1979.0,3.0,1.0,1.0,2,1,3,5,5,5,5,4,4,4,5,80,60,80,50,60.0,90,-2,60,70,2,4
1,-2.0,1,0,110,4,4,2,1,2,1,1,4,4,1,1,2,2,4,2,5,5,4,4,3,1,3.0,1,4,4,1,7,1,80000.0,6,2,1,2,1,0,1953.0,1977.0,1.0,1.0,1.0,2,1,4,2,2,5,2,2,2,2,3,80,70,80,80,80.0,80,0,80,80,3,4
4,1970.0,1,0,95,2,5,5,5,2,2,1,5,1,1,1,3,4,4,4,2,5,5,3,3,1,6.0,1,4,5,2,7,2,45600.0,4,3,2,2,1,0,1952.0,1975.0,4.0,1.0,4.0,2,1,4,2,2,4,2,5,4,5,4,100,100,90,90,90.0,90,90,100,100,4,4
9,1974.0,4,0,128,4,4,4,2,4,3,3,4,2,2,1,3,1,4,3,3,3,4,3,4,4,4.0,2,4,5,4,7,4,100000.0,2,3,1,2,1,0,1949.0,1963.0,1.0,1.0,1.0,2,2,4,4,4,4,3,4,3,3,4,8,7,8,6,7.0,8,7,6,6,5,4
4,1959.0,1,0,122,2,3,4,2,1,1,4,5,1,1,1,3,5,4,5,4,2,5,2,4,2,7.0,1,4,4,2,6,1,800000.0,5,2,1,1,1,0,1940.0,1963.0,3.0,4.0,2.0,2,1,4,4,4,4,4,4,4,4,2,80,85,80,80,80.0,85,80,80,80,3,4
11,1996.0,4,0,160,4,4,4,2,3,2,2,4,5,2,2,4,4,4,4,4,4,1,2,3,2,6.0,3,3,5,5,-8,4,70000.0,1,3,2,1,0,1,1978.0,-3.0,11.0,1.0,2.0,2,2,4,4,4,4,3,4,3,3,3,50,40,10,30,30.0,50,50,50,50,5,4
10,1999.0,1,0,104,3,-8,2,2,3,1,1,3,3,-8,2,3,2,4,4,3,4,2,3,3,2,3.0,1,3,3,3,8,3,180000.0,3,2,1,2,1,0,1972.0,2003.0,10.0,4.0,2.0,3,2,3,3,3,5,-8,3,3,3,3,-2,60,-2,60,-2.0,-2,-2,60,-2,1,2
