id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_other,edu_status,edu_yr,income,political,join_party,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9
4976,4,1,31,87,130,2015/8/14 14:58,1,1966,1,1,1,6,,4.0,1982.0,10000,1,,50.0,0,1,0,0,0,0,0,0,0,,170,130,4,4,4,2,1.0,2,2,2,4,2,2,1,5,4,5,4,4,4,5,4,4,5,5,3,3,2,2.0,5.0,1,4,4,3,5,4,1,5.0,25.0,2.0,3.0,1,2,2,2,20000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1990.0,1966.0,1990.0,6.0,1.0,2.0,10000.0,1.0,5.0,2.0,-2,1,1,2,-2,1,1,2,2,2,3,2,40000.0,3,3,-8,-8,3,3,2,4,3,3,3,3,3,2,70,50,60,60,70.0,60,60,70,60
4977,3,1,26,76,116,2015/10/2 16:35,1,1970,1,1,1,7,,4.0,-2.0,50000,1,,180.0,0,1,0,0,0,0,0,0,0,,175,130,3,3,4,2,3.0,4,4,4,5,4,3,1,3,4,1,4,2,2,3,3,2,2,2,3,3,2,3.0,3.0,4,3,4,3,3,2,1,3.0,-3.0,1.0,2.0,1,2,1,2,50000.0,5,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,-3.0,1971.0,-3.0,7.0,1.0,2.0,60000.0,1.0,3.0,1.0,-3,4,1,1,-3,-8,1,1,2,1,3,2,100000.0,5,4,2,4,2,2,2,1,1,1,1,1,1,3,50,60,50,60,80.0,80,90,90,80
4978,3,1,8,19,41,2015/8/3 16:20,1,1991,4,0,5,4,,2.0,2002.0,10000,1,,300.0,0,0,0,0,1,0,0,0,0,,175,160,4,4,2,1,2.0,3,3,3,4,4,2,3,4,3,4,5,3,3,2,3,5,5,2,3,3,3,5.0,5.0,3,4,5,4,6,4,2,,,,,1,2,2,2,50000.0,5,4,1,2,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,2013.0,1993.0,2013.0,4.0,1.0,2.0,10000.0,1.0,3.0,1.0,1965,7,1,16,1966,3,1,15,2,1,4,2,200000.0,3,1,1,1,2,4,1,2,2,2,1,4,1,3,75,75,75,75,75.0,75,80,75,80
4979,4,1,1,1,3,2015/8/23 20:16,1,1960,1,1,1,9,,4.0,1990.0,60000,4,1996.0,42.0,0,1,0,0,0,0,0,0,0,,165,140,4,4,4,2,2.0,3,3,3,3,3,3,1,4,3,2,3,4,4,3,3,4,5,2,2,3,3,5.0,5.0,1,4,6,6,6,6,1,6.0,35.0,1.0,2.0,1,1,2,2,60000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,6,-3.0,,,,,,,,,,1927,4,4,6,1930,3,1,6,2,2,4,2,100000.0,4,4,4,4,4,4,3,4,4,4,4,4,3,3,80,80,80,80,80.0,80,80,80,80
4980,4,1,31,88,133,2015/8/19 18:16,1,1982,1,1,1,4,,3.0,1995.0,330000,1,,88.0,0,1,0,0,0,0,0,0,0,,178,180,5,5,5,1,2.0,1,1,1,4,5,1,1,5,5,5,5,3,3,5,3,5,5,1,3,4,1,2.0,2.0,5,4,6,6,6,3,3,,,,,1,1,1,1,350000.0,3,4,2,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,2004.0,1983.0,2004.0,11.0,1.0,1.0,20000.0,1.0,8.0,2.0,1956,6,4,2,1956,4,1,2,2,2,4,3,500000.0,4,4,4,4,4,4,3,4,4,4,2,4,4,3,70,50,70,60,30.0,70,80,80,50
4981,5,2,16,45,76,2015/7/27 15:15,1,1930,1,1,1,3,,4.0,1945.0,3800,1,,100.0,0,0,0,1,0,0,0,0,0,,150,86,3,4,4,1,1.0,1,1,1,5,1,1,1,5,5,5,5,4,3,5,2,5,5,5,4,3,1,1.0,2.0,1,4,3,3,3,3,4,,,,,1,2,2,2,60000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,,2,3,0.0,7,1955.0,,,,,,,,,,1895,1,1,2,1903,1,1,2,2,2,4,2,3800.0,5,5,5,5,5,-8,4,4,4,-8,-8,-8,4,5,100,100,100,100,100.0,100,100,100,100
4983,3,1,9,20,42,2015/7/7 16:27,2,1970,1,1,1,3,,4.0,1982.0,8000,1,,50.0,0,0,0,0,0,0,0,0,1,,152,110,3,5,4,1,1.0,1,1,1,4,1,1,1,5,4,5,5,4,4,5,5,5,1,5,3,2,1,5.0,5.0,1,1,2,2,2,5,1,3.0,15.0,2.0,4.0,1,1,2,2,13000.0,2,2,0,2,0,1,0,0,0,0,0,0,0,,0,1,0.0,3,1992.0,1964.0,1992.0,4.0,1.0,2.0,6000.0,5.0,,,1945,3,1,2,1947,3,1,2,3,2,4,3,30000.0,3,3,2,2,5,3,2,2,2,2,2,3,3,4,60,80,60,70,60.0,30,60,70,80
4984,3,1,18,54,88,2015/7/13 17:08,2,1938,1,1,1,1,,,,-2,1,,80.0,0,0,1,0,0,0,0,0,0,,163,97,2,2,3,2,1.0,1,1,1,5,1,1,1,5,2,5,5,4,3,5,5,5,5,5,1,5,1,,,1,4,4,2,5,1,5,,,,,1,1,2,2,-3.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,-2.0,1938.0,-2.0,4.0,1.0,2.0,-2.0,5.0,,,-2,1,-8,-8,-2,1,1,-8,3,2,3,-8,3000.0,3,3,3,3,5,4,3,-8,3,-8,-8,-8,3,4,80,60,80,70,80.0,80,80,70,80
4985,3,2,2,5,12,2015/8/7 10:46,1,1946,8,1,1,1,,,,2100,1,,150.0,0,1,0,0,0,0,0,0,0,,160,85,4,4,4,1,1.0,1,1,1,4,1,1,2,5,5,5,5,5,5,5,5,5,5,5,3,2,1,2.0,2.0,1,4,2,2,3,2,3,,,,,1,1,2,2,8500.0,5,1,1,2,0,1,0,0,0,0,0,0,0,,2,2,0.0,7,-2.0,,,,,,,,,,-2,1,1,2,-2,1,1,2,3,2,4,2,-2.0,4,3,4,4,5,-8,3,-8,2,4,-8,-8,2,4,80,80,70,85,56.0,90,90,80,80
4986,4,1,10,26,48,2015/7/28 10:14,1,1982,1,1,1,10,,4.0,2005.0,50000,4,2004.0,30.0,0,0,0,0,0,0,0,0,1,,175,150,4,4,4,2,3.0,4,2,2,2,5,2,4,3,3,3,5,4,3,2,2,5,5,1,2,3,3,7.0,2.0,5,4,5,5,7,5,1,2.0,5.0,1.0,4.0,1,2,2,2,70000.0,1,3,-3,2,0,1,0,0,0,0,0,0,0,,1,1,2.0,3,2012.0,1985.0,2012.0,10.0,1.0,2.0,20000.0,1.0,2.0,1.0,1957,4,4,1,1958,3,1,1,2,1,4,2,80000.0,4,4,4,3,5,4,4,4,3,-8,-8,-8,3,2,80,70,80,80,70.0,80,80,80,70
4987,4,1,22,65,104,2015/7/9 9:58,1,1996,1,1,1,6,,1.0,-1.0,0,2,,75.0,0,0,0,0,1,0,0,0,0,,165,102,5,5,5,2,1.0,2,4,2,3,2,4,2,5,3,3,4,4,4,2,3,4,5,3,2,2,5,4.0,4.0,1,2,5,-8,7,5,6,,,,,1,2,1,2,10000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1969,6,1,1,1974,4,1,5,2,2,2,-8,90000.0,3,-8,3,3,3,4,3,4,2,4,-8,-8,1,3,90,80,80,80,80.0,85,90,70,70
4988,4,1,26,75,115,2015/8/4 15:21,2,1945,1,1,1,3,,4.0,1957.0,8000,1,,58.0,0,1,0,0,0,0,0,0,0,,160,110,2,2,3,2,1.0,2,2,4,4,2,2,4,5,4,5,5,5,4,4,3,3,3,3,2,3,2,6.0,6.0,1,2,4,1,6,1,1,2.0,38.0,2.0,4.0,1,1,2,2,110000.0,5,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1966.0,1935.0,1966.0,3.0,1.0,2.0,0.0,5.0,,,-2,-8,1,16,-2,-8,1,16,2,1,3,2,9000.0,2,2,3,3,2,2,2,3,3,2,2,4,3,3,70,70,60,70,70.0,100,70,60,80
4989,4,1,27,78,118,2015/8/2 18:12,2,1987,1,1,1,13,,4.0,2011.0,60000,4,2011.0,90.0,0,0,0,0,0,1,0,0,0,,155,104,4,5,5,2,1.0,2,2,2,3,5,5,2,4,2,2,5,4,3,2,3,5,5,1,2,4,3,5.0,6.0,1,2,7,5,8,4,1,3.0,3.0,1.0,3.0,1,1,2,2,80000.0,5,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,2012.0,1987.0,2012.0,13.0,4.0,2.0,0.0,6.0,,,1963,4,4,1,1963,4,1,12,2,2,5,3,100000.0,4,3,-8,-8,5,5,3,4,3,3,-8,3,1,3,60,60,60,80,60.0,70,70,60,60
4990,4,2,18,53,87,2015/7/15 13:43,2,1945,1,1,1,1,,,,0,1,,90.0,0,1,0,0,0,0,0,0,0,,155,90,3,3,3,1,1.0,1,1,3,2,1,1,4,5,4,4,5,4,4,4,4,5,1,5,2,2,1,2.0,3.0,1,4,1,1,1,1,4,,,,,1,1,2,2,5000.0,1,2,1,2,0,1,0,0,0,0,0,0,0,,2,2,0.0,3,1965.0,1944.0,1965.0,1.0,1.0,1.0,50000.0,4.0,,,-2,1,1,2,-2,1,1,2,3,2,3,3,10000.0,4,3,3,3,5,3,3,3,3,3,3,3,3,3,60,60,50,60,60.0,50,50,60,50
4991,5,1,24,72,112,2015/8/1 19:00,2,1977,1,0,9,3,,4.0,-2.0,25000,1,,80.0,0,0,0,0,0,1,0,0,0,,153,135,5,4,5,1,1.0,2,2,1,3,1,2,2,5,5,2,5,4,4,2,5,5,5,3,2,2,1,7.0,5.0,1,4,4,3,5,3,1,1.0,18.0,1.0,4.0,1,1,1,1,85000.0,3,4,1,2,0,0,1,0,0,0,0,0,0,,0,1,1.0,3,1998.0,1974.0,1998.0,4.0,1.0,2.0,60000.0,1.0,3.0,1.0,-2,1,1,2,-2,1,1,2,2,2,4,2,30000.0,3,3,3,3,4,3,3,3,4,5,5,4,3,3,85,90,90,85,85.0,90,90,90,90
4992,4,1,16,46,78,2015/8/1 11:31,2,1994,1,1,1,12,,1.0,2013.0,0,2,,67.0,0,0,0,0,0,0,0,0,1,,167,98,4,4,4,1,3.0,3,3,2,4,4,1,2,3,3,2,4,3,2,2,2,4,4,1,2,4,4,3.0,3.0,6,4,4,3,6,3,6,,,,,1,2,2,2,70000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1967,4,1,5,1970,3,1,2,3,2,4,-8,-2.0,5,5,5,5,5,-8,3,5,3,3,-8,-8,2,4,90,95,91,92,90.0,90,90,92,90
4993,4,2,21,62,98,2015/7/14 16:10,1,1969,8,1,1,3,,4.0,1981.0,8000,1,,240.0,0,0,0,0,0,0,0,0,0,Á½ÐÖµÜ¹²ÓÐ,157,126,5,4,5,1,1.0,1,1,1,2,2,1,4,4,5,5,5,5,5,5,5,5,5,5,2,4,1,6.0,6.0,2,1,6,3,9,2,3,,,,,1,2,2,2,8000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,-2,3,1,2,-2,1,1,2,2,1,2,2,30000.0,3,3,2,2,5,2,2,2,4,2,2,2,1,5,80,70,70,60,80.0,80,70,70,70
4994,3,1,12,32,59,2015/8/4 15:07,1,1993,1,1,1,12,,4.0,2015.0,-1,2,,38.0,0,1,0,0,0,0,0,0,0,,172,120,4,5,5,5,2.0,3,3,2,3,5,3,1,4,2,1,3,3,1,2,2,3,4,1,2,3,4,4.0,2.0,6,1,4,4,6,5,1,3.0,-1.0,1.0,3.0,1,2,2,2,80000.0,4,2,1,2,0,0,1,0,0,0,0,0,0,,1,0,0.0,1,,,,,,,,,,,1959,6,1,-8,1963,6,1,12,2,2,3,2,100000.0,3,3,-8,-8,3,3,3,3,3,3,3,3,3,3,60,50,60,45,40.0,40,60,60,65
4995,4,2,29,83,126,2015/7/20 14:05,1,1969,1,1,1,4,,2.0,1982.0,10000,1,,110.0,0,0,0,0,0,0,0,0,1,,172,145,4,5,4,1,2.0,2,2,2,4,2,2,2,4,3,5,5,4,5,4,5,5,5,5,2,4,2,6.0,6.0,1,4,4,3,5,3,1,2.0,9.0,1.0,4.0,1,1,2,2,20000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1995.0,1971.0,1995.0,4.0,1.0,1.0,0.0,4.0,,,-2,1,1,-8,-2,1,1,-8,2,1,4,2,30000.0,5,4,5,4,4,5,5,4,4,5,-8,4,3,4,40,60,70,60,70.0,60,70,50,80
4996,5,2,13,36,66,2015/9/23 15:03,1,1934,8,0,4,3,,2.0,,600,4,-2.0,50.0,0,1,0,0,0,0,0,0,0,,150,80,3,3,3,1,1.0,1,1,1,1,1,1,5,5,5,5,5,4,5,5,5,5,5,5,4,2,1,1.0,7.0,1,4,5,2,-8,1,4,,,,,1,1,2,2,600.0,1,2,1,2,0,1,0,0,0,0,0,0,0,,0,2,0.0,7,-2.0,,,,,,,,,,-2,-8,-8,2,-2,-8,-8,2,3,2,3,-8,-2.0,4,4,4,4,4,-8,4,-8,4,4,4,4,3,5,99,99,99,99,99.0,99,99,99,99
4997,5,2,17,49,82,2015/7/27 12:29,1,1932,1,1,1,3,,4.0,-2.0,0,1,,120.0,0,0,0,1,0,0,0,0,0,,170,140,4,5,5,2,1.0,1,1,1,3,1,1,2,3,5,5,5,4,5,5,2,5,4,5,4,4,1,1.0,1.0,1,4,1,-8,-8,-8,4,,,,,1,1,2,2,7000.0,3,1,2,2,0,1,0,0,0,0,0,0,0,,2,3,0.0,7,-2.0,,,,,,,,,,-2,-8,-8,2,-2,-8,-8,-8,3,3,-8,-8,-2.0,5,5,5,5,5,-8,5,3,3,-8,-8,5,-8,5,-2,-2,-2,-2,-2.0,-2,-2,-2,-2
4999,4,1,10,27,49,2015/7/26 20:21,2,1962,1,1,1,6,,4.0,1980.0,12000,1,,75.0,0,1,0,0,0,0,0,0,0,,160,120,3,4,4,2,2.0,1,1,1,4,1,1,1,5,4,5,5,5,5,5,1,4,3,4,1,2,1,,,1,3,4,4,4,3,5,,,,,1,1,2,2,100000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1985.0,1962.0,1985.0,4.0,1.0,2.0,100000.0,5.0,,,1945,5,4,1,1942,6,1,2,2,3,3,2,30000.0,5,4,-8,-8,4,4,4,4,2,2,-8,2,1,3,50,60,50,60,60.0,80,70,60,80
5000,3,1,1,1,4,2015/8/28 14:39,1,1949,1,1,1,4,,4.0,1965.0,72000,1,,62.0,0,1,1,0,0,0,0,0,0,,170,120,1,2,3,5,1.0,2,2,4,4,2,2,1,5,5,5,5,4,5,5,5,5,5,5,1,1,1,,,1,3,5,5,5,5,5,,,,,1,1,2,2,72000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1977.0,1949.0,1977.0,7.0,1.0,5.0,72000.0,5.0,,,-3,-8,1,16,-3,-8,1,3,2,2,3,-8,-3.0,3,3,3,3,3,3,3,4,4,4,4,4,4,3,80,80,80,80,80.0,80,80,80,80
5001,2,1,21,63,99,2015/7/14 14:12,1,1981,1,1,1,4,,4.0,1998.0,40000,1,,60.0,0,1,0,0,0,0,0,0,0,,175,144,4,4,3,1,1.0,2,2,3,2,3,3,5,5,4,4,5,5,5,3,3,4,3,2,1,3,1,,,1,2,3,2,3,3,1,3.0,17.0,1.0,3.0,1,2,2,2,50000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,6,2009.0,,,,,,,,,,1948,1,1,2,1956,1,1,2,3,2,3,3,80000.0,3,2,2,2,3,3,2,3,2,2,3,3,1,3,80,70,60,60,70.0,70,70,75,70
5002,4,1,19,57,92,2015/7/18 15:26,1,1963,1,0,3,3,,4.0,-2.0,30000,1,,90.0,0,0,0,0,0,0,0,0,1,,175,130,4,3,4,2,2.0,3,2,3,4,4,3,4,3,3,4,3,4,3,4,3,4,3,4,3,2,4,3.0,3.0,3,4,5,4,6,5,1,2.0,7.0,1.0,2.0,1,1,2,2,70000.0,3,3,1,1,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,-2.0,1966.0,-2.0,4.0,1.0,2.0,20000.0,5.0,,,-3,3,1,2,-3,1,1,2,2,1,3,2,80000.0,4,3,2,3,3,4,3,3,2,3,3,3,2,3,70,70,65,60,66.0,70,75,70,65
5004,4,2,5,10,26,2015/7/30 10:23,1,1984,1,1,1,3,,4.0,1996.0,50000,1,,100.0,0,1,0,0,0,0,0,0,0,,174,150,4,4,4,1,1.0,2,2,2,2,4,2,2,2,2,2,2,3,3,2,3,3,2,2,3,3,3,2.0,2.0,3,4,5,10,5,1,3,,,,,1,2,2,2,50000.0,3,3,1,1,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,2005.0,1985.0,2005.0,4.0,1.0,1.0,0.0,3.0,,,1956,4,1,2,1960,3,1,2,2,3,4,3,12000.0,3,4,3,4,4,4,4,4,4,4,4,2,3,5,70,70,70,70,70.0,85,70,30,70
5006,5,2,6,14,30,2015/8/5 11:22,2,1951,1,1,1,3,,2.0,,1000,1,,90.0,0,1,1,0,0,0,0,0,0,,155,100,3,2,3,1,1.0,1,1,3,2,1,1,4,5,5,5,4,4,4,2,4,5,5,5,2,4,2,4.0,4.0,1,4,2,2,2,3,4,,,,,1,1,2,2,4000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,1,2,0.0,3,1969.0,1946.0,1969.0,4.0,1.0,1.0,3000.0,4.0,,,1928,1,1,2,1932,1,1,2,2,2,3,2,4000.0,4,4,3,4,4,4,3,4,4,2,2,2,2,4,80,70,60,70,60.0,70,75,70,65
5007,5,2,17,48,80,2015/7/24 8:56,2,1966,1,1,1,1,,,,10000,1,,80.0,0,0,0,1,0,0,0,0,0,,160,160,3,5,3,1,1.0,1,1,3,4,1,1,2,5,3,5,5,4,4,2,4,5,4,5,4,3,1,1.0,6.0,1,3,6,1,6,1,4,,,,,2,1,2,2,50000.0,5,3,1,1,0,1,0,0,0,0,0,0,0,,1,1,1.0,3,1987.0,1966.0,1987.0,6.0,1.0,2.0,15000.0,1.0,3.0,1.0,1933,1,1,2,1931,1,1,2,2,2,3,3,8000.0,4,3,2,3,5,3,3,2,2,3,1,2,1,5,60,40,50,80,50.0,50,80,30,90
5008,3,1,31,89,134,2015/9/13 9:06,1,1955,1,1,1,4,,4.0,-2.0,0,1,,42.0,0,1,0,0,0,0,0,0,0,,171,120,2,3,3,2,1.0,1,1,1,4,1,1,2,5,4,5,5,4,5,5,5,5,5,5,2,3,1,4.0,6.0,1,4,4,3,4,1,5,,,,,1,1,2,2,20000.0,1,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,0.0,3,1981.0,1957.0,1981.0,6.0,1.0,2.0,20000.0,5.0,,,-2,1,1,1,-2,1,1,15,3,2,4,-8,25000.0,4,3,-8,-8,4,-8,3,-8,3,-8,-8,-8,2,4,80,80,-2,-2,70.0,70,-2,-2,-2
5009,4,2,10,25,47,2015/7/29 13:01,2,1966,1,1,1,3,,4.0,1978.0,16000,1,,80.0,0,1,0,0,0,0,0,0,0,,155,104,5,5,5,1,1.0,1,1,1,5,1,1,1,5,5,5,5,4,5,5,5,5,5,5,1,4,1,,,1,1,5,5,6,5,1,3.0,8.0,1.0,3.0,1,1,2,2,50000.0,3,3,2,2,0,1,0,0,0,0,0,0,0,,1,1,1.0,3,1988.0,1965.0,1988.0,4.0,1.0,1.0,30000.0,1.0,3.0,1.0,-2,4,4,16,-2,1,1,16,2,1,5,2,10000.0,5,4,3,3,5,3,2,2,2,-8,-8,-8,1,5,100,100,100,100,100.0,100,100,100,100
5010,5,1,16,44,75,2015/7/23 10:51,2,1948,1,1,1,3,,2.0,,36000,4,1974.0,300.0,0,1,0,0,0,0,0,0,0,,160,117,5,4,4,2,1.0,4,4,2,4,1,1,1,5,5,2,1,3,3,4,1,4,5,5,4,4,3,1.0,3.0,1,2,5,5,7,4,4,,,,,1,1,2,2,70000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1971.0,1947.0,1971.0,4.0,4.0,2.0,36000.0,5.0,,,1927,1,1,-8,1930,1,1,-8,2,2,4,2,40000.0,4,4,4,4,4,4,4,4,4,4,4,4,1,5,80,80,80,80,80.0,80,80,80,80
5011,5,1,24,70,110,2015/7/31 12:59,1,1932,1,1,1,7,,4.0,1955.0,44400,1,,97.0,0,1,0,0,0,0,0,0,0,,167,150,1,3,4,4,1.0,1,1,4,4,1,1,1,5,1,5,5,4,4,1,1,5,5,5,2,5,1,6.0,5.0,5,4,5,5,5,3,5,,,,,1,1,2,2,44400.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,1,3,4.0,3,1966.0,1941.0,1966.0,6.0,1.0,4.0,0.0,5.0,,,-2,-8,1,9,1913,1,1,2,2,1,4,2,4100.0,3,3,3,3,4,4,-8,-8,-8,-8,-8,-8,-8,2,30,20,50,70,-2.0,-2,80,20,90
5012,4,2,28,81,122,2015/8/1 11:06,2,1977,1,1,1,3,,2.0,,20000,1,,150.0,0,0,1,0,0,0,0,0,0,,165,130,4,3,3,1,1.0,1,1,1,3,1,1,1,5,4,5,5,4,3,5,5,5,5,5,2,2,1,3.0,6.0,1,4,1,1,1,1,3,,,,,1,2,2,2,50000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,2000.0,1968.0,2000.0,3.0,1.0,1.0,30000.0,3.0,,,1954,3,1,2,1953,3,1,2,3,2,3,2,100000.0,5,5,5,4,5,5,3,5,5,5,-8,4,1,4,80,100,80,80,80.0,80,80,80,80
5013,2,1,15,39,70,2015/7/14 10:17,1,1964,1,1,1,3,,2.0,,1000,1,,200.0,0,1,1,0,0,0,0,0,0,,170,160,1,1,2,1,1.0,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,1,1,1,,,1,2,5,4,5,3,4,,,,,1,1,2,2,50000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,-2.0,1966.0,-2.0,1.0,1.0,1.0,1000.0,4.0,,,-2,1,1,2,-2,1,1,2,3,3,4,3,15000.0,4,4,4,3,4,-8,2,-8,3,-8,-8,-8,1,4,70,60,80,60,70.0,80,80,70,70
5014,3,2,29,84,127,2015/7/23 9:23,1,1975,1,1,1,4,,4.0,1990.0,4500,1,,40.0,0,1,0,0,0,0,0,0,0,,168,104,5,4,2,1,1.0,1,1,1,3,1,1,1,5,5,5,5,4,5,5,5,5,5,5,3,3,1,3.0,3.0,1,4,4,2,5,1,2,,,,,1,1,2,2,5000.0,4,2,1,2,0,1,0,0,0,0,0,0,0,,2,0,2.0,3,2001.0,1978.0,2001.0,4.0,1.0,1.0,8999999.0,2.0,,,1942,4,1,1,1944,3,1,2,3,1,4,3,100000.0,3,3,3,3,3,3,3,3,3,-8,-8,-8,2,4,90,80,60,60,80.0,80,80,80,60
5015,4,2,5,10,26,2015/8/2 8:28,1,1975,1,1,1,3,,4.0,1988.0,7000,1,,100.0,0,0,0,0,1,0,0,0,0,,172,165,5,5,5,1,1.0,1,1,1,5,1,1,1,5,5,5,5,4,5,5,5,5,5,5,3,2,1,2.0,2.0,1,3,3,2,4,1,3,,,,,1,2,2,2,25000.0,7,3,1,2,0,1,0,0,0,0,0,0,0,,1,2,3.0,3,1996.0,1976.0,1996.0,3.0,1.0,1.0,7000.0,3.0,,,1946,3,1,2,1953,3,1,2,2,2,4,3,100000.0,4,3,3,3,3,3,3,3,3,-8,-8,-8,1,5,60,60,60,70,70.0,60,60,65,70
5016,5,1,4,7,21,2015/9/18 16:39,2,1936,1,1,1,3,,2.0,,36000,1,,59.0,0,0,1,0,0,0,0,0,0,,159,92,2,3,5,4,3.0,1,1,1,5,1,1,1,5,5,5,5,4,4,5,5,5,5,5,1,4,1,,,1,4,4,4,4,3,5,,,,,1,1,2,2,80000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,2,1,0.0,3,1969.0,1930.0,1969.0,3.0,4.0,4.0,44000.0,5.0,,,-2,3,1,2,-2,1,1,2,2,2,3,2,36000.0,5,4,4,4,4,4,2,4,3,4,3,4,1,-8,80,80,80,80,80.0,80,80,80,80
5017,4,1,10,27,49,2015/7/28 15:29,1,1962,1,1,1,9,,4.0,1992.0,12000,4,1993.0,76.0,0,1,0,0,0,0,0,0,0,,172,136,3,3,4,2,2.0,2,2,1,5,3,1,1,5,4,4,5,4,4,5,1,5,5,3,3,4,1,4.0,3.0,1,2,3,3,4,3,1,3.0,29.0,1.0,3.0,1,1,2,2,48000.0,3,3,1,2,0,0,1,0,0,0,0,0,0,,0,1,0.0,3,1992.0,1965.0,1992.0,6.0,1.0,2.0,36000.0,5.0,,,1946,4,1,16,1950,1,1,1,3,2,4,3,30000.0,5,4,-8,-8,4,3,3,5,3,3,-8,3,1,4,60,65,59,67,75.0,80,85,50,90
5018,4,2,6,16,32,2015/8/12 10:33,2,1967,1,1,5,3,,2.0,,20000,1,,100.0,0,0,1,0,0,0,0,0,0,,155,110,4,4,3,1,1.0,1,1,3,4,1,2,3,4,3,4,5,4,3,2,4,5,4,5,3,3,2,1.0,1.0,2,4,3,2,2,2,2,,,,,1,1,2,2,50000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,0.0,3,1987.0,1965.0,1987.0,1.0,1.0,1.0,20000.0,3.0,,,1945,1,1,2,1947,1,1,2,2,2,4,2,80000.0,5,4,4,3,3,3,3,4,4,4,3,3,2,4,70,78,78,78,80.0,80,80,78,60
5019,4,1,1,1,4,2015/9/1 8:39,1,1953,1,1,1,13,,4.0,2002.0,60000,4,1974.0,64.6,0,0,0,0,0,0,1,0,0,,168,142,3,5,5,2,1.0,4,2,4,4,4,-8,1,5,3,1,4,4,4,2,3,5,5,1,2,3,2,7.0,6.0,6,3,5,6,4,4,5,,,,,1,1,2,2,90000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,1979.0,1954.0,1979.0,10.0,3.0,2.0,30000.0,5.0,,,1929,3,4,1,1929,1,1,15,-8,-8,4,3,200000.0,4,3,3,3,4,4,2,4,2,4,4,4,2,3,85,85,85,80,80.0,80,80,85,85
