edu,edu_yr,political,property_8,weight_jin,health,health_problem,depression,hukou,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_3,leisure_4,leisure_6,leisure_7,leisure_8,leisure_9,leisure_12,socialize,relax,learn,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,family_income,family_m,family_status,house,car,invest_1,invest_2,s_birth,marital_now,s_edu,s_political,s_hukou,status_peer,status_3_before,view,trust_1,trust_2,trust_5,trust_7,trust_8,trust_10,trust_12,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,income_cut,happiness
1,-2.0,1,0,70,2,3,4,1,1,1,1,1,1,1,5,5,5,4,5,5,5,5,2,4,1,6.0,2,-8,1,1,1,1,3500.0,2,2,1,2,1,0,1934.0,1962.0,1.0,1.0,1.0,3,2,-8,4,4,5,-8,-8,-8,2,4,60,40,50,60,40.0,30,30,60,50,2,4
12,1990.0,4,0,100,4,4,4,5,2,4,2,4,5,1,1,3,2,4,3,1,2,1,2,4,4,4.0,2,2,5,4,6,3,125000.0,2,3,2,1,1,0,1967.0,2006.0,12.0,1.0,5.0,2,1,4,3,3,4,3,4,3,3,2,80,70,75,60,50.0,60,60,50,60,5,4
11,2007.0,1,0,100,4,4,4,2,3,3,3,4,5,1,2,3,3,3,3,3,5,1,4,3,3,3.0,1,4,5,5,6,5,30000.0,3,3,1,2,1,0,1985.0,2010.0,11.0,1.0,2.0,2,2,4,4,4,4,4,4,4,4,3,80,70,70,80,80.0,60,80,80,80,3,4
11,2010.0,1,0,148,4,4,4,5,2,2,3,4,5,5,1,4,3,4,2,4,3,1,2,4,3,4.0,3,3,3,2,4,4,200000.0,3,2,1,1,0,0,1981.0,2005.0,12.0,1.0,5.0,3,1,3,5,5,5,4,4,4,4,3,6,6,6,6,6.0,6,6,6,6,5,3
4,2008.0,1,1,92,5,4,3,2,2,3,2,3,5,4,3,3,3,4,3,2,3,1,2,3,2,3.0,6,2,4,4,4,4,130000.0,3,3,0,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,5,4,3,5,3,4,3,3,2,70,60,60,50,55.0,60,65,70,70,5,3
6,1978.0,1,0,110,5,4,4,1,3,2,2,4,1,1,1,3,2,2,2,5,5,5,5,2,3,1.0,1,4,3,2,3,2,50000.0,1,3,2,2,1,0,1961.0,1985.0,4.0,1.0,1.0,2,1,5,5,5,5,2,4,-8,-8,5,60,60,60,60,60.0,60,60,60,60,4,4
10,2014.0,2,0,118,2,1,1,1,2,2,1,2,4,4,5,1,2,5,3,2,3,1,2,3,2,3.0,3,4,2,5,8,4,60000.0,2,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,-8,3,5,4,5,4,5,4,4,4,90,70,40,60,60.0,60,40,40,60,4,2
4,-2.0,1,1,120,2,2,2,1,1,2,1,1,5,1,5,4,2,5,5,5,2,1,1,2,4,8.0,1,2,1,1,1,1,80000.0,1,2,0,2,1,0,1976.0,1995.0,3.0,1.0,1.0,3,3,3,4,4,4,3,3,3,3,2,80,80,0,70,60.0,50,50,50,70,5,2
6,1972.0,1,0,130,4,4,4,2,3,3,2,5,4,2,1,3,2,4,4,2,1,2,3,3,3,3.0,2,4,5,4,5,3,30000.0,1,3,1,2,0,0,0.0,0.0,0.0,0.0,0.0,2,2,4,4,4,5,3,4,4,-8,4,70,70,70,65,70.0,80,-2,80,60,5,4
3,-2.0,1,0,125,5,4,4,1,1,1,2,5,1,1,1,5,5,4,2,5,5,5,4,4,1,6.0,2,2,3,2,3,2,20000.0,2,2,1,2,1,0,1959.0,1980.0,3.0,1.0,1.0,3,2,4,4,3,3,2,2,-8,-8,4,80,40,70,70,60.0,40,70,70,70,2,3
3,-2.0,1,0,156,4,4,5,2,1,1,1,5,1,1,1,4,5,3,4,5,4,5,2,2,2,6.0,1,4,6,6,6,4,50000.0,2,2,1,2,1,0,1961.0,1984.0,6.0,1.0,2.0,2,2,3,5,4,5,3,4,-8,-8,4,100,60,80,80,80.0,80,80,60,80,6,5
6,1976.0,1,0,156,4,3,3,1,3,2,2,5,1,1,1,4,5,4,3,4,4,5,3,3,1,2.0,2,4,4,4,4,2,-3.0,2,3,1,2,1,0,1961.0,1985.0,1.0,1.0,1.0,2,1,3,4,4,4,2,4,3,3,4,50,40,30,30,18.0,50,60,40,40,0,4
1,-2.0,1,0,110,4,5,5,5,1,1,1,5,1,1,1,2,5,3,3,5,5,5,4,4,2,2.0,1,4,4,6,7,2,30000.0,2,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,4,4,5,5,3,-8,-8,-8,5,60,30,30,80,0.0,0,70,60,60,4,4
4,1980.0,1,1,120,5,5,5,5,5,4,3,5,1,1,1,4,1,4,4,5,2,5,2,3,4,3.0,2,1,6,5,7,3,30000.0,2,3,1,2,1,0,1957.0,1975.0,3.0,1.0,5.0,2,2,3,4,4,5,2,-8,4,4,4,80,80,80,80,80.0,80,80,70,75,4,4
1,-2.0,2,0,99,1,1,1,1,1,1,2,3,1,1,1,5,5,4,5,5,5,5,2,2,2,6.0,1,1,3,2,5,5,9000.0,2,1,1,2,1,0,1952.0,1972.0,1.0,2.0,1.0,3,1,3,-8,-8,4,2,-8,3,-8,3,60,60,50,40,40.0,30,30,40,30,0,1
4,1977.0,1,0,124,4,4,3,1,1,1,1,5,2,1,1,3,4,4,4,5,5,5,4,3,2,3.0,6,4,4,4,4,3,110000.0,2,3,2,2,1,0,1965.0,1985.0,3.0,1.0,1.0,2,1,4,4,3,4,3,3,2,2,5,80,80,80,80,80.0,80,75,80,80,5,4
3,-2.0,1,0,150,4,5,3,1,1,1,1,4,2,1,1,4,5,4,5,5,5,3,1,3,1,8.0,1,3,3,2,5,1,20000.0,3,2,1,2,1,0,1972.0,1991.0,4.0,1.0,1.0,3,1,4,5,4,5,5,5,4,-8,3,70,80,70,70,60.0,80,70,70,70,3,4
4,1984.0,1,0,160,3,4,4,1,1,1,1,5,1,1,1,4,5,4,4,5,5,5,3,3,1,2.0,1,2,4,2,6,3,40000.0,3,3,1,2,1,0,1973.0,1991.0,3.0,1.0,1.0,2,3,4,2,1,3,2,2,2,2,5,80,75,80,75,70.0,75,65,80,85,5,4
4,1986.0,4,0,173,4,5,2,1,1,1,1,4,5,1,2,4,5,5,5,5,5,1,2,4,1,5.0,1,1,1,1,3,1,50000.0,3,3,1,2,1,0,1968.0,1992.0,4.0,1.0,1.0,2,2,5,5,5,5,5,5,-8,-8,4,75,75,75,75,80.0,80,75,80,80,4,4
4,1959.0,1,0,120,4,3,5,2,1,1,1,5,1,1,1,5,1,5,5,5,5,5,1,5,1,8.0,2,4,3,3,-8,1,32800.0,2,2,1,2,1,0,1954.0,1982.0,2.0,1.0,2.0,2,2,4,5,5,5,5,5,5,5,3,90,90,90,90,90.0,90,90,90,90,4,4
3,1973.0,4,0,160,5,4,4,1,3,3,2,3,1,1,4,5,5,4,4,4,4,5,3,3,3,3.0,1,4,4,4,4,4,40000.0,2,3,1,2,1,0,1960.0,1982.0,3.0,1.0,1.0,2,2,4,4,4,4,4,3,3,3,4,70,70,70,70,70.0,70,70,70,70,4,4
6,1999.0,1,1,94,4,5,4,2,3,2,1,3,4,1,2,4,2,4,3,1,2,1,1,3,1,8.0,2,3,5,4,6,3,110000.0,4,3,1,2,1,0,1978.0,2004.0,10.0,1.0,2.0,2,1,3,4,4,4,2,4,3,3,3,50,50,50,60,50.0,40,50,60,60,5,4
11,2013.0,1,0,98,3,2,3,2,1,1,1,5,5,5,1,2,2,4,2,3,3,1,4,4,3,3.0,6,2,5,4,6,2,120000.0,1,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,2,2,2,2,2,3,2,3,3,45,65,25,52,45.0,65,88,56,20,5,3
6,2008.0,1,0,98,4,4,4,2,3,2,1,4,4,4,1,3,3,3,3,4,2,1,3,2,2,3.0,1,4,4,3,5,3,100000.0,2,3,1,2,1,0,1988.0,2011.0,6.0,1.0,2.0,2,2,5,4,4,5,2,4,-8,4,4,80,70,80,80,75.0,70,80,75,85,4,3
3,-2.0,1,0,100,2,3,3,1,1,1,1,4,2,2,1,4,5,4,4,4,5,5,3,2,1,3.0,1,4,4,2,5,1,3000.0,6,2,1,2,1,0,1961.0,-2.0,3.0,1.0,1.0,3,2,4,4,4,4,4,-8,3,4,4,80,70,75,80,80.0,70,80,75,80,1,4
4,1962.0,1,0,150,3,3,4,1,2,1,1,4,1,1,1,3,4,4,1,2,5,5,3,4,1,1.0,6,4,6,5,6,1,34000.0,2,3,1,2,1,0,1943.0,1964.0,3.0,1.0,1.0,2,1,4,5,4,4,3,3,3,4,5,80,70,70,80,60.0,60,80,70,70,4,5
4,1966.0,1,0,100,5,5,4,4,1,1,1,4,1,1,1,3,5,4,3,2,5,5,1,4,1,8.0,1,5,5,1,6,7,60000.0,2,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,1,4,4,4,4,3,3,-8,4,2,90,95,-2,90,-2.0,85,85,-2,50,4,5
4,1980.0,1,0,130,1,1,2,2,2,2,2,3,1,1,2,4,3,4,4,5,5,5,2,1,1,4.0,1,2,2,3,2,1,3000.0,8,1,1,2,1,0,1962.0,1987.0,6.0,1.0,2.0,3,3,4,3,3,4,3,3,-8,-8,2,60,50,50,70,65.0,70,55,65,70,2,2
3,-2.0,1,0,130,5,5,3,5,1,1,1,2,1,1,2,2,5,4,3,5,5,5,2,4,1,4.0,1,4,1,1,1,1,130000.0,5,2,1,2,1,0,1978.0,2000.0,3.0,1.0,5.0,-8,2,4,-8,4,5,5,5,-8,-8,3,100,100,100,100,100.0,100,100,100,100,5,4
11,-1.0,2,1,90,5,4,4,1,2,4,2,4,5,3,2,2,1,4,2,3,1,1,3,4,5,2.0,2,3,3,2,5,3,15000.0,5,1,1,2,0,0,0.0,0.0,0.0,0.0,0.0,3,1,5,3,3,4,1,4,1,-8,2,80,60,60,80,80.0,80,60,70,50,2,4
4,-2.0,1,0,142,4,5,4,2,2,2,3,4,2,2,1,4,2,4,4,5,2,3,2,2,1,6.0,2,4,5,5,5,5,150000.0,3,3,1,1,1,0,1974.0,1992.0,4.0,1.0,2.0,2,2,3,4,3,5,3,4,3,3,4,50,50,50,50,50.0,50,50,50,50,5,5
3,-2.0,1,0,104,4,5,3,1,1,1,3,4,1,1,2,3,5,3,5,4,4,5,3,3,1,7.0,5,1,3,2,6,6,40000.0,6,2,1,2,1,0,1975.0,2000.0,4.0,1.0,1.0,3,1,4,2,2,4,1,1,4,2,4,50,70,65,30,30.0,80,15,30,45,3,4
4,1984.0,1,1,125,3,3,2,1,2,2,2,4,4,1,2,3,4,4,3,3,4,1,3,4,3,4.0,2,3,4,3,4,3,120000.0,3,3,1,1,1,0,1968.0,1992.0,4.0,1.0,1.0,2,2,3,3,3,3,3,3,2,3,3,80,80,80,80,80.0,80,70,80,90,5,3
7,1983.0,1,1,150,3,3,2,5,5,5,2,5,2,1,3,4,1,3,3,4,3,4,2,4,3,6.0,1,3,5,5,5,8,50000.0,3,3,-1,2,1,0,1975.0,1988.0,7.0,1.0,5.0,2,2,3,5,5,5,4,4,4,4,2,50,50,60,50,60.0,60,80,80,90,4,3
4,-2.0,1,0,120,4,4,3,1,2,1,1,4,1,1,-8,4,3,4,4,5,5,5,4,3,1,4.0,1,3,4,2,5,1,20000.0,2,3,1,2,1,0,1960.0,-2.0,1.0,1.0,1.0,2,1,3,4,5,5,-8,-8,-8,-8,4,80,80,-2,-2,-2.0,-2,60,-2,-2,3,3
10,2010.0,1,0,160,5,5,5,2,1,1,1,4,5,1,1,3,5,5,5,5,1,1,2,3,5,7.0,2,2,4,4,7,5,230000.0,2,4,1,1,0,1,1988.0,2013.0,12.0,2.0,5.0,3,2,3,3,2,5,2,5,3,4,3,80,80,60,75,60.0,70,40,80,80,5,5
3,-2.0,1,0,120,2,3,2,2,1,1,1,5,1,1,1,2,5,4,2,5,2,5,2,3,1,4.0,1,3,1,1,1,1,25000.0,2,2,1,2,1,0,1955.0,-2.0,3.0,1.0,2.0,3,2,4,3,2,4,1,3,1,1,3,70,60,70,70,50.0,60,50,60,70,3,3
10,-3.0,4,0,130,5,4,4,5,4,2,2,3,4,3,2,5,1,3,2,2,1,1,2,3,5,5.0,1,2,5,2,7,2,80000.0,4,4,1,2,0,0,1976.0,1995.0,12.0,4.0,5.0,2,1,3,4,3,5,1,3,2,-8,3,80,80,60,60,50.0,50,50,60,60,5,4
1,-2.0,1,0,110,1,2,3,1,1,1,1,1,1,1,5,5,5,4,5,5,5,5,3,4,1,5.0,2,3,3,2,4,1,80000.0,2,2,1,2,1,0,1947.0,1969.0,1.0,1.0,1.0,3,1,4,5,5,4,4,5,4,2,5,90,80,80,90,80.0,90,80,80,80,2,4
3,-2.0,1,0,140,2,3,3,2,1,1,1,5,1,1,1,2,5,3,3,5,2,5,3,4,2,3.0,1,4,6,4,8,3,40000.0,4,3,2,2,1,0,1955.0,1980.0,7.0,4.0,2.0,2,1,4,4,3,4,3,4,4,4,5,75,75,75,75,70.0,80,70,75,80,3,4
14,-1.0,4,0,120,2,2,4,1,1,1,1,4,1,1,1,4,5,4,4,5,5,5,2,4,1,6.0,1,2,6,4,7,2,15000.0,2,3,1,2,1,0,1938.0,1966.0,1.0,2.0,1.0,2,2,-8,2,2,3,2,2,3,2,2,60,50,40,40,30.0,50,40,40,50,2,4
10,1966.0,4,0,138,3,3,3,2,4,3,4,4,4,2,1,2,1,3,3,3,3,1,3,3,3,3.0,2,4,6,6,6,6,100000.0,2,3,1,1,1,0,1945.0,1970.0,10.0,1.0,2.0,2,2,3,3,3,3,3,3,3,3,3,70,70,70,70,70.0,70,70,70,70,5,4
4,2003.0,1,0,110,5,4,4,2,1,1,1,4,4,2,2,1,5,4,3,2,2,1,3,4,2,2.0,3,2,5,7,8,4,40000.0,4,3,2,2,1,0,1985.0,2008.0,4.0,1.0,2.0,2,2,4,5,3,5,3,3,4,4,3,50,70,80,50,60.0,30,30,40,50,1,5
3,1961.0,1,0,160,4,4,4,2,2,2,2,5,2,2,1,4,4,4,2,4,1,5,4,3,2,1.0,1,2,3,3,3,2,24000.0,2,2,1,2,1,0,1948.0,1971.0,4.0,4.0,2.0,3,2,3,3,3,4,2,3,3,3,3,70,70,60,70,60.0,60,60,70,60,1,4
1,-2.0,1,0,93,2,2,2,1,1,1,1,2,1,1,2,5,5,5,5,5,5,5,3,2,1,2.0,1,4,5,4,5,2,30000.0,3,3,2,2,1,0,1946.0,1964.0,4.0,1.0,1.0,2,2,4,5,3,4,2,3,3,3,5,100,100,100,100,100.0,100,100,100,100,1,4
4,2008.0,1,1,120,5,5,4,2,2,2,1,4,4,2,2,4,3,4,2,3,2,1,3,4,2,3.0,6,1,4,3,6,5,50000.0,3,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,3,4,4,5,3,5,3,3,3,60,30,20,70,10.0,10,30,30,40,3,4
2,-2.0,4,1,103,4,4,4,5,2,2,3,4,1,1,1,5,4,5,5,4,4,5,4,3,2,7.0,1,3,5,5,6,3,50000.0,3,3,1,2,1,0,1936.0,1954.0,2.0,4.0,5.0,2,2,4,5,4,5,4,4,3,4,5,80,90,80,70,80.0,70,80,60,70,3,4
1,-2.0,1,0,115,2,-8,2,1,1,1,1,1,1,1,5,5,5,4,5,5,1,5,3,4,1,7.0,1,4,5,4,5,4,5000.0,2,3,1,2,1,0,1946.0,1970.0,3.0,1.0,1.0,2,1,3,3,3,2,2,-8,-8,-8,2,100,100,100,99,100.0,100,85,100,100,1,4
4,1987.0,1,0,110,5,5,4,1,1,1,1,4,3,1,1,3,5,4,4,4,4,2,3,3,3,3.0,1,3,4,3,4,2,60000.0,3,2,2,2,1,0,1971.0,1994.0,4.0,1.0,1.0,2,1,3,3,3,3,2,3,3,3,5,30,40,30,40,50.0,40,60,40,20,1,4
4,1959.0,1,0,100,4,4,4,1,4,3,4,5,1,1,1,3,2,4,4,5,2,5,4,4,4,2.0,2,4,5,4,6,2,15000.0,2,3,1,2,1,0,1946.0,1963.0,3.0,1.0,1.0,2,1,5,5,4,5,4,4,-8,-8,5,50,80,80,80,60.0,70,70,70,79,3,5
3,1977.0,1,0,170,2,3,5,1,1,1,3,5,1,1,2,5,5,4,5,5,5,5,3,1,1,6.0,1,4,4,3,4,2,30000.0,2,3,1,2,1,0,1968.0,1988.0,3.0,1.0,1.0,2,2,4,5,4,5,4,3,-8,-8,4,80,90,70,80,80.0,80,60,80,80,2,3
1,-2.0,1,0,124,4,4,4,2,1,1,1,4,1,1,1,2,5,4,4,5,2,5,4,4,2,6.0,1,4,5,4,6,4,40000.0,2,3,2,2,1,0,1945.0,-2.0,1.0,1.0,2.0,2,1,4,5,5,5,2,-8,2,5,5,90,90,70,90,80.0,90,90,90,90,3,5
4,1994.0,1,0,110,5,5,5,1,1,2,1,5,4,3,1,2,3,3,2,5,5,2,4,4,2,2.0,1,4,6,6,6,4,-3.0,6,3,1,2,1,0,1976.0,1999.0,4.0,1.0,1.0,2,2,4,4,4,5,4,4,3,-8,4,50,60,-2,40,50.0,70,70,50,50,1,4
4,2010.0,1,0,200,4,5,5,1,2,2,3,4,5,3,2,3,3,4,4,2,5,1,2,3,2,5.0,3,3,4,4,6,4,30000.0,5,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,4,4,4,4,3,4,4,3,4,100,100,80,70,70.0,100,80,90,90,4,4
1,-2.0,-8,0,90,1,2,3,1,1,1,4,3,1,1,2,4,5,4,2,5,1,5,2,2,1,1.0,2,4,5,5,5,2,15000.0,2,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,4,4,4,3,4,4,4,5,80,90,80,80,90.0,80,80,90,90,2,4
12,1999.0,4,1,120,2,4,3,4,4,3,2,4,4,1,1,4,1,4,3,3,3,1,3,2,2,5.0,1,2,7,4,8,3,165000.0,2,2,0,2,0,1,1977.0,2012.0,11.0,4.0,4.0,2,3,4,5,4,5,4,5,4,5,3,70,70,40,50,50.0,50,70,70,70,5,3
12,2006.0,1,0,92,4,5,4,2,4,4,2,4,5,4,1,2,1,3,4,1,3,1,3,4,5,2.0,6,4,4,4,4,3,1000000.0,3,3,2,1,1,0,1982.0,2010.0,12.0,4.0,2.0,2,1,4,3,3,3,3,3,3,3,3,60,60,60,80,80.0,60,60,70,60,5,3
4,1995.0,1,1,130,5,5,5,1,1,1,1,3,1,3,2,3,3,3,5,5,5,5,3,3,2,2.0,1,4,5,5,10,4,20000.0,4,3,1,1,1,0,1980.0,2004.0,4.0,1.0,1.0,2,1,3,4,3,4,5,5,-8,-8,4,50,60,50,50,60.0,60,50,50,50,1,5
6,1988.0,1,0,130,5,5,5,2,2,2,2,3,3,1,2,4,3,4,3,3,4,3,4,3,2,5.0,4,3,5,5,5,4,200000.0,4,3,1,1,1,0,1968.0,1994.0,4.0,1.0,2.0,2,2,3,4,4,4,4,4,4,4,2,70,70,70,70,70.0,70,70,70,70,5,4
3,-2.0,1,0,110,2,2,4,1,1,1,1,5,1,1,1,4,5,4,4,5,5,5,2,3,1,5.0,1,4,4,2,7,1,20000.0,2,3,1,2,1,0,1952.0,-2.0,4.0,1.0,1.0,2,1,3,3,3,5,3,3,3,3,5,50,60,50,50,80.0,60,80,70,80,2,4
12,2002.0,4,0,100,5,5,5,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,3,3,3,3.0,2,2,8,8,8,8,10000.0,2,3,1,1,1,0,1980.0,2005.0,10.0,4.0,2.0,-8,-8,-8,3,3,3,3,3,3,3,2,80,80,80,80,80.0,80,80,80,80,5,3
4,2002.0,1,0,140,4,5,5,1,4,2,3,4,4,4,1,4,2,5,4,3,5,1,2,3,1,2.0,2,5,5,4,6,4,120000.0,6,3,1,1,1,0,1986.0,2011.0,4.0,1.0,1.0,2,1,4,4,4,5,3,5,4,3,2,80,70,70,80,90.0,80,60,70,80,5,5
12,2012.0,2,0,96,5,5,5,1,2,2,3,4,4,1,1,2,4,3,3,2,3,1,4,4,3,2.0,2,3,6,6,7,6,-2.0,4,3,1,1,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,5,5,5,3,4,3,3,3,90,90,90,80,85.0,80,90,90,90,2,4
10,2005.0,1,0,100,4,5,4,2,2,2,2,5,5,5,1,2,4,4,4,1,2,1,3,4,4,4.0,5,4,5,3,7,3,200000.0,3,4,2,1,1,0,1983.0,2010.0,10.0,1.0,2.0,1,1,4,4,3,5,2,4,2,2,3,50,50,0,50,60.0,80,50,60,60,5,4
6,1984.0,1,1,110,5,5,5,1,4,4,4,4,5,2,2,3,1,4,4,5,2,1,2,3,3,6.0,2,3,4,4,5,5,80000.0,1,2,0,2,1,0,1965.0,1988.0,4.0,1.0,2.0,2,2,3,2,2,4,1,3,2,2,2,50,40,60,50,60.0,60,50,65,70,3,4
1,-2.0,1,0,87,2,3,3,1,1,1,1,3,1,1,2,5,5,4,5,5,5,5,2,3,1,6.0,2,4,5,4,4,3,5000.0,4,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,3,4,4,4,4,2,2,2,2,4,80,70,80,80,80.0,60,60,70,70,1,4
12,2015.0,2,1,128,5,5,5,1,3,2,2,3,4,1,2,3,4,4,2,2,2,1,5,5,5,1.0,3,4,9,2,9,5,120000.0,6,3,2,1,1,0,0.0,0.0,0.0,0.0,0.0,2,2,5,4,3,3,3,4,3,3,4,80,60,50,70,75.0,80,60,75,75,5,5
3,-2.0,1,0,100,3,5,2,1,1,1,1,4,1,3,1,3,5,4,5,2,5,5,3,4,1,7.0,1,2,3,1,5,1,10000.0,2,2,2,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,3,4,3,5,3,-8,1,3,3,80,50,30,40,50.0,60,70,30,50,2,3
4,1982.0,1,0,120,2,2,2,1,1,1,1,3,1,2,1,4,5,4,4,5,5,5,4,4,1,7.0,1,1,3,5,2,5,20000.0,1,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,4,5,2,4,2,4,4,4,4,90,60,80,80,70.0,70,80,80,65,2,1
1,-2.0,1,1,95,3,3,3,1,1,1,1,4,1,1,1,5,5,4,4,5,4,5,2,2,2,6.0,1,4,4,3,4,-8,14400.0,2,2,0,2,1,0,1955.0,1970.0,3.0,1.0,1.0,3,2,3,3,3,3,3,3,3,3,3,80,60,50,60,75.0,85,65,80,80,1,4
4,1984.0,1,0,110,5,5,5,1,1,1,1,4,1,1,1,5,5,5,5,5,5,5,4,4,1,1.0,1,4,2,1,2,1,30000.0,2,3,1,2,1,0,1969.0,1994.0,3.0,1.0,1.0,2,2,3,5,4,4,3,3,-8,-8,5,100,100,100,100,100.0,100,100,100,100,4,5
10,1978.0,1,0,150,5,5,3,5,5,2,1,5,5,1,1,2,1,2,4,1,2,1,1,4,5,8.0,2,2,5,5,8,3,100000.0,2,2,1,1,1,0,1953.0,1980.0,10.0,1.0,5.0,3,3,3,4,2,5,2,3,2,4,2,50,50,50,60,50.0,60,30,50,30,5,4
6,1991.0,1,0,160,4,5,4,2,2,2,1,5,3,2,1,4,4,3,1,4,1,3,5,4,2,1.0,4,2,6,7,6,3,200000.0,3,4,2,1,1,0,1977.0,1995.0,4.0,1.0,2.0,2,3,4,2,2,4,2,3,2,2,2,80,80,80,80,80.0,60,80,80,80,5,4
3,-2.0,1,0,120,4,3,4,1,1,1,1,5,1,1,1,5,5,4,3,5,3,5,4,3,1,4.0,1,2,3,3,3,3,5000.0,2,2,1,2,1,0,1944.0,1969.0,3.0,1.0,1.0,2,2,3,5,5,5,4,-8,4,-8,5,80,80,80,80,80.0,80,80,80,80,2,4
3,-2.0,4,0,160,3,5,3,4,1,1,1,5,1,1,1,4,5,4,5,5,5,5,1,2,2,8.0,1,2,4,1,4,1,30000.0,7,2,1,2,1,0,1964.0,1981.0,4.0,1.0,1.0,3,1,3,5,2,4,2,4,4,4,4,0,0,-2,50,60.0,0,0,60,0,2,4
3,-2.0,1,0,130,5,5,4,1,1,1,1,3,1,1,2,3,5,4,5,5,5,5,2,3,1,7.0,1,2,7,5,7,3,30000.0,2,3,2,2,1,0,1964.0,1989.0,6.0,1.0,1.0,2,1,4,4,4,4,2,-8,3,4,4,70,60,70,60,60.0,80,60,60,60,1,4
4,2003.0,1,0,100,4,5,5,1,1,1,1,2,4,3,2,3,4,3,4,2,4,2,1,1,1,8.0,3,4,3,3,4,5,30000.0,4,3,1,2,1,0,1985.0,2008.0,4.0,1.0,4.0,2,2,3,4,4,4,2,4,-8,-8,2,90,-2,-3,90,-2.0,-2,100,90,80,3,4
4,1974.0,4,0,140,3,3,4,2,2,2,5,5,2,3,1,2,3,4,4,2,1,4,2,5,2,6.0,2,2,3,4,3,2,100000.0,6,2,1,1,1,0,1957.0,1981.0,4.0,1.0,2.0,3,3,5,4,4,4,5,5,4,4,4,95,95,70,80,80.0,85,85,85,85,6,3
3,-2.0,1,0,102,2,3,2,1,3,3,2,5,1,1,1,5,3,4,4,4,2,5,4,2,2,4.0,1,3,3,1,4,1,12000.0,3,3,2,2,1,0,1952.0,1976.0,1.0,1.0,1.0,2,1,3,4,4,4,2,4,-8,-8,5,70,70,70,70,70.0,70,70,70,70,3,4
4,2011.0,2,0,90,5,4,4,1,1,1,1,2,4,4,3,4,5,4,5,3,1,1,2,4,3,1.0,1,4,2,4,6,4,30000.0,5,2,1,2,1,0,1997.0,0.0,3.0,1.0,1.0,2,2,3,4,4,5,3,4,2,4,3,80,60,50,45,70.0,45,80,50,45,3,3
1,-2.0,1,0,105,3,3,4,1,1,1,3,3,1,1,1,2,5,3,4,4,1,5,3,3,2,5.0,3,4,4,4,4,2,-3.0,3,2,1,2,1,0,1945.0,1967.0,1.0,1.0,1.0,2,2,3,3,3,5,3,-8,-8,3,2,100,90,90,80,80.0,80,70,90,80,2,5
12,2014.0,2,0,120,5,5,5,1,2,4,2,4,4,1,2,4,2,2,3,3,2,3,3,3,4,2.0,1,5,5,1,10,2,20000.0,5,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,1,3,4,2,4,4,4,4,4,4,30,29,30,26,25.0,30,38,36,40,0,3
4,2007.0,1,0,110,4,4,4,1,1,1,1,5,5,1,1,3,5,4,3,2,5,1,3,2,2,5.0,1,3,5,3,6,3,60000.0,2,2,1,2,1,0,1992.0,2003.0,4.0,1.0,1.0,2,2,4,3,3,4,3,4,5,5,1,80,80,70,80,70.0,70,70,70,70,5,4
4,-2.0,1,0,106,3,5,5,2,1,1,1,4,4,1,1,3,5,4,4,1,5,1,3,3,2,4.0,2,4,3,2,4,2,50000.0,4,2,2,2,1,0,1981.0,2003.0,7.0,4.0,1.0,2,1,4,4,4,4,2,4,1,1,3,80,80,80,80,80.0,70,70,80,80,1,4
13,2008.0,1,0,126,5,5,4,2,1,3,2,3,5,3,2,4,1,4,4,5,5,1,3,4,5,6.0,1,2,4,4,-8,2,30000.0,1,2,2,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,3,4,4,4,2,4,2,2,5,55,50,50,55,55.0,50,40,60,60,4,4
4,-2.0,1,0,116,3,5,5,5,2,3,1,3,1,1,1,3,3,2,2,1,5,5,3,3,3,2.0,1,3,5,5,5,4,70000.0,2,3,1,2,1,0,1951.0,1981.0,4.0,1.0,5.0,2,2,3,4,3,4,4,3,3,4,2,85,60,75,80,70.0,70,70,90,80,4,4
6,1979.0,1,0,150,3,3,4,1,1,1,1,4,1,1,1,5,5,4,3,5,2,5,3,4,1,4.0,2,2,1,1,1,1,20000.0,2,2,1,2,1,0,1957.0,1980.0,4.0,1.0,1.0,3,2,4,5,4,5,4,-8,-8,-8,5,-2,70,-2,-2,-2.0,60,65,-2,-2,2,3
