happiness,survey_type,province,city,county,gender,birth,nationality,religion,religion_freq,edu,edu_status,edu_yr,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,weekday,year,quarter,hour,month,hour_cut,birth_s,income_cut,properties,insurs,invests
4,1,5,11,27,1,1949,1,-8,1,4,4.0,1966.0,24000,4,60.0,0,1,1,0,0,0,0,0,0,170,120,3,5,5,2,1.0,5,1,4,5,1,1,1,5,4,3,5,4,4,5,5,5,5,5,2,3,2,1.0,1.0,1,3,5,4,6,4,5,0.0,0.0,0.0,0.0,1,1,2,2,40000.0,2,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0.0,3,1976.0,1952.0,1976.0,10.0,1.0,2.0,20000.0,5.0,0.0,0.0,-2,-8,1,-8,-2,1,1,15,2,1,-8,3,30000.0,5,2,2,2,5,4,3,5,3,3,2,3,2,4,-3,-3,-3,-3,-3.0,-3,-3,-3,-3,1,2015,3,11,7,2,2,6,5,13,0
2,2,22,66,105,1,1965,1,1,3,6,4.0,1982.0,1000,1,95.0,0,0,0,0,1,0,0,0,0,165,106,2,1,3,1,1.0,3,3,3,1,1,1,5,5,5,3,5,4,5,5,4,5,5,5,2,4,2,6.0,6.0,1,2,1,1,2,5,5,0.0,0.0,0.0,0.0,1,1,2,2,5000.0,4,1,1,2,0,1,0,0,0,0,0,0,0,1,1,1.0,3,1989.0,1966.0,1989.0,4.0,1.0,1.0,4000.0,5.0,0.0,0.0,1929,3,1,2,1932,1,1,2,3,3,4,2,10000.0,4,4,4,4,4,4,4,4,4,3,3,4,4,3,80,80,65,80,65.0,75,75,60,75,5,2015,3,11,7,2,4,1,16,13,1
4,1,12,32,55,1,1969,1,1,1,12,4.0,1993.0,200000,1,140.0,0,1,1,0,0,0,0,0,0,175,120,4,5,5,5,3.0,1,3,4,1,5,1,5,5,4,4,5,4,3,4,1,5,5,1,2,5,1,7.0,3.0,3,2,6,4,6,3,1,3.0,22.0,1.0,2.0,1,1,1,1,300000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,0,1,1.0,3,1996.0,1970.0,1996.0,12.0,4.0,5.0,100000.0,1.0,3.0,1.0,1935,10,1,1,1937,3,1,1,2,2,4,2,50000.0,4,-8,-8,-8,4,4,2,3,2,3,-8,3,3,3,60,60,60,60,60.0,60,60,60,60,1,2015,3,19,9,5,4,5,5,0,1
4,1,18,54,88,2,1977,1,1,1,6,4.0,1996.0,0,1,100.0,0,1,0,0,0,0,0,0,1,160,120,5,5,4,2,1.0,2,1,2,4,1,1,1,5,1,4,4,3,4,4,3,5,4,4,2,2,1,7.0,5.0,1,3,4,3,3,3,5,0.0,0.0,0.0,0.0,1,1,2,2,40000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,1,1,2.0,3,1998.0,1970.0,1998.0,6.0,4.0,2.0,40000.0,1.0,3.0,1.0,1940,3,1,16,1940,3,1,16,2,2,3,2,50000.0,3,3,3,3,5,3,3,3,3,3,3,3,3,5,80,80,80,80,80.0,80,75,80,80,0,2015,3,14,7,4,5,1,65,13,1
4,1,15,40,71,2,1983,1,1,1,11,4.0,2008.0,50000,1,85.0,0,1,1,0,0,0,0,0,0,163,120,5,5,5,2,3.0,2,2,2,4,5,3,1,3,2,4,4,3,3,2,2,4,5,1,3,3,2,4.0,3.0,2,4,4,5,4,5,1,3.0,14.0,1.0,3.0,1,1,2,2,100000.0,2,3,1,2,0,0,1,0,0,0,0,0,0,0,1,1.0,3,2007.0,1979.0,2007.0,6.0,1.0,2.0,50000.0,1.0,3.0,1.0,1955,6,1,1,1958,4,1,1,2,2,3,2,70000.0,4,4,4,4,5,5,4,4,4,3,-8,3,3,2,90,90,85,90,85.0,85,90,80,80,0,2015,3,11,7,2,6,5,5,13,4
3,2,29,83,126,2,1935,1,0,3,1,5.0,-2.0,0,1,120.0,0,0,0,1,0,0,0,0,0,160,130,4,4,4,1,1.0,1,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,6.0,6.0,1,3,3,2,3,2,6,0.0,0.0,0.0,0.0,1,1,2,2,20000.0,1,2,1,2,0,1,0,0,0,0,0,0,0,1,2,0.0,3,-2.0,1932.0,-2.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,-2,1,1,2,-2,1,1,2,2,2,3,2,10000.0,4,5,4,4,4,4,4,5,4,5,5,4,3,3,60,70,60,70,60.0,70,70,60,70,1,2015,3,14,7,4,1,1,9,13,1
4,1,18,55,89,1,1989,1,1,1,3,2.0,-2.0,10000,1,60.0,0,0,0,0,0,0,0,0,1,180,150,5,4,4,2,2.0,1,1,1,3,4,1,2,4,2,4,4,4,4,4,4,5,5,1,1,3,1,8.0,8.0,1,4,5,4,9,4,1,2.0,2.0,1.0,4.0,1,2,2,2,30000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,1,2,1965,1,1,2,2,2,4,3,80000.0,4,4,4,4,4,4,4,3,3,3,3,3,3,4,60,60,60,60,60.0,60,60,60,60,5,2015,3,12,7,3,6,2,64,14,1
4,2,31,86,129,2,1970,1,1,1,6,4.0,1992.0,30000,1,162.0,0,0,1,0,0,0,0,0,0,159,145,3,4,5,2,2.0,2,1,5,5,3,1,1,5,4,5,5,3,5,4,5,5,5,4,2,3,1,3.0,7.0,1,3,1,1,5,6,1,7.0,19.0,1.0,4.0,1,1,2,2,60000.0,2,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1993.0,1970.0,1993.0,6.0,1.0,2.0,30000.0,1.0,3.0,1.0,1945,4,1,1,1943,4,1,1,3,2,4,2,10000.0,4,4,3,5,4,4,3,5,4,5,-8,5,2,5,60,80,50,60,20.0,80,80,50,80,1,2015,3,8,8,2,4,4,4,13,1
5,1,15,40,71,2,1991,1,0,2,12,4.0,2013.0,40000,4,70.0,0,0,0,0,0,0,0,0,1,156,98,4,5,5,2,2.0,1,1,1,2,5,1,5,4,2,4,4,3,3,1,5,5,3,1,1,5,3,8.0,8.0,6,2,5,2,7,2,1,3.0,2.0,1.0,3.0,1,1,2,2,100000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963,6,1,1,1965,6,1,1,3,1,4,2,100000.0,3,3,4,4,5,4,3,3,2,2,3,4,3,1,90,80,90,90,90.0,90,50,90,90,5,2015,3,19,7,5,7,5,64,13,1
4,1,30,85,128,1,1957,1,1,3,6,2.0,1974.0,32400,1,53.0,0,1,0,0,0,0,0,0,0,163,140,5,5,4,4,1.0,4,2,2,4,4,1,1,5,4,2,5,4,3,2,1,5,5,2,1,5,5,8.0,8.0,6,2,5,2,6,4,5,0.0,0.0,0.0,0.0,1,1,2,2,62400.0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1982.0,1959.0,1982.0,4.0,1.0,2.0,30000.0,5.0,0.0,0.0,1936,10,4,1,1938,3,1,2,2,1,4,3,100000.0,4,1,4,3,4,5,1,5,1,4,1,4,3,4,80,80,80,90,70.0,80,70,90,80,5,2015,4,19,10,5,3,4,1,13,1
4,1,28,81,121,2,1977,1,1,1,1,5.0,-2.0,0,1,70.0,1,0,0,0,0,0,0,0,0,165,110,4,4,4,2,1.0,1,1,1,4,1,1,1,5,2,5,5,4,4,5,5,5,5,5,3,3,1,2.0,2.0,2,4,5,3,6,4,5,0.0,0.0,0.0,0.0,1,2,2,2,40000.0,2,2,-1,2,0,1,0,0,0,0,0,0,0,1,1,1.0,3,1995.0,1971.0,1995.0,3.0,1.0,1.0,30000.0,1.0,3.0,1.0,-2,1,1,-8,-2,-8,-8,-8,3,2,3,2,30000.0,5,4,4,3,5,5,3,5,3,5,-8,3,2,3,80,80,50,-2,60.0,60,70,50,60,4,2015,3,15,7,4,5,1,0,14,1
4,1,4,7,18,2,1934,1,1,1,1,5.0,-2.0,42000,4,100.0,0,0,0,0,0,0,0,0,1,156,140,1,3,3,2,1.0,1,1,5,5,1,1,1,5,5,5,4,4,4,5,4,5,5,5,2,4,1,6.0,3.0,1,4,5,5,5,5,5,0.0,0.0,0.0,0.0,2,1,2,2,42000.0,1,3,0,2,0,1,0,0,0,0,0,0,0,2,0,0.0,7,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,3,1,9,-2,1,1,2,1,2,4,2,60000.0,4,3,4,4,5,4,4,5,4,5,-8,4,1,5,90,80,70,80,80.0,90,80,80,80,6,2015,4,11,10,2,1,5,64,13,1
3,1,6,15,31,2,1965,1,1,1,4,4.0,1980.0,50000,1,105.0,0,0,0,0,0,0,0,0,1,150,80,3,3,3,1,1.0,2,2,2,4,2,2,2,4,2,4,4,4,3,4,4,4,5,4,2,4,2,6.0,6.0,2,3,4,3,4,3,3,0.0,0.0,0.0,0.0,1,2,2,2,150000.0,4,3,0,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1986.0,1964.0,1986.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,1948,1,1,2,1950,-8,1,2,2,2,3,2,100000.0,3,3,3,3,4,4,3,3,3,3,2,2,2,2,80,80,80,80,80.0,80,80,80,80,1,2015,3,8,8,2,4,5,64,14,1
2,1,22,66,105,2,1936,1,1,1,3,4.0,1952.0,0,1,50.0,0,0,1,0,0,0,0,0,0,148,72,2,2,3,2,1.0,1,1,1,3,1,1,2,5,2,5,5,4,2,5,5,5,5,5,2,3,1,3.0,6.0,1,4,3,2,3,2,4,0.0,0.0,0.0,0.0,1,1,2,2,24000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,2,3,0.0,3,1952.0,1933.0,1952.0,6.0,4.0,2.0,24000.0,5.0,0.0,0.0,-2,1,1,2,-2,1,1,2,3,3,4,2,30000.0,4,3,3,3,4,3,3,3,3,3,-8,4,2,3,70,60,60,60,70.0,60,60,60,70,5,2015,3,11,7,2,1,1,4,13,1
4,2,16,46,77,1,1945,1,1,1,1,5.0,-2.0,2000,1,300.0,0,0,0,1,0,0,0,0,0,165,100,3,3,4,1,1.0,2,2,2,4,1,2,1,5,5,4,4,3,3,4,3,5,5,5,4,3,3,2.0,3.0,1,4,4,3,5,2,4,0.0,0.0,0.0,0.0,1,1,1,2,100000.0,5,3,1,2,0,1,0,0,0,0,0,0,0,1,2,0.0,3,1970.0,1947.0,1970.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1918,1,1,1,1917,1,1,15,2,1,4,2,20000.0,4,3,4,3,5,4,3,4,4,3,3,3,2,5,50,50,30,70,60.0,40,40,50,60,1,2015,3,13,7,3,2,2,9,9,1
3,1,26,75,115,1,1960,1,1,1,6,4.0,-2.0,15600,1,24.2,0,1,0,0,0,0,0,0,0,173,135,4,4,4,2,2.0,4,2,2,5,1,2,1,5,4,2,5,4,4,2,3,5,5,5,3,3,2,2.0,3.0,2,2,4,4,4,2,1,4.0,30.0,1.0,3.0,1,1,2,2,15600.0,1,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,6,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-8,1,2,1938,3,1,4,3,2,4,2,3000.0,3,3,3,3,4,2,3,3,3,-8,-8,-8,2,4,60,70,70,60,70.0,70,60,60,60,4,2015,3,10,8,2,3,3,1,13,1
5,1,21,64,102,2,1990,1,1,1,9,4.0,2009.0,10000,1,120.0,0,1,0,0,0,0,0,0,0,156,90,5,4,4,5,1.0,2,2,2,2,5,4,3,4,2,3,4,4,3,2,2,3,3,1,4,4,4,6.0,3.0,6,3,5,4,6,4,1,3.0,7.0,1.0,3.0,1,2,2,2,-2.0,4,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1967,4,1,8,1966,3,1,15,2,3,4,2,-2.0,4,4,-8,-8,5,4,4,4,3,3,3,3,3,3,50,50,50,60,60.0,60,50,60,50,3,2015,3,15,7,4,6,2,1,14,1
4,1,21,63,99,1,1947,1,1,1,6,4.0,1966.0,50000,1,60.0,0,0,0,0,0,0,0,0,1,170,140,4,5,4,2,1.0,4,4,1,5,1,1,1,5,4,1,5,4,4,5,5,5,5,5,4,4,4,1.0,1.0,2,4,5,5,-8,5,5,0.0,0.0,0.0,0.0,1,2,2,2,50000.0,3,3,0,2,0,1,0,0,0,0,0,0,0,3,2,0.0,3,1970.0,1949.0,1970.0,3.0,1.0,4.0,0.0,4.0,0.0,0.0,1930,2,1,1,1928,1,1,2,2,2,4,2,100000.0,5,4,-8,-8,4,3,4,5,-8,4,-8,4,4,5,80,80,60,80,60.0,80,70,50,60,5,2015,3,11,7,2,2,5,64,14,1
5,1,4,7,18,2,1959,1,1,1,6,4.0,1976.0,20000,1,21.0,0,0,0,0,0,0,0,0,1,159,104,5,5,5,4,2.0,2,2,4,4,4,2,1,4,3,3,1,4,4,1,1,5,5,1,2,3,2,1.0,3.0,2,4,5,5,5,5,1,3.0,13.0,1.0,3.0,1,1,2,2,56000.0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,3,1985.0,1961.0,1985.0,4.0,1.0,4.0,36000.0,1.0,3.0,1.0,-2,3,1,2,-2,3,1,2,2,2,4,2,-2.0,3,3,3,3,3,3,3,3,3,3,-8,3,1,3,60,60,60,60,60.0,60,60,50,60,5,2015,4,11,10,2,3,3,64,13,1
4,2,13,35,65,2,1963,6,0,6,3,2.0,-2.0,3000,1,200.0,0,0,1,0,0,0,0,0,0,161,90,3,3,3,1,1.0,1,1,1,3,1,1,2,5,3,5,5,4,5,3,5,5,5,5,3,4,1,3.0,7.0,1,4,4,2,6,1,3,0.0,0.0,0.0,0.0,1,2,2,2,6000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,1,2,0.0,3,1986.0,1963.0,1986.0,4.0,1.0,1.0,3000.0,2.0,0.0,0.0,-2,3,1,16,-2,1,1,2,3,2,3,3,20000.0,4,4,4,4,5,-8,4,-8,4,-8,4,-8,3,5,80,80,80,80,80.0,80,80,80,80,0,2015,3,11,9,2,4,2,4,14,1
4,1,26,76,116,2,1965,1,1,1,3,4.0,1978.0,50000,1,90.0,0,1,0,0,0,0,0,0,0,155,90,3,4,4,2,1.0,2,2,3,5,2,2,1,3,4,4,4,4,2,4,4,4,5,5,3,2,2,2.0,3.0,1,4,5,3,8,2,5,0.0,0.0,0.0,0.0,1,1,2,2,70000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,3,1,0.0,3,1985.0,1970.0,-3.0,4.0,1.0,2.0,20000.0,5.0,0.0,0.0,-2,1,1,2,-2,1,1,2,2,2,4,3,100000.0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,100,80,90,79,87.0,90,89,98,87,2,2015,3,0,9,0,4,5,1,13,1
4,2,5,10,26,1,1982,1,1,1,4,4.0,1998.0,10000,1,90.0,0,0,1,0,0,0,0,0,0,170,140,3,2,3,1,1.0,2,3,2,4,4,4,2,2,3,4,4,2,2,2,2,4,4,2,2,4,3,2.0,2.0,2,3,5,2,7,1,4,0.0,0.0,0.0,0.0,1,2,2,2,20000.0,5,3,1,2,0,1,0,0,0,0,0,0,0,1,1,2.0,3,2002.0,1983.0,2002.0,4.0,1.0,1.0,20000.0,4.0,0.0,0.0,1954,3,1,2,-2,3,1,2,3,1,3,2,30000.0,4,4,3,4,4,3,4,4,3,3,4,4,3,3,60,40,60,70,50.0,60,30,50,60,5,2015,3,10,8,2,6,2,4,14,1
4,2,9,21,43,2,1948,1,1,1,3,2.0,-2.0,10000,1,60.0,0,1,1,0,0,0,0,0,0,150,110,4,4,4,1,1.0,1,1,1,5,1,1,1,5,3,5,5,4,4,5,5,5,5,5,4,3,1,1.0,1.0,1,4,6,3,8,4,4,0.0,0.0,0.0,0.0,1,1,2,2,20000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,4,0,0.0,3,1969.0,1948.0,1969.0,4.0,1.0,1.0,10000.0,4.0,0.0,0.0,-2,2,1,3,-2,1,1,2,2,1,4,2,20000.0,4,5,4,5,5,-8,5,4,5,-8,-8,-8,5,5,100,60,90,80,70.0,80,80,80,50,0,2015,3,18,7,5,2,2,5,13,1
3,1,12,32,60,2,1988,1,1,1,4,4.0,2002.0,0,1,110.0,0,0,0,0,0,0,0,0,1,156,120,5,5,5,1,3.0,2,1,1,5,1,1,1,5,3,5,5,4,4,5,1,5,5,5,2,4,2,5.0,5.0,1,3,5,7,8,7,5,0.0,0.0,0.0,0.0,1,1,2,2,24000.0,3,3,0,2,0,1,0,0,0,0,0,0,0,1,0,1.0,3,2013.0,1985.0,2013.0,4.0,1.0,1.0,24000.0,1.0,3.0,1.0,1964,1,1,2,1965,1,1,2,2,2,3,2,30000.0,2,2,2,2,3,2,2,2,3,2,-8,2,1,3,60,60,60,60,60.0,60,60,60,60,1,2015,3,14,8,4,6,1,64,13,1
4,1,18,54,88,2,1959,1,1,1,7,4.0,1993.0,24000,4,106.0,0,0,0,0,0,0,0,0,1,159,150,5,5,4,5,1.0,3,3,2,4,1,1,1,5,1,2,4,3,3,3,5,5,5,3,4,4,2,1.0,1.0,1,2,5,5,5,5,5,0.0,0.0,0.0,0.0,1,1,2,2,50000.0,3,3,1,1,0,1,0,0,0,0,0,0,0,1,1,1.0,3,1985.0,1959.0,1985.0,12.0,4.0,2.0,26000.0,1.0,8.0,1.0,1937,3,1,2,1938,3,1,2,2,2,4,2,12000.0,5,4,-8,-8,5,5,3,5,1,4,-8,4,-8,4,60,60,60,60,60.0,60,60,60,60,0,2015,3,12,7,3,3,6,64,13,1
4,1,21,63,99,2,1942,1,1,1,4,3.0,1959.0,24000,1,60.0,0,1,0,0,0,0,0,0,0,162,160,2,3,4,2,1.0,1,1,1,5,1,1,1,5,5,4,5,4,4,1,1,5,3,5,2,3,2,4.0,4.0,2,4,5,5,5,5,5,0.0,0.0,0.0,0.0,1,1,2,2,60000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1962.0,1940.0,1962.0,4.0,1.0,2.0,36000.0,5.0,0.0,0.0,1898,2,1,5,1900,1,1,5,2,2,4,2,36000.0,4,4,3,3,4,4,4,4,2,3,-8,-8,1,4,80,85,80,80,85.0,80,85,85,85,6,2015,3,17,7,4,2,6,1,13,1
3,2,9,20,42,1,1963,1,1,1,3,2.0,-2.0,8000,1,80.0,0,1,0,0,0,0,0,0,0,170,120,3,2,3,1,1.0,1,1,1,1,1,1,5,5,4,5,5,5,4,5,5,5,5,5,2,2,1,4.0,4.0,1,3,2,2,2,2,2,0.0,0.0,0.0,0.0,1,1,-1,-1,8000.0,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,4,1,1,1934,3,1,15,3,2,4,2,10000.0,3,3,3,3,3,3,3,4,4,4,4,4,4,2,70,70,70,70,80.0,70,80,70,70,6,2015,3,13,7,3,4,2,1,-26,1
4,2,21,61,97,1,1965,1,1,1,3,2.0,-2.0,20000,1,220.0,0,0,1,0,0,0,0,0,0,173,120,4,4,3,1,1.0,1,1,2,5,1,1,1,5,4,5,5,5,5,5,5,5,5,5,1,4,1,8.0,8.0,2,4,4,5,3,3,1,5.0,25.0,1.0,3.0,1,1,2,2,40000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,2,1,0.0,4,1985.0,1964.0,2012.0,3.0,1.0,1.0,20000.0,1.0,5.0,1.0,-2,1,1,2,-2,1,1,2,3,2,4,2,50000.0,2,2,2,2,4,3,2,4,3,-8,-8,-8,1,3,80,80,60,50,80.0,80,70,40,60,4,2015,3,14,7,4,4,3,4,13,1
4,1,6,13,29,2,1956,1,1,1,3,2.0,-2.0,6000,1,70.0,0,1,1,0,0,0,0,0,0,165,70,4,4,3,2,1.0,1,1,2,4,1,1,1,4,4,4,4,5,3,3,4,5,5,5,1,2,1,8.0,8.0,2,4,4,3,6,2,5,0.0,0.0,0.0,0.0,2,1,2,2,40000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1978.0,1953.0,1978.0,1.0,1.0,2.0,6000.0,4.0,0.0,0.0,-2,1,1,2,-2,1,1,2,2,1,3,2,5000.0,4,4,5,4,4,4,4,4,4,3,-8,4,2,4,85,78,79,86,84.0,82,81,83,84,2,2015,3,18,8,5,3,2,5,13,1
4,1,16,45,76,1,1946,1,1,1,3,2.0,-2.0,20000,1,114.0,0,1,0,0,0,0,0,0,0,168,110,4,5,3,1,2.0,2,1,1,4,1,1,1,-8,5,5,5,4,5,5,5,5,5,5,1,4,1,8.0,8.0,1,3,5,4,6,3,2,0.0,0.0,0.0,0.0,1,1,2,2,20000.0,2,4,1,2,0,1,0,0,0,0,0,0,0,1,2,0.0,3,1970.0,1950.0,1970.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,-2,1,1,5,-2,1,1,15,2,1,4,2,-2.0,5,2,3,3,4,3,-8,-8,3,-8,-8,-8,1,4,30,0,0,10,0.0,0,0,0,0,6,2015,3,18,7,5,2,3,1,13,1
2,2,15,41,72,1,1982,1,1,1,4,4.0,1998.0,30000,1,120.0,0,1,0,0,0,0,0,0,0,175,150,5,5,5,1,1.0,1,1,1,5,3,2,1,5,2,5,5,4,5,1,5,5,5,2,3,4,2,6.0,6.0,1,2,5,3,7,2,1,3.0,14.0,1.0,3.0,1,1,2,2,60000.0,7,3,1,2,0,1,0,0,0,0,0,0,0,1,2,3.0,3,2001.0,1981.0,2001.0,3.0,1.0,1.0,5000.0,1.0,3.0,1.0,1950,3,1,2,1951,3,1,2,2,3,2,2,50000.0,1,1,1,1,3,2,2,2,2,2,2,2,2,3,60,60,60,70,40.0,50,50,60,80,1,2015,3,16,7,4,6,4,1,13,1
4,2,6,12,28,2,1950,1,1,1,1,5.0,-2.0,3000,1,120.0,0,1,0,0,0,0,0,0,0,158,120,4,4,4,1,1.0,1,1,1,5,1,1,1,5,5,5,5,3,2,5,3,5,3,5,4,3,1,1.0,1.0,1,4,5,5,5,5,3,0.0,0.0,0.0,0.0,1,1,2,2,20000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,7,1973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,14,1,2,-2,1,1,2,2,2,3,2,20000.0,5,5,5,5,5,-8,4,-8,4,5,-8,-8,4,5,70,70,80,70,70.0,80,70,70,70,4,2015,3,16,7,4,2,2,1,13,1
4,1,1,1,4,2,1953,1,1,1,4,4.0,1969.0,36000,1,60.7,0,0,0,0,0,0,0,0,1,168,135,4,4,4,2,1.0,3,3,3,3,1,1,2,5,4,3,4,4,4,5,4,5,5,5,3,3,2,6.0,6.0,2,4,5,5,5,5,5,0.0,0.0,0.0,0.0,1,1,2,2,108000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1985.0,1954.0,1985.0,3.0,1.0,2.0,36000.0,5.0,0.0,0.0,1925,3,1,6,1928,3,1,6,2,2,3,2,90000.0,4,4,4,3,4,4,3,4,3,3,3,3,3,3,85,85,70,70,75.0,80,80,80,85,0,2015,3,8,8,2,3,4,64,13,1
4,2,10,24,46,1,1965,1,1,1,4,2.0,-1.0,6000,1,70.0,0,1,0,0,0,0,0,0,0,175,180,4,5,5,1,1.0,3,3,2,5,1,1,1,5,3,3,5,4,4,5,4,5,4,5,3,4,2,2.0,5.0,2,4,5,2,7,3,3,0.0,0.0,0.0,0.0,1,1,2,2,7000.0,3,3,2,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1986.0,1964.0,1986.0,4.0,1.0,1.0,1000.0,3.0,0.0,0.0,1935,1,1,2,1939,1,1,2,2,2,4,2,30000.0,4,4,4,4,5,4,4,4,4,4,-8,4,2,5,100,90,90,90,90.0,90,90,90,90,5,2015,3,16,7,4,4,2,1,13,1
4,2,2,3,10,2,1970,4,0,4,3,2.0,-2.0,-1,1,150.0,0,1,1,0,0,0,0,0,0,157,128,4,5,5,1,1.0,1,1,1,5,1,1,1,5,3,5,5,4,4,5,5,5,5,5,5,3,1,2.0,5.0,2,4,8,6,-8,9,3,0.0,0.0,0.0,0.0,1,1,2,2,10000.0,3,2,2,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,-2.0,1957.0,-2.0,1.0,1.0,1.0,-1.0,1.0,5.0,2.0,-2,1,1,2,1938,1,4,-8,2,2,3,2,10000.0,4,1,2,3,5,-8,3,-8,4,-8,1,-8,1,5,100,100,90,100,100.0,100,100,80,80,6,2015,3,12,7,3,4,0,5,13,1
5,2,15,42,73,1,1922,1,1,1,6,4.0,-2.0,1000,1,180.0,0,0,0,1,0,0,0,0,0,175,122,5,5,5,1,1.0,1,1,1,5,1,3,5,5,5,5,5,4,2,5,5,5,5,5,4,4,1,1.0,1.0,1,4,2,4,3,2,4,0.0,0.0,0.0,0.0,1,1,2,2,2000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,3,2,0.0,3,1941.0,1921.0,1941.0,2.0,1.0,1.0,1000.0,5.0,0.0,0.0,-2,-8,1,3,-2,-8,1,3,2,2,3,-8,-2.0,4,4,4,4,4,-8,-8,4,-8,-8,-8,-8,3,5,-2,80,-2,-2,-2.0,-2,-2,-2,80,1,2015,3,18,7,5,0,1,9,13,1
4,2,22,66,106,1,1949,1,1,1,3,2.0,-2.0,5000,1,130.0,0,1,0,0,0,0,0,0,0,168,106,2,3,4,1,1.0,1,1,2,3,1,1,2,5,5,5,5,4,4,5,5,5,5,5,3,2,1,4.0,5.0,2,4,4,3,4,2,3,0.0,0.0,0.0,0.0,1,1,2,2,50000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,2,0.0,3,1965.0,1947.0,1965.0,1.0,1.0,1.0,2000.0,4.0,0.0,0.0,1919,1,1,2,1918,1,1,2,2,3,3,2,30000.0,4,4,3,3,4,-8,1,-8,3,-8,-8,-8,1,4,70,80,70,60,80.0,80,70,80,70,6,2015,3,14,7,4,2,2,1,13,1
