survey_type,province,city,county,gender,nationality,religion,edu,edu_status,edu_yr,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_yr,work_type,insur_1,insur_2,family_income,family_m,family_status,house,car,invest_1,invest_2,invest_3,invest_4,invest_5,invest_8,daughter,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,quarter,hour,month,hour_cut,birth_s,income_cut,happiness
1,13,35,65,2,5,1,4,4.0,1993.5276824566952,0,1,193.88421943550276,0,0,0,0,0,0,0,0,0,161,98,4,3,2,4,1.9433724021805812,1,1,1,3,1,1,2,4,4,4,4,4,4,4,4,5,5,2,2,1,4.773489608722325,4.773489608722325,5,3,3,3,-7,4,0.9433724021805812,0.9433724021805812,1,2,-0.05662759781941884,1,2,1,2,1,0,0,0,0,0,0,3,2000.640937652334,1968.8108204457922,2000.640937652334,4.113255195638837,1.0,4.830117206541743,-0.05662759781941884,5.0,0.0,0.0,-2,3,1,-2,3,1,7,3,3,4,2,3,3,3,3,4,4,2,4,2,3,-8,1,4,77,78,2,2,0.9446350866097797,1,70,78,80,3,15,8,3,4,0,2
1,15,45,77,2,1,0,3,4.0,1411.5526433216992,0,1,76.44120683957276,0,0,0,0,0,0,0,0,0,159,119,2,2,2,1,1.2882413679145523,2,2,2,3,1,2,1,4,2,3,4,3,3,3,3,3,3,2,2,2,4.288241367914552,3.7117586320854477,1,3,3,3,3,3,0.0,0.0,-5,-5,77082.20717005075,3,2,1,2,1,0,0,0,0,0,1,3,1997.8824136791454,1973.4588964149746,1997.8824136791454,5.423517264170895,1.0,3.1352758962563434,77082.20717005075,1.0,3.0,1.0,1938,4,1,1940,1,1,2,2,2,4,3,3,3,2,2,4,3,3,3,3,3,3,2,3,64,56,52,72,71.35275896256343,75,52,55,52,3,17,7,4,5,1,2
1,4,11,23,1,1,1,2,2.7277694592138606,-2.0,6000,1,84.25898197379536,0,1,0,0,0,0,0,0,0,159,111,2,3,2,1,1.7574101802620463,1,1,1,1,1,1,4,5,4,5,5,4,3,5,5,5,5,2,2,1,4.514820360524093,6.514820360524093,1,3,3,2,2,1,5.822155673710886,0.48517963947590714,1,2,5242.589819737954,1,2,1,2,1,0,0,0,0,0,0,7,1983.8759730644547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448,1,2,1472,1,1,2,3,2,-5,3,3,4,3,3,3,1,2,0,3,-8,-8,1,3,90,87,72,72,34.85179639475907,65,87,60,37,3,14,7,3,3,2,2
1,27,79,120,1,1,1,1,4.908787540002274,178.05339603551064,0,1,106.39488337976576,0,0,0,0,0,0,0,0,0,155,111,2,2,2,1,1.0,1,1,1,2,1,1,2,4,4,5,5,4,4,5,4,5,5,2,4,1,1.9087875400022742,4.726362620006823,1,3,2,2,1,2,0.0,0.0,2,2,30000.0,4,2,1,2,1,0,0,0,0,0,0,6,1967.2769744399682,178.22914683555612,180.600670795497,0.2736373799931773,0.09121245999772576,0.09121245999772576,0.0,0.36484983999090304,0.0,0.0,174,1,2,174,1,1,2,2,2,3,1,4,3,3,3,4,-8,2,-6,3,-6,-8,2,4,69,60,58,59,60.91212459997726,60,61,59,60,3,9,7,2,2,1,2
2,17,52,84,2,1,0,3,4.057317208706775,1881.480217003864,7885,1,138.8536558258645,0,0,1,0,0,0,0,0,0,155,81,4,4,4,1,1.0573172087067748,1,1,1,4,1,2,1,5,2,5,5,5,4,4,4,4,4,3,2,1,1.2292688348270993,1.286586043533874,1,2,3,2,3,2,0.0,0.0,1,1,8779.78510996161,3,2,1,2,1,0,0,0,0,0,0,3,2003.3121934955186,1980.229268834827,2004.2548762868119,3.942682791293225,1.0,1.0,9828.048373879676,3.0,0.0,0.0,-2,1,2,109,1,1,2,3,1,3,3,4,4,4,4,4,-8,-7,-7,4,-7,4,-7,4,68,68,68,68,68.85365582586451,70,70,69,69,3,9,7,2,5,2,2
1,17,47,81,2,1,1,4,3.5933926338289046,1565.3049590538133,11390,1,32.76365948605898,0,0,0,0,0,0,0,0,1,162,129,4,3,3,2,2.7966963169144523,2,1,1,4,1,1,1,4,4,4,2,4,4,4,3,3,5,2,2,2,2.5933926338289046,4.203303683085547,1,3,3,2,3,2,1.4231257815988343,0.2033036830855477,1,1,29796.69631691445,2,2,0,2,1,0,0,0,0,0,1,2,405.23379563577987,1951.4891994433099,407.6238845865232,3.2033036830855477,1.0,1.2033036830855477,20000.0,1.0,4.203303683085547,1.7966963169144523,398,2,2,397,2,1,2,3,1,3,2,3,3,3,3,4,4,3,4,4,3,1,2,3,65,73,65,63,63.90088950743357,67,60,67,67,3,17,7,4,2,2,2
1,3,5,14,1,7,1,3,4.0,1996.9223982291453,-2,1,97.67194687435861,0,0,0,0,1,0,0,0,0,160,91,4,4,2,1,1.0,1,1,1,4,1,1,1,5,4,4,5,4,2,4,5,3,5,3,3,1,2.0,2.922398229145287,1,3,2,2,2,2,0.0,0.0,1,1,-2.0,5,1,1,2,1,0,0,0,0,0,0,3,2004.6208141668376,1982.853619479402,2004.6208141668376,4.0,1.0,1.0,-1.844796458290574,3.155203541709426,0.0,0.0,1953,5,2,1954,3,1,2,3,2,3,3,3,2,2,2,4,3,2,3,2,2,2,2,2,80,89,61,70,77.67194687435861,68,60,68,59,3,18,7,4,6,0,2
2,28,82,125,1,1,1,1,5.0,-2.0,2759,1,75.82489397317109,0,1,0,0,0,0,0,0,0,167,126,1,2,2,1,1.0,1,1,1,3,1,1,1,5,3,5,4,4,4,2,5,5,5,2,2,1,1.9617771796269308,5.759555705093267,1,2,-5,-5,-5,-5,0.0,0.0,1,2,4240.4442949067325,1,1,1,2,1,0,0,0,0,0,1,3,1975.2022214745336,1950.961777179627,1975.2022214745336,1.721332884720198,1.0,1.0,759.5557050932673,4.0,0.0,0.0,-2,1,2,-2,1,1,5,3,2,4,2,3,3,3,3,3,1,3,1,1,-8,-8,1,4,85,75,60,62,52.404442949067324,60,57,45,77,3,11,7,2,2,2,2
2,14,39,70,1,6,1,3,2.4394153201481283,-2.0,5000,1,184.62046379481552,0,0,0,0,0,0,0,0,0,163,136,4,3,3,1,1.4394153201481283,1,1,1,3,1,1,1,5,1,1,-5,2,3,-5,3,3,5,4,4,1,1.4394153201481283,5.340877019777808,1,3,3,2,4,2,0.0,0.0,1,2,5000.0,2,2,1,2,1,0,0,0,0,0,1,3,1988.7576612805924,1961.2956149011109,1988.7576612805924,3.0,1.0,1.0,0.0,5.560584679851871,0.0,0.0,1936,2,2,1939,1,1,2,3,2,3,3,3,3,3,3,3,-5,2,-5,3,-5,-5,1,5,54,67,75,75,67.31023189740776,63,59,63,71,3,11,8,2,3,2,2
2,17,51,83,2,1,1,2,3.9236739086075128,-2.0,2563,1,104.35101455189982,0,1,0,0,0,0,0,0,0,150,97,2,1,3,2,1.0,1,1,3,2,1,1,4,5,4,5,5,4,4,5,5,5,5,2,3,1,4.923673908607513,5.2824492724050085,1,3,3,2,3,1,1.435101455189983,0.7175507275949915,1,1,-2.3587753637974957,1,2,1,2,1,0,0,0,0,0,1,7,1959.9922391881023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,2,-2,1,1,2,3,2,3,-4,4,3,3,3,4,3,2,4,3,0,2,2,3,72,76,66,76,66.41224636202504,80,70,70,70,3,15,8,3,1,4,2
1,12,35,64,2,1,1,3,4.0,1993.0,0,1,113.78319950846509,0,0,0,0,0,0,0,0,0,157,123,2,3,2,1,1.7608400245767455,2,2,2,4,1,1,1,4,3,3,4,2,2,4,4,5,4,3,3,4,4.282520073730237,5.0,2,1,2,2,3,2,-0.4783199508465088,-1.9132798033860352,2,2,-2.2391599754232545,2,2,1,2,0,0,0,0,0,0,0,3,2000.3258801720372,1975.043360098307,2000.3258801720372,6.282520073730237,1.0,1.7608400245767455,-1.5216800491534912,1.9566399016930176,2.282520073730237,0.7608400245767456,1937,3,1,1945,1,1,2,2,2,3,-8,2,2,2,2,2,2,2,-5,2,2,-8,1,3,72,57,10,60,57.608400245767456,60,27,10,34,3,17,8,4,5,0,2
2,21,63,101,1,5,1,2,4.397559010862377,-2.0,8012,1,231.31652304146562,0,0,0,0,0,0,0,0,0,149,82,2,2,2,1,1.0,1,1,1,3,1,1,1,5,5,5,5,5,4,4,4,4,5,3,3,1,4.012204945688114,6.397559010862377,1,2,1,1,2,1,0.0,0.0,1,1,56987.795054311886,3,3,1,2,1,0,0,0,0,0,2,3,-2.0,1949.2170869239633,-2.0,1.7951180217247544,1.0,1.0,2384.149183195988,3.602440989137623,0.0,0.0,-2,1,6,760,1,1,2,3,2,3,2,4,3,3,3,4,3,3,3,3,2,2,1,4,69,52,67,77,59.87795054311886,66,57,69,73,3,11,7,2,2,2,2
1,21,65,104,2,1,0,1,5.0,-2.0,5025,1,391.0257299664623,0,0,0,0,0,0,0,0,0,140,71,3,2,3,1,1.0,1,1,1,4,1,1,1,5,4,5,5,4,4,4,4,5,5,3,2,1,1.102563086097574,6.948718456951213,1,1,3,1,5,1,0.8461454603049816,0.02564077152439348,1,1,60000.0,2,2,1,2,1,0,0,0,0,0,1,3,49.12769841964064,1945.5640969735366,49.12769841964064,3.0256407715243934,1.0,1.0,6076.92231457318,2.9487184569512133,0.07692231457318055,0.02564077152439348,47,3,12,1917,1,1,2,2,1,3,2,3,2,3,3,3,3,3,2,3,1,2,1,4,99,41,79,90,89.74359228475606,70,99,98,80,3,9,7,2,3,2,2
1,5,9,23,1,1,1,3,4.0,-2.0,5848,1,124.90828778498177,0,0,0,0,0,0,0,0,0,157,114,2,2,2,1,1.0,1,1,1,4,1,1,1,3,4,5,5,4,4,5,3,5,5,2,3,1,2.830276259499392,2.415138129749696,1,3,3,2,5,2,14.621546756257597,0.5848618702503039,1,1,49415.1381297497,4,2,1,2,1,0,0,0,0,0,0,3,1980.490828778498,1960.2270719462454,1980.490828778498,3.0,1.0,1.0,1754.5856107509117,2.830276259499392,0.0,0.0,-2,-1,2,-2,2,1,2,3,1,3,3,4,4,4,4,5,3,3,4,4,4,2,1,5,85,34,70,80,79.16972374050061,80,91,89,85,3,12,8,2,3,1,2
2,31,88,133,2,2,1,4,2.0,114.53753832573625,5941,1,58.117536599420816,0,0,0,0,0,0,0,0,0,165,149,3,1,2,1,1.0,1,1,1,4,1,1,1,5,4,4,5,5,5,5,4,5,5,1,2,1,4.235073198841626,6.117536599420813,1,4,1,1,1,1,0.0,0.0,1,1,11882.463400579187,3,1,1,1,1,0,0,0,0,0,0,3,1985.2350731988415,1962.1175365994209,1985.2350731988415,3.9412317002895936,1.0,1.0,5941.231700289593,3.0587682997104064,0.0,0.0,-2,1,2,-2,1,1,2,3,1,4,2,1,1,1,1,3,1,1,2,1,-8,1,1,4,61,32,70,78,60.0,60,4,88,51,3,16,8,3,4,2,2
1,5,13,26,1,1,1,4,2.549273583736409,547.5482205282772,7647,1,57.25363208131795,0,0,0,0,0,0,0,0,0,161,112,2,3,2,1,1.7253632081317956,1,1,1,2,2,1,3,4,4,4,5,4,4,4,5,5,3,2,2,1,5.0,6.450726416263591,1,3,3,2,0,1,4.119551878023067,0.27463679186820444,2,2,3626.266767075241,2,2,1,2,1,0,0,0,0,0,0,5,1442.0220577660095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387,1,1,1410,1,1,1,2,2,-4,2,4,4,4,4,4,4,2,2,4,-4,-4,2,2,71,71,57,57,21.211622660217458,50,71,57,35,3,16,7,4,4,2,2
1,27,76,117,1,1,1,3,3.836650695203348,-2.0,12918,1,30.61770481178239,0,0,0,0,0,0,0,0,0,150,110,3,4,3,1,1.918325347601674,1,1,1,3,1,1,1,5,4,5,5,4,4,5,5,5,5,2,2,1,3.918325347601674,5.754976042805022,1,2,3,2,3,-7,4.59162673800837,0.918325347601674,1,1,20000.0,3,2,0,2,1,0,0,0,0,0,0,3,1976.6334930479666,1956.5518183955683,1976.6334930479666,3.0,1.0,1.918325347601674,6673.301390406696,1.163349304796652,4.59162673800837,1.836650695203348,-2,1,14,156,1,1,14,3,2,3,2,2,3,3,3,4,3,2,3,3,-7,-7,1,4,64,61,64,60,41.633493047966525,50,60,50,69,3,9,7,2,3,3,2
2,18,53,86,2,3,1,2,3.2086249148689676,-2.0,805,1,200.70550488084587,0,0,0,0,0,0,0,0,0,147,75,2,2,3,1,1.0,1,1,1,3,1,1,2,5,5,5,5,5,4,4,4,4,5,3,2,1,2.402874971622989,3.6114998864919565,1,2,1,1,2,1,0.0,0.0,1,1,20000.0,3,2,1,2,1,0,0,0,0,0,1,5,1978.568375312147,785.6061946648288,794.4694440405345,1.2086249148689674,0.8057499432459783,0.40287497162298913,805.7499432459782,0.8057499432459783,0.0,0.0,-2,1,2,1149,1,1,2,3,3,-3,-3,3,3,3,2,4,-2,2,3,2,-3,-3,1,4,55,51,51,60,55.97125028377011,55,42,60,64,3,10,7,2,3,1,2
1,14,42,70,1,-2,1,3,3.2714869606911448,1260.5865519663066,24635,1,82.49113465961123,0,0,0,0,0,0,0,0,0,170,139,4,3,3,1,1.0,2,2,1,4,4,2,1,5,4,3,4,3,3,3,4,3,1,2,2,1,3.2714869606911448,2.6357434803455724,2,1,4,3,5,2,6.192360834125269,0.3642565196544276,1,1,26821.282598272137,1,2,1,2,1,0,0,0,0,0,1,6,1262.4937824073436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707,1,2,1948,1,1,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,1,3,66,67,53,60,60.0,63,72,60,75,3,15,7,4,5,4,2
1,13,37,63,1,1,1,3,4.0,-2.0,10607,1,90.88805359788168,0,0,0,0,0,0,0,0,0,162,116,2,2,2,1,1.6074630934745544,1,1,1,4,1,1,1,-4,4,4,5,4,4,5,2,5,5,1,3,1,5.911194640211832,5.911194640211832,2,4,3,4,4,1,13.925369065254456,0.6962684532627228,1,1,10607.463093474555,1,1,0,2,1,0,0,0,0,0,0,6,1993.0373154673728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348,1,2,-2,1,1,11,3,2,4,2,4,4,4,4,4,3,3,3,3,3,3,2,4,83,80,70,80,69.55597320105916,83,83,56,59,3,14,7,3,4,2,2
2,21,64,102,2,1,1,1,5.0,-2.0,1904,1,323.8218862350637,0,0,0,0,0,0,0,0,0,162,103,3,2,3,1,1.0,1,1,1,3,1,1,2,5,4,5,5,4,4,5,5,5,5,4,4,1,1.7279353079823703,3.3603234600881486,1,2,4,3,3,3,0.0,0.0,1,1,36272.06469201763,6,1,1,2,1,0,0,0,0,0,0,3,1977.8161940760529,1953.8161940760529,1977.8161940760529,3.816194076052889,1.0,1.0,0.0,4.0,0.0,0.0,521,1,2,522,1,1,2,3,3,3,2,3,3,3,3,3,3,3,0,2,2,0,1,4,65,58,52,55,49.080970380264446,59,62,68,38,3,10,7,2,3,1,2
2,29,82,125,2,1,1,3,3.7667685824623613,1986.300305747387,5000,1,60.0,0,0,1,0,0,0,0,0,0,161,130,3,4,3,1,1.0,1,1,1,5,1,1,1,5,4,5,5,4,4,5,4,4,5,1,2,1,7.116615708768819,7.116615708768819,1,2,4,3,6,1,0.0,0.0,1,1,10000.0,2,1,1,2,1,0,0,0,0,0,0,3,1993.416921456156,1971.0670743298494,1993.416921456156,3.0,1.0,1.0,5000.0,3.116615708768819,0.0,0.0,1717,3,2,1716,1,1,2,3,1,4,2,3,3,3,3,4,-8,2,-6,2,-8,-8,1,3,88,88,88,77,77.66768582462362,77,87,87,88,3,14,7,3,4,2,2
1,6,16,32,1,1,1,4,3.7345214470642345,-1.2654785529357655,22938,1,65.3095710587153,0,0,0,0,0,0,0,0,0,161,111,2,3,4,3,1.7345214470642345,1,1,1,2,1,1,1,5,4,5,5,4,4,5,5,5,5,1,1,1,6.672607235321172,6.407128682385406,1,2,2,3,2,1,0.0,0.0,1,1,25592.871317614594,1,2,1,2,1,0,0,0,0,0,0,6,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515,1,1,516,1,1,1,3,1,3,2,4,3,-4,-4,4,3,3,2,-5,-5,-5,1,4,60,39,60,60,60.61914211743063,60,43,57,57,3,15,7,4,3,5,2
1,17,50,79,1,1,1,5,4.0,1999.1279281733428,0,1,65.71939962845316,0,1,0,0,0,0,0,0,0,170,113,4,4,3,1,1.5914714551104883,1,2,1,4,4,2,1,4,3,4,5,3,3,2,4,5,1,2,2,1,7.0,5.0,1,2,2,4,4,2,0.0,0.0,2,2,26451.17126933707,2,2,1,2,1,0,0,0,0,0,0,3,2003.4938139937847,1980.451171269337,2003.4938139937847,7.268228359116093,1.0,1.4085285448895117,26451.17126933707,1.0,2.5914714551104883,1.0,1954,3,1,1954,3,1,6,2,3,3,3,2,2,2,2,3,3,2,2,2,2,2,1,3,29,33,35,35,29.57357275552442,37,41,55,35,3,12,7,2,5,1,2
1,15,43,73,1,1,1,2,4.661259862527004,-2.0,0,1,172.9007890021603,0,1,0,0,0,0,0,0,0,163,123,1,1,2,1,1.6612598625270039,1,1,1,4,1,1,1,5,2,4,5,4,2,5,5,5,5,3,4,1,3.371180962310973,7.338740137472996,1,2,2,1,3,3,0.0,0.0,1,2,31693.70068736498,3,2,1,2,1,0,0,0,0,0,2,3,1977.306299312635,1957.032440824838,1985.097322474514,4.016220412418988,1.3387401374729961,1.0,0.0,3.6774802749459923,0.0,0.0,-2,1,2,-2,1,1,2,2,2,4,2,4,4,4,4,5,0,3,4,-1,0,0,2,4,60,56,70,50,40.0,60,60,76,50,3,13,7,2,3,1,2
2,16,45,77,1,3,1,1,4.621958292495511,-2.0,3000,1,72.43916584991021,0,0,0,0,0,0,0,0,0,168,120,3,3,4,1,1.0,1,1,3,2,1,1,3,5,4,5,5,4,4,5,5,4,5,3,2,1,6.243916584991021,6.243916584991021,1,-2,1,1,1,1,0.0,0.0,1,1,3378.0417075044893,1,1,1,2,1,0,0,0,0,0,0,1,-0.7560834150089786,735.2911210962316,-0.7560834150089786,1.1341251225134679,0.3780417075044893,0.3780417075044893,378.0417075044893,1.1341251225134679,0.0,0.0,-2,1,10,-2,1,1,2,3,2,-1,4,5,4,5,5,5,5,-2,-1,3,-1,-1,2,3,85,79,85,79,49.00057998463188,79,79,85,85,3,11,7,2,3,2,2
2,11,32,51,1,1,1,3,3.366934348390229,-2.0,1816,1,92.66131303219541,0,0,0,0,0,0,0,0,0,154,90,2,3,3,1,1.0,1,1,1,1,1,1,5,5,4,5,5,3,4,5,5,5,5,3,3,1,4.8991969548293115,4.8991969548293115,2,3,3,2,3,2,0.0,0.0,1,1,3633.0656516097706,4,1,1,2,1,0,0,0,0,0,1,3,1997.927444335415,1978.6250351999029,1997.927444335415,3.0,1.0,1.0,1500.0,3.0,0.0,0.0,-2,1,2,-2,1,1,2,3,2,2,2,5,4,4,4,4,3,3,3,3,3,3,2,3,61,64,51,60,51.00803045170689,53,56,47,53,3,15,7,4,4,2,2
2,22,65,104,2,1,1,2,2.8801680204997675,-2.0,0,1,136.52885278667287,0,0,0,0,0,0,0,0,0,154,82,2,2,3,1,1.0,1,1,1,2,1,1,3,5,5,5,5,4,3,5,5,5,5,3,3,1,2.4132213196668215,2.4132213196668215,1,2,2,1,3,2,0.0,0.0,1,1,1434.7114721332714,1,1,1,2,1,0,0,0,0,0,1,3,1972.053725381166,1948.2933893401666,1972.053725381166,3.0,1.0,1.0,1434.7114721332714,1.8801680204997675,3.5330532991670536,0.7066106598334108,-2,1,2,563,1,1,2,3,2,0,0,2,0,3,3,4,-8,0,0,3,0,0,2,5,63,80,55,63,55.94207410633968,55,68,41,0,3,13,7,3,2,1,2
2,16,46,78,2,1,1,3,2.088521554435446,85.54781733665595,0,1,106.01653005040494,0,0,0,0,0,0,0,0,0,157,118,2,3,3,1,1.0,1,1,1,4,1,1,1,5,4,1,5,4,4,5,2,5,5,3,4,1,1.955739222782277,1.955739222782277,1,3,3,3,3,3,0.0,0.0,1,1,20000.0,2,1,0,2,1,0,0,0,0,0,1,3,1972.3540862177417,1953.2655646633063,1973.309825440524,4.088521554435446,1.0,1.0,20000.0,1.044260777217723,4.778696113911385,0.9557392227822771,84,1,2,84,1,1,2,3,2,3,2,4,4,4,4,4,-7,3,4,3,3,-8,1,5,80,80,79,79,70.44260777217723,70,69,2,59,3,15,7,4,2,1,2
1,13,37,67,2,1,0,3,2.266282562948035,-2.0,0,1,109.29108192428384,0,0,0,0,0,0,0,0,0,164,118,4,4,4,1,1.0,1,1,1,4,1,1,1,5,2,5,3,4,4,5,5,5,5,4,2,1,1.0,6.334293592629913,2,2,4,3,6,-6,0.0,0.0,1,1,77337.17437051966,1,3,1,2,1,0,0,0,0,0,2,3,1988.0,1966.266282562948,1988.0,3.8668587185259824,1.0,1.0,50000.0,1.0,4.733717437051965,1.0,1673,5,2,-2,3,1,2,2,1,3,-6,4,4,4,4,5,4,2,3,3,-8,2,2,5,61,80,36,27,45.3256512589607,53,78,53,27,3,14,7,3,4,1,2
1,15,43,72,1,1,1,1,4.710285570703742,573.9522854409614,24710,1,56.074298636663244,0,0,0,0,0,0,0,0,0,166,142,2,2,2,1,1.7102855707037419,3,1,1,3,2,3,2,3,3,2,4,3,3,3,4,3,1,2,2,2,2.710285570703742,2.710285570703742,1,2,3,2,3,2,29.392570136333674,1.2897144292962581,1,1,50000.0,2,2,0,2,1,0,0,0,0,0,0,3,1984.63543086874,1967.31771543437,1984.63543086874,1.5794288585925165,1.8691432878887748,1.0,24710.28557070374,1.0,3.0,1.0,-2,1,1,562,1,1,1,2,2,2,2,4,3,4,3,2,2,2,3,3,3,4,4,2,75,75,75,75,75.79428858592516,75,82,75,75,3,16,7,4,4,4,2
1,8,24,44,2,1,1,4,4.0,1969.141223163621,32826,3,64.07591556764396,0,1,0,0,0,0,0,0,0,157,106,3,3,4,2,1.4130615191953724,2,2,2,4,1,1,1,4,2,2,3,2,2,3,1,5,4,3,3,2,3.4130615191953724,2.619592278793059,4,2,3,2,3,1,0.0,0.0,1,1,32826.123038390746,1,2,0,2,0,0,0,0,0,0,0,7,1974.7934692404024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396,1,-8,397,0,1,-3,2,2,2,2,3,2,3,2,3,3,2,3,3,2,2,2,3,65,73,55,42,42.06530759597686,47,60,77,81,3,9,7,2,2,4,2
1,10,26,49,1,1,1,6,3.341923265419834,1330.1878792964753,30000,1,59.87115101870249,0,0,0,0,0,0,0,0,0,170,132,4,5,4,2,1.658076734580166,3,3,2,4,1,1,1,5,2,-1,5,4,3,5,2,5,5,2,3,1,6.012884898129752,3.329038367290083,1,3,2,4,5,4,29.01288489812975,1.0,1,1,30000.0,1,2,0,2,1,0,0,0,0,0,0,5,1989.0128848981296,653.7992358053948,653.7992358053948,1.3161534691603318,0.32903836729008296,0.32903836729008296,0.0,1.6451918364504148,0.0,0.0,636,3,1,635,3,1,1,3,1,3,0,4,3,3,3,4,4,3,0,0,0,-8,1,3,83,56,23,43,23.032685710305806,23,23,23,56,3,13,7,2,4,4,2
2,18,53,86,1,1,1,3,2.4265612392948093,424.56123929480896,10000,1,129.1952557682664,0,0,0,0,0,0,0,0,0,166,127,1,2,3,1,1.0,1,1,1,4,1,1,1,5,4,5,5,4,4,5,5,5,4,3,3,1,2.0664030982370227,6.0,1,2,2,1,4,1,0.0,0.0,1,2,20000.0,2,1,1,2,1,0,0,0,0,0,1,3,1982.1851379697748,1971.0523317733007,1982.1851379697748,3.0,1.0,1.0,10000.0,2.6398418589422135,0.0,0.0,415,1,2,415,1,1,12,3,1,4,3,2,2,2,2,3,-5,2,-5,2,-5,-5,-5,4,17,75,62,75,75.73438760705191,75,57,9,60,3,16,7,4,4,2,2
2,26,75,116,1,1,1,5,4.0,1982.7873138289033,3421,1,67.20918827605917,0,0,0,0,0,0,0,0,0,160,104,2,2,3,1,1.0,1,1,1,2,2,1,3,3,5,3,4,3,3,4,4,5,3,2,2,2,4.897154809489254,4.897154809489254,1,2,3,1,3,3,7.4468284572257915,0.6205690381021493,1,1,20000.0,3,2,1,2,1,0,0,0,0,0,1,3,1990.3404853716775,1967.3404853716775,1990.3404853716775,5.482276152408597,1.0,1.0,20000.0,2.620569038102149,0.0,0.0,1936,1,2,1943,1,1,2,2,1,3,2,3,3,3,3,3,3,2,3,3,2,2,1,4,77,83,70,76,76.2056903810215,73,75,72,70,3,12,7,3,3,1,2
1,25,72,112,1,1,1,4,3.3719655754466547,-1.6859827877233273,60000,3,138.84103273660037,0,0,0,0,0,0,0,0,0,176,136,2,2,2,3,1.0,3,3,3,4,1,1,1,5,4,1,5,4,4,5,5,5,3,2,3,1,5.371965575446655,5.371965575446655,1,2,3,3,3,1,6.280344245533453,0.3140172122766727,1,1,86280.34424553346,2,3,1,2,1,0,0,0,0,0,0,3,1989.9663270332567,1949.0148778261103,1989.9663270332567,3.3140172122766725,1.0,3.0579483631699818,26280.34424553345,3.7439311508933093,1.2560688491066907,0.3140172122766727,610,1,6,611,1,1,2,1,2,3,2,3,2,3,3,4,4,4,4,3,0,0,2,2,78,82,68,20,19.039153222537067,70,66,73,73,3,15,7,4,1,5,2
1,13,36,66,1,7,0,1,4.963077747516242,70.62607063555265,2807,1,163.69222524837585,0,0,0,0,0,0,0,0,0,152,91,3,3,3,1,1.0,1,1,1,2,1,1,3,5,2,5,4,4,4,4,5,5,5,2,2,1,3.110766757451275,6.963077747516242,1,2,2,2,3,2,0.0,0.0,1,1,-2.0,1,2,1,2,1,0,0,0,0,0,0,3,1974.9261554950324,1948.1846112624187,1974.9261554950324,2.926155495032483,1.0,1.9630777475162415,-1.9630777475162415,1.110766757451275,2.889233242548725,1.9261554950324833,-2,1,9,-2,1,1,9,3,1,3,2,3,3,3,3,4,-7,-7,-7,-7,-7,3,1,4,67,48,-1,-1,-1.6676997276461751,58,67,-1,67,3,9,8,2,3,2,2
1,20,62,98,1,1,1,1,3.8747613901113103,-2.0,624,1,61.25747644317895,0,0,0,0,0,0,0,0,0,161,100,1,3,2,1,1.0,1,1,1,4,1,1,1,5,4,4,5,4,3,5,3,5,5,1,3,1,5.7495227802226205,6.124602316852183,1,2,2,3,5,4,0.0,0.0,2,1,-1.3750795366295634,1,2,1,2,1,0,0,0,0,0,0,3,-2.0,1945.3738069505566,-2.0,1.0,1.0,1.0,-1.2498409267408734,5.249840926740873,0.0,0.0,-2,1,6,-2,1,1,10,2,1,-4,2,4,3,4,4,4,-3,3,-3,3,-4,-3,1,3,53,46,44,63,55.003181465182536,52,61,63,77,3,10,7,2,1,0,2
