happiness,survey_type,province,city,county,gender,nationality,religion,edu,edu_yr,income,political,floor_area,property_0,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_type,insur_1,insur_2,family_income,family_m,family_status,house,car,invest_1,invest_2,invest_3,invest_4,invest_5,invest_8,daughter,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_work_14,m_birth,m_edu,m_work_14,status_peer,status_3_before,view,inc_ability,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,quarter,hour,month,hour_cut,income_cut
4,1,27,80,120,1,1,1,4,1989.0,30000,1,70.0,0,1,0,0,0,0,0,0,173,150,5,5,4,1,1.0,4,3,4,5,5,1,2,5,4,2,5,3,3,4,4,5,2,3,2,2,6.0,5.0,3,3,6,6,6,5,1.0,1,1,54000.0,2,3,1,2,1,0,0,0,0,0,0,3,1995.0,1974.0,1995.0,6.0,1.0,1.0,24000.0,1.0,3.0,1.0,1951,1,2,1951,1,15,2,1,4,3,4,4,4,4,5,5,3,4,4,3,3,2,2,40,50,60,50,70.0,60,50,50,70,3,18,7,5,4
4,1,17,48,80,2,1,1,12,2006.0,100000,1,80.0,0,1,0,0,0,0,0,0,160,130,4,5,5,2,1.0,3,2,2,4,4,3,1,4,3,2,4,3,3,2,1,5,1,3,4,3,2.0,3.0,2,4,5,4,7,4,1.0,1,1,200000.0,4,4,2,1,1,0,0,0,0,0,1,3,2007.0,1982.0,2007.0,10.0,1.0,2.0,100000.0,1.0,4.0,1.0,1956,6,1,1956,4,1,1,1,4,2,4,3,3,3,4,4,3,5,2,3,3,1,3,70,60,60,70,60.0,60,70,80,80,3,19,7,5,5
5,1,15,39,70,2,1,1,1,-2.0,6000,1,150.0,0,0,1,0,0,0,0,0,167,140,4,4,4,1,1.0,2,2,2,4,1,1,1,5,3,5,5,2,4,5,5,4,5,4,3,1,1.0,5.0,1,4,5,4,5,2,0.0,1,1,90000.0,2,3,1,2,1,0,0,0,0,0,1,3,-2.0,1963.0,-2.0,3.0,1.0,1.0,15000.0,1.0,5.0,1.0,-2,1,2,-2,1,2,2,2,4,-8,4,3,4,3,4,-8,1,-8,3,-8,-8,1,3,70,75,75,70,80.0,80,80,70,80,3,9,7,2,2
4,1,10,27,49,2,1,1,6,1980.0,36000,1,86.0,0,1,0,0,0,0,0,0,162,136,3,3,4,2,1.0,4,3,4,4,3,2,1,4,3,2,3,4,4,4,3,5,2,4,4,5,3.0,3.0,1,3,4,3,4,3,0.0,1,1,-3.0,2,3,1,2,0,1,0,0,0,0,1,3,1984.0,1957.0,1984.0,6.0,4.0,2.0,-3.0,1.0,3.0,1.0,1937,3,16,1936,3,1,2,2,4,2,4,4,-8,-8,4,4,4,3,3,4,4,2,4,60,70,60,60,69.0,70,70,60,80,3,16,7,4,4
4,1,16,46,77,2,1,1,12,2012.0,0,2,120.0,0,0,0,1,0,0,0,0,163,100,3,4,3,1,2.0,2,3,2,4,4,2,1,4,3,4,2,2,3,1,2,4,1,4,4,3,2.0,2.0,2,3,4,6,7,6,0.0,1,2,70000.0,3,3,1,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960,6,6,1962,3,1,2,2,2,-8,5,4,5,4,5,4,4,4,2,3,4,1,4,80,60,60,70,70.0,70,50,80,85,3,21,7,6,1
3,1,21,63,99,2,1,1,3,1998.0,50000,1,30.0,0,0,0,0,0,0,0,1,158,130,5,5,3,1,3.0,1,1,1,5,1,4,1,5,4,5,5,4,4,2,5,5,5,2,4,2,3.0,7.0,1,2,1,1,1,1,1.0,1,2,100000.0,2,3,1,2,1,0,0,0,0,0,0,3,2006.0,1983.0,2006.0,4.0,1.0,1.0,50000.0,1.0,2.0,1.0,1958,3,2,1959,1,2,2,1,5,2,3,3,3,3,4,-8,-8,-8,3,3,3,3,4,60,80,-2,80,-2.0,50,70,50,80,3,16,7,4,5
4,2,29,82,124,2,1,1,1,-2.0,0,1,70.0,0,0,0,0,0,0,0,0,150,90,2,2,2,1,1.0,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,2,5,5,4,1,1.0,7.0,2,3,3,3,3,3,0.0,1,1,1200.0,2,3,1,2,1,0,0,0,0,0,1,3,-2.0,1951.0,-2.0,1.0,1.0,1.0,1200.0,4.0,0.0,0.0,-3,-8,-8,-3,-8,-8,-8,-8,-8,-8,4,4,4,4,4,4,4,4,4,4,4,4,5,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,3,19,7,5,1
3,1,31,88,133,2,1,0,12,2006.0,30000,4,96.0,0,0,0,0,0,0,0,0,163,110,3,5,2,2,3.0,2,2,1,1,5,1,5,5,5,1,5,4,4,5,5,5,1,1,4,5,8.0,8.0,1,2,5,5,5,6,1.0,1,1,70000.0,3,3,1,2,1,0,0,0,0,0,1,3,2000.0,1977.0,2000.0,13.0,4.0,2.0,40000.0,1.0,3.0,1.0,1949,7,1,1949,3,15,3,2,4,3,4,3,3,3,4,4,2,4,3,3,3,2,4,50,50,60,60,60.0,60,70,70,70,3,19,8,5,4
5,1,4,7,18,2,1,1,4,1969.0,35000,1,18.0,0,0,0,0,0,0,0,1,150,130,3,3,4,4,1.0,2,2,5,5,1,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,3,4,5,5,5,5,0.0,1,1,70000.0,2,2,1,2,1,0,0,0,0,0,0,3,1976.0,1952.0,1976.0,4.0,1.0,2.0,35000.0,5.0,0.0,0.0,1924,2,2,1927,1,2,2,2,3,3,4,3,3,3,5,5,4,4,5,4,4,4,4,80,80,80,80,80.0,80,80,80,70,4,11,10,2,4
4,1,21,64,102,1,1,1,3,1978.0,10000,1,80.0,0,1,0,0,0,0,0,0,170,135,3,5,5,4,1.0,1,2,2,4,1,1,1,5,3,4,4,4,4,3,1,4,5,5,3,2,1.0,5.0,2,3,5,4,6,2,1.0,2,2,10000.0,2,3,1,2,1,0,0,0,0,0,1,3,1982.0,1956.0,1982.0,3.0,1.0,5.0,0.0,5.0,0.0,0.0,1935,2,2,-2,2,2,2,2,3,2,5,4,4,3,4,3,2,4,3,5,4,2,4,50,50,50,50,50.0,50,50,50,50,3,12,7,3,2
4,2,17,50,83,1,1,1,6,1974.0,36000,1,260.0,0,0,0,0,0,0,0,0,167,150,3,3,4,5,2.0,3,3,1,5,4,1,1,5,4,2,5,4,-8,1,1,5,1,2,4,3,3.0,3.0,1,4,4,3,6,1,0.0,1,1,40000.0,7,3,1,2,1,0,0,0,0,0,1,3,1980.0,1959.0,1980.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,1933,1,1,1933,1,2,2,1,4,2,5,5,5,5,5,5,4,5,4,5,-8,1,5,60,80,80,80,70.0,90,80,80,80,3,11,7,2,4
4,1,21,63,99,2,1,1,4,1961.0,20000,1,65.0,0,1,0,0,0,0,0,0,155,130,4,5,3,2,1.0,4,4,1,5,1,1,1,-8,2,1,5,4,-8,5,1,5,5,3,4,1,5.0,7.0,2,4,5,5,5,4,0.0,1,2,20000.0,1,3,1,2,1,0,0,0,0,0,1,7,1967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-8,2,-2,-8,2,2,2,4,-8,4,4,-8,-8,4,4,-8,-8,4,4,-8,3,3,90,90,60,80,80.0,90,80,80,70,3,16,7,4,3
4,1,7,18,40,2,1,1,6,1979.0,30000,1,30.0,0,0,0,0,0,0,0,0,160,120,3,3,3,5,1.0,3,3,2,4,3,3,2,3,3,4,4,3,3,4,3,4,2,3,4,2,3.0,3.0,2,3,5,5,4,5,0.0,1,1,50000.0,3,3,1,2,1,0,0,0,0,0,1,3,1982.0,1957.0,1982.0,6.0,1.0,5.0,10000.0,5.0,0.0,0.0,1930,1,1,1927,1,1,3,3,4,2,4,3,3,2,4,3,2,4,3,3,3,2,4,90,80,80,80,90.0,90,80,80,80,3,15,8,4,4
4,1,2,5,12,2,4,0,3,-2.0,30000,4,120.0,0,1,0,0,0,0,0,0,160,100,2,2,4,2,1.0,2,2,2,4,1,1,1,5,2,3,3,2,3,5,3,5,5,1,2,2,8.0,8.0,1,4,4,3,-8,3,0.0,1,1,78000.0,3,3,1,2,1,0,0,0,0,0,2,3,1957.0,1932.0,1957.0,3.0,1.0,2.0,48000.0,5.0,0.0,0.0,-2,2,2,-2,2,2,3,2,3,2,4,2,3,3,4,4,2,3,3,4,4,1,3,80,80,80,75,70.0,70,80,80,80,3,16,8,4,4
4,1,19,56,90,1,1,0,4,1976.0,50000,1,270.0,0,0,0,0,0,0,0,0,170,150,4,4,5,1,2.0,1,1,1,4,1,1,1,5,1,5,5,5,5,5,4,5,4,2,2,1,6.0,6.0,1,4,5,5,5,5,1.0,1,1,100000.0,3,3,1,1,1,0,0,0,0,0,1,3,1988.0,1965.0,1988.0,1.0,1.0,1.0,50000.0,1.0,2.0,1.0,-2,1,2,-2,1,2,2,2,4,2,4,4,4,4,4,3,3,4,3,-8,-8,3,3,70,65,70,70,80.0,76,70,76,70,3,19,7,5,5
4,2,31,88,133,1,3,1,1,-2.0,10000,1,48.0,0,0,0,0,0,0,0,0,176,130,3,5,4,1,1.0,1,1,1,4,1,1,1,5,5,5,5,4,4,5,5,5,5,2,4,1,3.0,2.0,1,4,5,5,5,2,0.0,1,1,10000.0,2,2,1,2,1,0,0,0,0,0,2,3,1971.0,1951.0,1971.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,-2,1,2,1928,1,2,2,3,4,2,4,4,3,3,4,3,2,3,4,2,3,2,5,0,50,0,0,0.0,0,0,0,50,3,13,8,3,2
4,2,22,66,106,1,1,1,4,1986.0,20000,1,90.0,0,0,0,0,0,0,0,0,172,125,4,4,3,1,1.0,2,1,1,4,1,1,1,3,3,4,4,3,3,4,4,5,5,4,4,2,2.0,2.0,1,4,4,3,-8,2,0.0,1,1,30000.0,2,2,1,2,1,0,0,0,0,0,0,7,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,2,-2,1,2,3,2,4,2,4,3,3,4,4,4,3,4,3,4,-8,2,4,70,70,80,70,80.0,70,70,70,60,3,8,7,2,3
3,1,16,46,77,1,1,0,6,2007.0,100000,1,300.0,0,0,0,1,0,0,0,0,170,130,5,4,4,1,1.0,2,2,2,2,4,5,3,4,4,3,4,3,3,2,3,5,1,3,3,4,4.0,3.0,1,1,4,3,6,2,1.0,1,2,100000.0,6,2,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966,3,1,1967,3,1,3,2,4,2,4,2,4,3,5,5,4,5,4,4,4,2,4,20,20,0,20,20.0,20,0,0,30,3,17,7,4,5
4,2,22,66,106,1,1,0,4,-2.0,-2,1,120.0,0,0,0,0,0,0,0,0,160,120,5,5,4,1,1.0,1,1,2,3,1,1,1,5,5,4,4,4,4,5,4,3,5,2,3,2,2.0,2.0,1,4,6,5,-8,5,0.0,1,1,100000.0,4,4,1,1,1,0,0,0,0,0,3,3,1972.0,1954.0,1972.0,3.0,1.0,1.0,-2.0,3.0,0.0,0.0,-2,1,2,-2,1,2,2,1,4,2,4,3,4,4,4,4,2,4,3,2,3,2,5,50,70,60,60,60.0,60,50,60,50,3,12,7,3,0
2,2,13,36,66,1,8,1,3,2007.0,1500,1,80.0,0,0,0,1,0,0,0,0,160,108,5,5,3,1,1.0,1,1,2,5,2,1,1,5,3,5,5,4,4,4,5,5,4,2,2,1,4.0,3.0,1,3,3,5,5,5,0.0,1,1,2000.0,2,2,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957,4,2,1956,2,2,2,2,5,3,4,4,4,4,5,3,3,3,4,-8,-8,1,3,70,60,60,70,80.0,70,70,60,70,3,13,9,3,2
4,1,21,64,102,1,4,0,3,1988.0,10000,1,100.0,0,1,0,0,0,0,0,0,175,110,3,3,5,5,1.0,1,1,1,2,5,1,3,5,4,4,5,4,5,5,1,5,1,2,3,2,5.0,5.0,2,4,4,2,5,1,0.0,2,2,46000.0,5,2,1,2,1,0,0,0,0,0,0,3,2011.0,1976.0,2011.0,4.0,1.0,5.0,0.0,5.0,0.0,0.0,1944,1,2,1945,1,2,2,1,4,2,4,3,-8,-8,4,3,3,3,4,4,4,3,2,70,70,80,80,60.0,70,70,70,70,3,17,7,4,2
5,2,9,22,44,1,1,1,4,2008.0,20000,1,215.0,0,0,0,1,0,0,0,0,170,108,5,5,5,1,1.0,2,2,2,4,5,5,1,5,5,4,4,4,4,2,2,5,1,3,3,2,4.0,4.0,3,1,3,1,7,2,0.0,1,2,20000.0,1,3,1,2,1,0,0,0,0,0,1,3,2012.0,1993.0,2012.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,1963,4,2,-2,1,2,3,1,4,2,4,4,2,1,5,3,3,5,3,1,1,1,5,60,60,80,80,70.0,70,60,60,60,3,16,7,4,3
4,1,23,69,109,2,1,1,4,1994.0,8000,1,60.0,0,1,0,0,0,0,0,0,158,110,3,4,3,1,1.0,2,1,1,4,2,3,1,5,3,5,5,4,5,5,3,4,4,2,3,2,3.0,5.0,1,4,1,1,4,7,0.0,1,1,22000.0,3,3,1,2,1,0,0,0,0,0,2,3,1997.0,1976.0,1997.0,4.0,1.0,1.0,14000.0,1.0,3.0,1.0,1943,3,6,1949,3,2,3,1,3,2,4,4,2,2,4,5,4,4,4,4,4,2,4,80,30,60,80,70.0,70,40,70,60,3,20,9,5,2
4,1,17,50,83,1,1,1,6,1999.0,20000,1,408.0,0,0,0,1,0,0,0,0,170,98,4,4,4,2,1.0,1,1,1,5,5,1,1,4,-8,5,5,4,2,1,4,5,1,2,4,3,2.0,2.0,1,3,6,5,7,4,1.0,2,2,35000.0,4,3,1,1,1,0,0,0,0,0,0,3,2003.0,1979.0,1979.0,7.0,1.0,5.0,20000.0,1.0,1.0,1.0,1952,1,1,1955,6,5,3,1,4,2,4,4,4,3,5,4,3,4,3,3,2,2,3,60,62,65,63,64.0,68,69,61,64,3,20,7,5,3
4,2,16,46,77,2,1,1,3,1997.0,0,1,330.0,0,0,0,1,0,0,0,0,165,150,5,4,4,4,1.0,3,3,1,3,5,1,3,4,2,3,4,3,4,3,3,5,1,4,3,2,1.0,5.0,2,3,6,1,8,1,0.0,1,2,40000.0,5,2,0,2,1,0,0,0,0,0,0,3,2005.0,1976.0,2005.0,6.0,1.0,1.0,40000.0,1.0,3.0,1.0,1961,4,2,1966,1,2,2,2,3,2,5,4,3,3,5,4,3,5,4,3,3,1,5,50,46,56,46,47.0,50,48,41,43,3,17,7,4,1
2,2,21,62,98,1,8,1,4,1996.0,-1,1,400.0,0,0,0,0,0,0,0,0,160,110,4,5,5,1,1.0,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,4,4,2,2,2,3.0,3.0,6,2,4,3,6,2,0.0,1,-8,-1.0,3,2,1,2,1,0,0,0,0,0,0,3,2007.0,1986.0,2007.0,-8.0,-8.0,-8.0,-2.0,6.0,0.0,0.0,1958,4,2,1960,14,2,3,3,3,3,3,3,4,3,4,3,2,4,4,-8,-8,-8,4,60,50,50,60,50.0,60,60,60,50,3,14,7,4,0
4,1,24,70,110,1,1,1,6,2009.0,36000,1,60.0,0,0,0,0,0,0,0,1,165,120,5,4,4,5,2.0,2,2,1,5,5,1,1,4,3,4,4,4,4,2,1,5,1,3,3,3,5.0,5.0,2,2,5,5,7,5,1.0,1,1,100000.0,1,3,1,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1955,4,1,1963,6,1,2,2,4,2,4,3,4,3,5,4,4,5,3,3,3,2,4,80,80,70,90,80.0,80,85,90,80,3,20,8,5,4
3,1,10,27,50,1,1,1,4,1994.0,30000,1,200.0,0,0,0,1,0,0,0,0,178,130,4,5,5,1,1.0,2,2,2,3,4,3,2,4,3,4,4,4,3,2,4,5,1,2,3,2,5.0,5.0,6,2,5,5,6,4,1.0,1,1,50000.0,6,4,1,2,1,0,0,0,0,0,1,3,2002.0,1979.0,2002.0,4.0,1.0,1.0,20000.0,1.0,3.0,1.0,1953,4,2,1953,3,2,1,1,4,2,4,4,4,4,4,4,3,4,4,4,4,3,3,80,80,60,70,60.0,80,80,70,70,3,11,7,2,4
4,1,22,66,106,1,1,1,10,-2.0,30000,4,92.3,0,1,0,0,0,0,0,0,168,156,5,4,4,2,2.0,2,2,2,4,2,2,1,4,4,4,4,4,3,4,4,4,4,3,3,3,3.0,3.0,1,4,7,6,7,6,0.0,1,1,60000.0,2,4,1,2,1,0,0,0,0,0,0,3,1980.0,1965.0,1980.0,10.0,4.0,2.0,30000.0,5.0,0.0,0.0,-2,4,2,-2,4,2,2,2,4,2,4,3,3,3,4,4,3,3,3,3,3,2,4,80,80,80,80,80.0,80,80,80,80,3,11,7,2,4
4,2,28,81,121,2,1,1,1,-2.0,0,1,270.0,0,1,0,0,0,0,0,0,155,120,3,3,4,1,1.0,1,1,2,5,1,2,1,5,4,5,4,4,4,3,4,4,5,2,3,1,6.0,6.0,1,3,5,5,5,5,0.0,1,2,40000.0,3,3,1,2,1,0,0,0,0,0,0,3,-2.0,1960.0,-2.0,3.0,1.0,1.0,30000.0,1.0,5.0,1.0,1930,3,1,-2,1,2,2,2,3,2,4,3,3,3,5,-8,2,-8,3,4,3,1,3,60,70,80,60,70.0,70,60,80,70,3,9,8,2,1
4,2,17,50,83,2,1,1,3,1983.0,0,1,180.0,0,1,0,0,0,0,0,0,155,130,4,4,5,1,1.0,1,1,1,4,1,1,1,5,2,5,5,4,3,4,5,5,5,4,4,2,1.0,1.0,1,2,5,4,5,2,0.0,1,1,40000.0,4,3,1,2,1,0,0,0,0,0,1,3,1991.0,1967.0,1991.0,4.0,1.0,1.0,40000.0,1.0,3.0,2.0,-2,1,1,-2,1,2,2,2,4,3,5,3,4,4,5,-8,3,4,4,-8,-8,3,5,95,96,98,92,70.0,94,92,95,95,3,9,7,2,1
4,1,4,7,21,1,1,1,3,-2.0,48000,1,60.0,0,0,0,0,0,0,0,1,164,124,3,2,2,5,1.0,1,1,5,4,1,1,1,5,5,5,5,5,4,1,1,5,5,1,5,1,8.0,8.0,1,3,3,2,4,2,0.0,1,1,48000.0,1,3,0,2,1,0,0,0,0,0,4,7,1954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-8,16,-2,1,15,2,2,4,3,4,1,-8,-8,5,4,2,4,1,1,5,1,4,80,80,80,80,80.0,80,80,80,80,3,12,9,3,5
4,2,29,84,127,1,1,1,4,1992.0,50000,1,130.0,0,0,0,0,0,0,0,0,167,110,3,3,2,1,1.0,1,1,1,5,1,1,1,5,4,5,5,4,4,5,2,5,5,4,4,2,2.0,5.0,5,2,2,4,1,6,0.0,1,1,15000.0,2,3,1,2,1,0,0,0,0,0,0,6,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949,4,1,1952,1,2,3,2,5,2,3,3,3,3,4,-8,3,3,3,-8,-8,1,5,90,0,60,70,70.0,70,40,60,50,3,10,7,2,5
4,1,15,39,70,2,1,1,4,2001.0,-3,1,200.0,0,0,0,0,1,0,0,0,160,104,4,4,4,1,1.0,2,2,1,5,4,1,1,3,3,4,3,3,3,2,3,3,1,3,3,3,4.0,3.0,3,4,5,5,5,4,1.0,1,1,700000.0,5,3,1,2,1,0,0,0,0,0,1,3,2008.0,1981.0,2008.0,8.0,1.0,1.0,40000.0,1.0,4.0,1.0,1951,3,2,1950,2,2,3,2,3,2,4,3,3,3,5,5,2,4,3,3,-8,2,4,80,80,60,60,60.0,70,70,80,80,3,18,7,5,0
5,1,29,82,125,1,1,1,4,1989.0,40000,1,130.0,0,0,0,1,0,0,0,0,175,120,3,3,5,2,1.0,2,2,2,4,1,1,1,1,3,3,4,3,3,5,5,5,5,1,2,2,8.0,8.0,3,4,2,2,5,2,0.0,1,1,40000.0,2,2,-3,2,1,0,0,0,0,0,2,3,1998.0,1978.0,1998.0,4.0,1.0,2.0,0.0,6.0,0.0,0.0,1952,3,2,1952,3,2,3,2,5,2,5,5,5,5,5,5,3,5,4,4,5,1,1,80,80,80,70,70.0,60,85,75,90,3,20,7,5,5
2,2,22,67,107,2,8,1,1,-2.0,3000,1,70.0,0,0,1,0,0,0,0,0,150,90,2,2,3,1,1.0,1,1,1,2,1,1,2,5,4,5,5,4,4,5,5,5,5,2,2,1,2.0,3.0,1,2,1,1,2,1,0.0,1,1,10000.0,3,2,1,2,1,0,0,0,0,0,0,3,1986.0,1949.0,1986.0,3.0,1.0,1.0,7000.0,4.0,0.0,0.0,1919,1,2,1934,1,13,3,1,4,2,5,3,2,1,3,-8,2,3,2,-8,-8,1,2,60,80,60,60,70.0,70,50,70,70,3,14,7,4,2
5,1,5,8,23,1,1,1,12,2002.0,30000,1,83.9,0,0,0,0,0,0,0,0,172,105,5,4,4,2,1.0,2,2,2,5,5,2,2,4,4,5,5,2,2,4,3,5,2,3,3,2,2.0,3.0,1,4,5,5,5,4,1.0,1,1,50000.0,3,3,1,2,1,0,0,0,0,0,0,3,1999.0,1977.0,1999.0,12.0,4.0,2.0,20000.0,1.0,3.0,1.0,1948,4,1,1951,6,1,2,1,5,2,4,4,4,3,4,4,3,4,4,4,4,4,5,80,70,80,80,80.0,80,80,80,80,3,14,7,4,4
4,2,15,41,72,2,1,1,1,-2.0,15000,1,350.0,0,1,0,0,0,0,0,0,160,130,4,4,4,1,1.0,1,1,1,3,1,1,2,5,4,5,5,4,5,5,5,5,5,4,4,1,2.0,7.0,1,4,5,2,6,1,0.0,1,1,110000.0,7,3,2,2,1,0,0,0,0,0,0,3,1987.0,1967.0,1987.0,3.0,1.0,1.0,10000.0,1.0,3.0,1.0,-2,-8,2,-2,-8,2,1,1,4,2,5,5,5,5,5,5,4,4,4,4,4,2,5,90,90,80,90,90.0,90,90,90,90,3,15,7,4,3
4,1,13,36,67,1,8,1,4,1989.0,79900,1,60.0,0,0,0,0,0,0,0,1,175,160,4,5,4,1,3.0,2,2,2,4,3,2,2,4,4,4,4,4,2,4,4,4,4,4,4,2,3.0,2.0,3,3,7,7,7,6,1.0,1,1,100000.0,4,4,2,1,0,1,0,0,0,0,1,3,1999.0,1977.0,1999.0,4.0,1.0,1.0,-1.0,5.0,0.0,0.0,1955,6,3,1956,3,2,1,3,3,2,4,4,4,4,4,4,3,4,3,3,2,1,4,50,60,60,70,80.0,70,50,50,50,3,11,9,2,5
2,2,21,61,97,2,1,1,3,1979.0,20000,1,220.0,0,0,0,0,0,0,0,0,158,110,3,3,2,1,1.0,2,1,1,3,1,1,3,5,3,4,5,4,4,3,3,5,5,3,3,2,3.0,3.0,2,3,5,5,-8,5,1.0,1,1,60000.0,1,3,1,2,1,0,0,0,0,0,1,3,1990.0,1990.0,1990.0,3.0,1.0,1.0,35000.0,1.0,5.0,1.0,1943,1,2,1942,1,2,3,2,4,3,4,4,3,4,4,4,4,4,4,3,5,3,3,70,60,70,60,70.0,60,60,70,70,3,17,7,4,3
3,1,6,15,31,1,1,1,1,-2.0,10000,1,75.0,0,0,0,0,0,0,0,0,173,125,2,2,2,1,1.0,2,2,2,2,5,5,2,5,3,3,3,3,3,3,3,5,5,2,2,2,3.0,3.0,1,4,2,2,1,2,0.0,1,1,10000.0,1,2,1,2,1,0,0,0,0,0,1,7,1947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,2,-2,1,2,2,2,3,2,4,4,3,3,4,4,4,3,3,2,2,2,2,70,80,80,80,70.0,90,80,80,90,3,9,8,2,2
4,2,13,37,68,2,1,1,3,-2.0,18000,1,120.0,0,1,0,0,0,0,0,0,156,116,4,4,5,1,3.0,2,2,2,4,2,2,2,5,1,5,5,4,4,5,1,5,5,4,4,2,7.0,1.0,2,4,8,8,8,3,0.0,2,2,156000.0,6,3,1,2,1,0,0,0,0,0,1,3,1970.0,1952.0,1970.0,3.0,4.0,1.0,15600.0,5.0,0.0,0.0,-2,-8,2,-2,-8,16,2,1,4,2,4,4,4,-8,4,-8,1,3,2,2,-8,1,4,90,60,80,70,80.0,90,-2,90,90,3,15,8,4,3
3,1,4,7,21,2,1,1,6,1976.0,20000,1,60.0,0,0,0,0,0,0,0,1,160,110,1,4,4,5,1.0,4,2,1,4,4,1,1,5,1,1,5,4,4,4,1,5,1,3,3,2,2.0,6.0,3,2,4,3,-8,3,0.0,1,1,100000.0,3,2,2,1,1,0,0,0,0,0,0,3,1982.0,1958.0,1982.0,6.0,4.0,5.0,60000.0,1.0,3.0,1.0,-2,3,1,-2,-8,1,2,-8,4,3,-8,-8,-8,-8,5,3,2,-8,-8,-8,-8,1,3,-2,50,60,50,50.0,60,-2,60,70,3,17,9,4,3
3,2,24,71,111,1,1,0,1,-2.0,2400,1,40.0,0,0,0,0,0,0,0,0,160,100,2,2,4,1,1.0,1,1,3,4,1,1,1,5,5,5,5,3,3,5,5,2,5,3,4,1,2.0,3.0,1,3,1,2,2,2,0.0,2,2,26000.0,1,1,1,2,0,0,0,0,0,0,1,7,1945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,2,-2,1,15,3,3,3,3,5,5,5,5,5,-8,5,-8,5,-8,-8,5,5,-2,60,50,60,60.0,50,40,-2,-2,3,13,8,3,2
5,1,1,1,3,2,1,0,3,-2.0,37200,1,41.6,0,0,1,0,0,0,0,0,152,103,4,5,5,2,1.0,3,3,4,4,1,3,1,4,3,2,4,4,5,5,3,4,5,4,4,2,1.0,6.0,4,5,5,5,5,5,0.0,1,1,36000.0,1,2,1,2,0,0,0,0,0,0,1,7,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-8,-8,-3,-8,-8,3,2,3,2,4,3,3,2,5,3,2,4,2,3,5,1,5,80,70,90,90,85.0,90,80,85,90,3,10,8,2,4
5,2,3,6,13,1,1,1,1,-2.0,15000,1,110.0,0,0,1,0,0,0,0,0,167,100,1,5,2,1,1.0,1,1,3,5,1,1,1,5,4,5,5,1,1,1,5,4,5,5,2,1,1.0,2.0,1,4,5,1,1,1,0.0,1,1,17000.0,2,3,2,2,1,0,0,0,0,0,1,3,1975.0,1955.0,1975.0,1.0,1.0,1.0,1200.0,5.0,0.0,0.0,1916,1,3,1936,1,13,2,1,3,2,5,4,5,5,5,1,1,3,2,1,4,1,5,100,100,0,50,80.0,70,100,80,60,3,17,9,4,3
4,1,22,66,105,2,1,1,6,1972.0,10000,1,130.0,0,0,0,0,0,0,0,0,155,120,3,5,5,4,1.0,1,1,1,5,1,1,1,5,4,5,5,5,5,1,1,1,5,5,5,1,1.0,1.0,1,2,3,3,3,3,1.0,1,1,10000.0,1,2,1,2,1,0,0,0,0,0,4,7,1979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1916,1,2,1921,1,2,3,3,5,2,4,4,4,4,4,4,4,4,4,4,4,2,5,65,65,65,65,65.0,65,65,65,65,3,14,7,4,2
